bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20240119/00001;1;P106181;1;885.95;SALE;19-01-2024 19:33:59
S06/20240119/00001;2;P104872;3;132.95;SALE;19-01-2024 19:33:59
S06/20240119/00001;3;P107488;2;303.21;SALE;19-01-2024 19:33:59
S06/20240119/00001;4;P108179;2;284.95;SALE;19-01-2024 19:33:59
S06/20240119/00001;5;TAX;1;225.41;TAX;19-01-2024 19:33:59
S06/20240119/00001;6;TENDER;1;2686.53;TENDER;19-01-2024 19:33:59
S06/20240119/00002;1;P104133;3;247.95;SALE;19-01-2024 16:26:34
S06/20240119/00002;2;P102714;2;80.41;SALE;19-01-2024 16:26:34
S06/20240119/00002;3;TAX;1;19.30;TAX;19-01-2024 16:26:34
S06/20240119/00002;4;TENDER;1;923.97;TENDER;19-01-2024 16:26:34
S06/20240119/00003;1;P107197;1;568.08;SALE;19-01-2024 14:57:55
S06/20240119/00003;2;P100106;1;287.42;SALE;19-01-2024 14:57:55
S06/20240119/00003;3;TAX;1;153.99;TAX;19-01-2024 14:57:55
S06/20240119/00003;4;TENDER;1;1009.49;TENDER;19-01-2024 14:57:55
S06/20240119/00004;1;P107197;4;568.08;SALE;19-01-2024 14:16:26
S06/20240119/00004;2;P107149;3;141.95;SALE;19-01-2024 14:16:26
S06/20240119/00004;3;P107354;3;205.43;SALE;19-01-2024 14:16:26
S06/20240119/00004;4;DISC;1;-301.42;DISCOUNT;19-01-2024 14:16:26
S06/20240119/00004;5;TAX;1;508.73;TAX;19-01-2024 14:16:26
S06/20240119/00004;6;TENDER;1;3521.77;TENDER;19-01-2024 14:16:26
S06/20240119/00005;1;P107446;2;561.07;SALE;19-01-2024 14:57:18
S06/20240119/00005;2;P106221;1;31.65;SALE;19-01-2024 14:57:18
S06/20240119/00005;3;P101570;2;263.95;SALE;19-01-2024 14:57:18
S06/20240119/00005;4;P105890;2;1102.54;SALE;19-01-2024 14:57:18
S06/20240119/00005;5;TAX;1;381.28;TAX;19-01-2024 14:57:18
S06/20240119/00005;6;TENDER;1;4268.05;TENDER;19-01-2024 14:57:18
S06/20240119/00006;1;P101702;1;483.95;SALE;19-01-2024 18:01:41
S06/20240119/00006;2;P100717;2;505.95;SALE;19-01-2024 18:01:41
S06/20240119/00006;3;P103682;1;372.67;SALE;19-01-2024 18:01:41
S06/20240119/00006;4;P105923;1;242.95;SALE;19-01-2024 18:01:41
S06/20240119/00006;5;TAX;1;348.48;TAX;19-01-2024 18:01:41
S06/20240119/00006;6;TENDER;1;2459.95;TENDER;19-01-2024 18:01:41
S06/20240119/00007;1;P103081;2;448.85;SALE;19-01-2024 12:07:14
S06/20240119/00007;2;P105740;2;103.24;SALE;19-01-2024 12:07:14
S06/20240119/00007;3;P100339;1;278.86;SALE;19-01-2024 12:07:14
S06/20240119/00007;4;TAX;1;248.95;TAX;19-01-2024 12:07:14
S06/20240119/00007;5;TENDER;1;1631.99;TENDER;19-01-2024 12:07:14
S06/20240119/00008;1;P107320;3;223.25;SALE;19-01-2024 14:28:14
S06/20240119/00008;2;P107946;2;303.95;SALE;19-01-2024 14:28:14
S06/20240119/00008;3;P103105;1;29.46;SALE;19-01-2024 14:28:14
S06/20240119/00008;4;P107516;1;598.37;SALE;19-01-2024 14:28:14
S06/20240119/00008;5;P104344;1;367.50;SALE;19-01-2024 14:28:14
S06/20240119/00008;6;TAX;1;259.53;TAX;19-01-2024 14:28:14
S06/20240119/00008;7;TENDER;1;2532.51;TENDER;19-01-2024 14:28:14
S06/20240119/00009;1;P100652;2;43.95;SALE;19-01-2024 22:11:34
S06/20240119/00009;2;P103504;1;342.59;SALE;19-01-2024 22:11:34
