bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240114/00001;1;P107555;1;1399.95;SALE;14-01-2024 20:47:49
S07/20240114/00001;2;P100609;3;76.13;SALE;14-01-2024 20:47:49
S07/20240114/00001;3;P104058;2;344.73;SALE;14-01-2024 20:47:49
S07/20240114/00001;4;P103096;3;277.95;SALE;14-01-2024 20:47:49
S07/20240114/00001;5;P103340;1;466.84;SALE;14-01-2024 20:47:49
S07/20240114/00001;6;TAX;1;385.63;TAX;14-01-2024 20:47:49
S07/20240114/00001;7;TENDER;1;4004.12;TENDER;14-01-2024 20:47:49
S07/20240114/00002;1;P107385;3;797.95;SALE;14-01-2024 15:15:25
S07/20240114/00002;2;P103559;2;370.21;SALE;14-01-2024 15:15:25
S07/20240114/00002;3;P102096;2;1067.74;SALE;14-01-2024 15:15:25
S07/20240114/00002;4;P107110;1;76.95;SALE;14-01-2024 15:15:25
S07/20240114/00002;5;P106473;3;296.95;SALE;14-01-2024 15:15:25
S07/20240114/00002;6;P104212;5;401.95;SALE;14-01-2024 15:15:25
S07/20240114/00002;7;P106009;1;301.95;SALE;14-01-2024 15:15:25
S07/20240114/00002;8;P102664;2;256.95;SALE;14-01-2024 15:15:25
S07/20240114/00002;9;TAX;1;1056.53;TAX;14-01-2024 15:15:25
S07/20240114/00002;10;TENDER;1;10119.68;TENDER;14-01-2024 15:15:25
S07/20240114/00003;1;P106757;4;398.95;SALE;14-01-2024 15:55:02
S07/20240114/00003;2;P107733;1;55.17;SALE;14-01-2024 15:55:02
S07/20240114/00003;3;P101339;2;222.95;SALE;14-01-2024 15:55:02
S07/20240114/00003;4;TAX;1;104.84;TAX;14-01-2024 15:55:02
S07/20240114/00003;5;TENDER;1;2201.71;TENDER;14-01-2024 15:55:02
S07/20240114/00004;1;P102166;1;45.95;SALE;14-01-2024 15:09:36
S07/20240114/00004;2;P101076;2;606.89;SALE;14-01-2024 15:09:36
S07/20240114/00004;3;P100528;2;541.30;SALE;14-01-2024 15:09:36
