bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240117/00001;1;P107182;1;109.95;SALE;17-01-2024 19:03:33
S07/20240117/00001;2;P106258;2;423.67;SALE;17-01-2024 19:03:33
S07/20240117/00001;3;TAX;1;62.16;TAX;17-01-2024 19:03:33
S07/20240117/00001;4;TENDER;1;1019.45;TENDER;17-01-2024 19:03:33
S07/20240117/00002;1;P101127;1;45.95;SALE;17-01-2024 14:46:20
S07/20240117/00002;2;P104567;3;121.23;SALE;17-01-2024 14:46:20
S07/20240117/00002;3;P102243;1;133.95;SALE;17-01-2024 14:46:20
S07/20240117/00002;4;P101955;2;356.95;SALE;17-01-2024 14:46:20
S07/20240117/00002;5;DISC;1;-72.83;DISCOUNT;17-01-2024 14:46:20
S07/20240117/00002;6;TAX;1;168.48;TAX;17-01-2024 14:46:20
S07/20240117/00002;7;TENDER;1;1353.14;TENDER;17-01-2024 14:46:20
S07/20240117/00003;1;P101428;1;394.08;SALE;17-01-2024 19:28:33
S07/20240117/00003;2;P105518;2;729.30;SALE;17-01-2024 19:28:33
S07/20240117/00003;3;P105651;2;110.95;SALE;17-01-2024 19:28:33
S07/20240117/00003;4;P104266;2;386.95;SALE;17-01-2024 19:28:33
S07/20240117/00003;5;P103299;2;220.95;SALE;17-01-2024 19:28:33
S07/20240117/00003;6;P101263;1;561.95;SALE;17-01-2024 19:28:33
S07/20240117/00003;7;P100421;1;129.94;SALE;17-01-2024 19:28:33
S07/20240117/00003;8;P105106;1;101.21;SALE;17-01-2024 19:28:33
S07/20240117/00003;9;DISC;1;-471.10;DISCOUNT;17-01-2024 19:28:33
S07/20240117/00003;10;P101428;-1;394.08;VOID;17-01-2024 19:28:33
S07/20240117/00003;11;P105518;-2;729.30;VOID;17-01-2024 19:28:33
S07/20240117/00003;12;P105651;-2;110.95;VOID;17-01-2024 19:28:33
S07/20240117/00003;13;P104266;-2;386.95;VOID;17-01-2024 19:28:33
S07/20240117/00003;14;P103299;-2;220.95;VOID;17-01-2024 19:28:33
S07/20240117/00003;15;P101263;-1;561.95;VOID;17-01-2024 19:28:33
S07/20240117/00003;16;P100421;-1;129.94;VOID;17-01-2024 19:28:33
