bill_no,line_no,product_code,qty,unit_price,line_type,ts
S04/20240219/00001,1,P100394,2,320.36,SALE,2024-02-19T19:03:51
S04/20240219/00001,2,P104733,1,627.95,SALE,2024-02-19T19:03:51
S04/20240219/00001,3,P100483,2,819.95,SALE,2024-02-19T19:03:51
S04/20240219/00001,4,P103743,1,1117.90,SALE,2024-02-19T19:03:51
S04/20240219/00001,5,TAX,1,189.92,TAX,2024-02-19T19:03:51
S04/20240219/00001,6,TENDER,1,4216.39,TENDER,2024-02-19T19:03:51
S04/20240219/00002,1,P105707,2,130.64,SALE,2024-02-19T16:12:55
S04/20240219/00002,2,P101298,1,199.67,SALE,2024-02-19T16:12:55
S04/20240219/00002,3,TAX,1,55.31,TAX,2024-02-19T16:12:55
S04/20240219/00002,4,TENDER,1,516.26,TENDER,2024-02-19T16:12:55
S04/20240219/00003,1,P104891,1,692.94,SALE,2024-02-19T10:48:04
S04/20240219/00003,2,P104526,3,332.95,SALE,2024-02-19T10:48:04
S04/20240219/00003,3,P107246,1,310.13,SALE,2024-02-19T10:48:04
S04/20240219/00003,4,P100582,4,159.72,SALE,2024-02-19T10:48:04
S04/20240219/00003,5,TAX,1,303.92,TAX,2024-02-19T10:48:04
S04/20240219/00003,6,TENDER,1,2944.72,TENDER,2024-02-19T10:48:04
S04/20240219/00004,1,P106244,1,73.94,SALE,2024-02-19T09:52:29
S04/20240219/00004,2,P101558,2,44.31,SALE,2024-02-19T09:52:29
S04/20240219/00004,3,P101389,4,430.39,SALE,2024-02-19T09:52:29
S04/20240219/00004,4,P102772,2,151.97,SALE,2024-02-19T09:52:29
S04/20240219/00004,5,P104625,1,203.27,SALE,2024-02-19T09:52:29
S04/20240219/00004,6,TAX,1,349.90,TAX,2024-02-19T09:52:29
S04/20240219/00004,7,TENDER,1,2741.23,TENDER,2024-02-19T09:52:29
S04/20240219/00005,1,P100421,3,129.94,SALE,2024-02-19T12:50:13
S04/20240219/00005,2,TAX,1,0.00,TAX,2024-02-19T12:50:13
S04/20240219/00005,3,TENDER,1,389.82,TENDER,2024-02-19T12:50:13
S04/20240219/00006,1,P102549,3,114.02,SALE,2024-02-19T15:15:37
S04/20240219/00006,2,P101603,3,887.87,SALE,2024-02-19T15:15:37
S04/20240219/00006,3,P101458,1,1309.22,SALE,2024-02-19T15:15:37
S04/20240219/00006,4,P105698,2,177.90,SALE,2024-02-19T15:15:37
S04/20240219/00006,5,TAX,1,400.78,TAX,2024-02-19T15:15:37
S04/20240219/00006,6,TENDER,1,5071.47,TENDER,2024-02-19T15:15:37
S04/20240219/00007,1,P102598,5,132.95,SALE,2024-02-19T18:57:03
S04/20240219/00007,2,P107740,3,1366.88,SALE,2024-02-19T18:57:03
S04/20240219/00007,3,P102593,2,84.95,SALE,2024-02-19T18:57:03
S04/20240219/00007,4,P106336,2,456.47,SALE,2024-02-19T18:57:03
S04/20240219/00007,5,P102963,1,354.95,SALE,2024-02-19T18:57:03
S04/20240219/00007,6,P101613,1,109.83,SALE,2024-02-19T18:57:03
S04/20240219/00007,7,P107158,1,142.95,SALE,2024-02-19T18:57:03
S04/20240219/00007,8,TAX,1,796.38,TAX,2024-02-19T18:57:03
S04/20240219/00007,9,TENDER,1,7252.34,TENDER,2024-02-19T18:57:03
S04/20240219/00008,1,P104800,2,692.51,SALE,2024-02-19T18:00:40
S04/20240219/00008,2,P108050,1,1178.10,SALE,2024-02-19T18:00:40
S04/20240219/00008,3,P106942,1,169.95,SALE,2024-02-19T18:00:40
S04/20240219/00008,4,P105575,2,430.13,SALE,2024-02-19T18:00:40
S04/20240219/00008,5,DISC,1,-248.11,DISCOUNT,2024-02-19T18:00:40
S04/20240219/00008,6,TAX,1,257.52,TAX,2024-02-19T18:00:40
S04/20240219/00008,7,TENDER,1,3602.74,TENDER,2024-02-19T18:00:40
S04/20240219/00009,1,P103137,2,218.09,SALE,2024-02-19T15:50:25
S04/20240219/00009,2,P102598,2,132.95,SALE,2024-02-19T15:50:25
S04/20240219/00009,3,P102691,2,210.63,SALE,2024-02-19T15:50:25
S04/20240219/00009,4,P104378,1,99.16,SALE,2024-02-19T15:50:25
S04/20240219/00009,5,P106004,3,137.38,SALE,2024-02-19T15:50:25
S04/20240219/00009,6,P106344,3,817.92,SALE,2024-02-19T15:50:25
S04/20240219/00009,7,P104625,2,220.95,SALE,2024-02-19T15:50:25
S04/20240219/00009,8,TAX,1,105.91,TAX,2024-02-19T15:50:25
S04/20240219/00009,9,TENDER,1,4636.21,TENDER,2024-02-19T15:50:25
S04/20240219/00010,1,P100441,4,419.95,SALE,2024-02-19T14:53:18
S04/20240219/00010,2,P108326,4,439.67,SALE,2024-02-19T14:53:18
S04/20240219/00010,3,P102963,2,354.95,SALE,2024-02-19T14:53:18
S04/20240219/00010,4,P104358,2,1189.17,SALE,2024-02-19T14:53:18
S04/20240219/00010,5,TAX,1,825.80,TAX,2024-02-19T14:53:18
S04/20240219/00010,6,TENDER,1,7352.52,TENDER,2024-02-19T14:53:18
S04/20240219/00011,1,P101904,1,634.24,SALE,2024-02-19T14:02:47
S04/20240219/00011,2,P102166,1,45.95,SALE,2024-02-19T14:02:47
S04/20240219/00011,3,TAX,1,122.43,TAX,2024-02-19T14:02:47
S04/20240219/00011,4,TENDER,1,802.62,TENDER,2024-02-19T14:02:47
S04/20240219/00012,1,P103908,1,104.62,SALE,2024-02-19T23:39:24
S04/20240219/00012,2,P104266,2,386.95,SALE,2024-02-19T23:39:24
S04/20240219/00012,3,P105929,1,11.18,SALE,2024-02-19T23:39:24
S04/20240219/00012,4,P102835,4,101.19,SALE,2024-02-19T23:39:24
S04/20240219/00012,5,P101440,2,234.68,SALE,2024-02-19T23:39:24
S04/20240219/00012,6,P105323,2,73.95,SALE,2024-02-19T23:39:24
S04/20240219/00012,7,P105784,1,116.81,SALE,2024-02-19T23:39:24
S04/20240219/00012,8,TAX,1,209.84,TAX,2024-02-19T23:39:24
S04/20240219/00012,9,TENDER,1,2238.37,TENDER,2024-02-19T23:39:24
S04/20240219/00013,1,P103600,4,98.09,SALE,2024-02-19T15:08:54
S04/20240219/00013,2,P105707,3,130.64,SALE,2024-02-19T15:08:54
S04/20240219/00013,3,P100375,3,163.45,SALE,2024-02-19T15:08:54
S04/20240219/00013,4,P100754,1,85.74,SALE,2024-02-19T15:08:54
S04/20240219/00013,5,TAX,1,95.45,TAX,2024-02-19T15:08:54
S04/20240219/00013,6,TENDER,1,1455.82,TENDER,2024-02-19T15:08:54
S04/20240219/00014,1,P105252,2,11.31,SALE,2024-02-19T14:56:40
S04/20240219/00014,2,P105337,1,31.85,SALE,2024-02-19T14:56:40
S04/20240219/00014,3,P101083,2,312.05,SALE,2024-02-19T14:56:40
S04/20240219/00014,4,P108200,2,336.95,SALE,2024-02-19T14:56:40
S04/20240219/00014,5,TAX,1,198.87,TAX,2024-02-19T14:56:40
S04/20240219/00014,6,TENDER,1,1551.34,TENDER,2024-02-19T14:56:40
S04/20240219/00015,1,P102006,1,1424.95,SALE,2024-02-19T18:20:23
S04/20240219/00015,2,P102833,4,680.71,SALE,2024-02-19T18:20:23
S04/20240219/00015,3,P100703,2,164.26,SALE,2024-02-19T18:20:23
S04/20240219/00015,4,P107733,3,55.17,SALE,2024-02-19T18:20:23
S04/20240219/00015,5,P100203,2,241.95,SALE,2024-02-19T18:20:23
S04/20240219/00015,6,TAX,1,208.03,TAX,2024-02-19T18:20:23
S04/20240219/00015,7,TENDER,1,5333.75,TENDER,2024-02-19T18:20:23
