bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20241205/00001;1;P104155;2;144.69;SALE;05-12-2024 14:21:25
S06/20241205/00001;2;P108239;3;256.06;SALE;05-12-2024 14:21:25
S06/20241205/00001;3;P105180;2;102.63;SALE;05-12-2024 14:21:25
S06/20241205/00001;4;TAX;1;175.22;TAX;05-12-2024 14:21:25
S06/20241205/00001;5;TENDER;1;1438.04;TENDER;05-12-2024 14:21:25
S06/20241205/00002;1;P108258;2;54.62;SALE;05-12-2024 09:11:44
S06/20241205/00002;2;P101164;2;401.86;SALE;05-12-2024 09:11:44
S06/20241205/00002;3;P107605;1;1129.73;SALE;05-12-2024 09:11:44
S06/20241205/00002;4;P104316;2;489.63;SALE;05-12-2024 09:11:44
S06/20241205/00002;5;TAX;1;476.17;TAX;05-12-2024 09:11:44
S06/20241205/00002;6;TENDER;1;3498.12;TENDER;05-12-2024 09:11:44
S06/20241205/00003;1;P100483;1;933.37;SALE;05-12-2024 11:48:13
S06/20241205/00003;2;P102389;1;84.91;SALE;05-12-2024 11:48:13
S06/20241205/00003;3;P108239;3;256.06;SALE;05-12-2024 11:48:13
S06/20241205/00003;4;TAX;1;153.56;TAX;05-12-2024 11:48:13
S06/20241205/00003;5;TENDER;1;1940.02;TENDER;05-12-2024 11:48:13
S06/20241205/00004;1;P100791;2;46.20;SALE;05-12-2024 17:50:03
S06/20241205/00004;2;P104462;2;86.38;SALE;05-12-2024 17:50:03
S06/20241205/00004;3;P101990;2;408.52;SALE;05-12-2024 17:50:03
S06/20241205/00004;4;P102598;2;133.17;SALE;05-12-2024 17:50:03
S06/20241205/00004;5;TAX;1;111.30;TAX;05-12-2024 17:50:03
S06/20241205/00004;6;TENDER;1;1459.84;TENDER;05-12-2024 17:50:03
S06/20241205/00005;1;P107385;1;811.35;SALE;05-12-2024 11:53:38
S06/20241205/00005;2;P106735;2;320.99;SALE;05-12-2024 11:53:38
S06/20241205/00005;3;P100686;2;800.21;SALE;05-12-2024 11:53:38
S06/20241205/00005;4;P101444;4;838.86;SALE;05-12-2024 11:53:38
S06/20241205/00005;5;P101851;3;1750.29;SALE;05-12-2024 11:53:38
S06/20241205/00005;6;TAX;1;323.90;TAX;05-12-2024 11:53:38
S06/20241205/00005;7;TENDER;1;11983.96;TENDER;05-12-2024 11:53:38
S06/20241205/00006;1;P103202;3;295.26;SALE;05-12-2024 16:34:34
S06/20241205/00006;2;P102160;1;221.62;SALE;05-12-2024 16:34:34
S06/20241205/00006;3;P104236;1;289.43;SALE;05-12-2024 16:34:34
S06/20241205/00006;4;P104334;1;294.34;SALE;05-12-2024 16:34:34
S06/20241205/00006;5;P102714;1;86.80;SALE;05-12-2024 16:34:34
S06/20241205/00006;6;P106783;1;94.23;SALE;05-12-2024 16:34:34
S06/20241205/00006;7;P107960;1;1191.78;SALE;05-12-2024 16:34:34
S06/20241205/00006;8;DISC;1;-289.43;DISCOUNT;05-12-2024 16:34:34
S06/20241205/00006;9;TAX;1;335.13;TAX;05-12-2024 16:34:34
S06/20241205/00006;10;TENDER;1;3109.68;TENDER;05-12-2024 16:34:34
S06/20241205/00007;1;P101174;1;57.43;SALE;05-12-2024 20:08:33
S06/20241205/00007;2;P100326;4;47.79;SALE;05-12-2024 20:08:33
S06/20241205/00007;3;P101940;2;201.44;SALE;05-12-2024 20:08:33
S06/20241205/00007;4;P105167;1;826.20;SALE;05-12-2024 20:08:33
S06/20241205/00007;5;P107630;1;309.72;SALE;05-12-2024 20:08:33
S06/20241205/00007;6;P106611;1;341.44;SALE;05-12-2024 20:08:33
S06/20241205/00007;7;DISC;1;-123.16;DISCOUNT;05-12-2024 20:08:33
S06/20241205/00007;8;TAX;1;210.72;TAX;05-12-2024 20:08:33
S06/20241205/00007;9;TENDER;1;2216.39;TENDER;05-12-2024 20:08:33
S06/20241205/00008;1;P104975;1;568.03;SALE;05-12-2024 10:01:40
S06/20241205/00008;2;P101656;4;324.95;SALE;05-12-2024 10:01:40
S06/20241205/00008;3;P103525;2;252.51;SALE;05-12-2024 10:01:40
S06/20241205/00008;4;P102569;2;116.37;SALE;05-12-2024 10:01:40
S06/20241205/00008;5;P105323;2;84.67;SALE;05-12-2024 10:01:40
S06/20241205/00008;6;P105479;3;253.92;SALE;05-12-2024 10:01:40
S06/20241205/00008;7;P106405;2;40.51;SALE;05-12-2024 10:01:40
S06/20241205/00008;8;TAX;1;323.62;TAX;05-12-2024 10:01:40
S06/20241205/00008;9;TENDER;1;3941.33;TENDER;05-12-2024 10:01:40
S06/20241205/00009;1;P104079;4;75.55;SALE;05-12-2024 22:03:27
S06/20241205/00009;2;P103040;2;410.59;SALE;05-12-2024 22:03:27
S06/20241205/00009;3;P106942;3;206.70;SALE;05-12-2024 22:03:27
S06/20241205/00009;4;P101899;1;326.35;SALE;05-12-2024 22:03:27
S06/20241205/00009;5;TAX;1;237.56;TAX;05-12-2024 22:03:27
S06/20241205/00009;6;TENDER;1;2307.39;TENDER;05-12-2024 22:03:27
S06/20241205/00010;1;P101648;1;334.22;SALE;05-12-2024 19:00:32
S06/20241205/00010;2;P100686;3;800.21;SALE;05-12-2024 19:00:32
S06/20241205/00010;3;P105164;2;242.35;SALE;05-12-2024 19:00:32
S06/20241205/00010;4;P101940;3;201.44;SALE;05-12-2024 19:00:32
S06/20241205/00010;5;P103704;5;188.13;SALE;05-12-2024 19:00:32
S06/20241205/00010;6;P102903;3;51.46;SALE;05-12-2024 19:00:32
S06/20241205/00010;7;TAX;1;286.33;TAX;05-12-2024 19:00:32
