bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240517/00001;1;P106300;2;387.92;SALE;17-05-2024 19:51:24
S07/20240517/00001;2;P102103;1;345.70;SALE;17-05-2024 19:51:24
S07/20240517/00001;3;P100394;2;320.36;SALE;17-05-2024 19:51:24
S07/20240517/00001;4;P106651;3;855.95;SALE;17-05-2024 19:51:24
S07/20240517/00001;5;TAX;1;232.21;TAX;17-05-2024 19:51:24
S07/20240517/00001;6;TENDER;1;4562.32;TENDER;17-05-2024 19:51:24
S07/20240517/00002;1;P101117;1;195.82;SALE;17-05-2024 15:37:30
S07/20240517/00002;2;P103022;2;47.95;SALE;17-05-2024 15:37:30
S07/20240517/00002;3;P102255;2;167.76;SALE;17-05-2024 15:37:30
S07/20240517/00002;4;P103111;1;40.41;SALE;17-05-2024 15:37:30
S07/20240517/00002;5;P101023;1;193.95;SALE;17-05-2024 15:37:30
S07/20240517/00002;6;TAX;1;23.23;TAX;17-05-2024 15:37:30
S07/20240517/00002;7;TENDER;1;884.83;TENDER;17-05-2024 15:37:30
S07/20240517/00003;1;P107308;2;207.74;SALE;17-05-2024 12:44:00
S07/20240517/00003;2;P104404;2;890.27;SALE;17-05-2024 12:44:00
S07/20240517/00003;3;P108001;1;87.00;SALE;17-05-2024 12:44:00
S07/20240517/00003;4;P105570;3;345.21;SALE;17-05-2024 12:44:00
S07/20240517/00003;5;P100717;2;505.95;SALE;17-05-2024 12:44:00
S07/20240517/00003;6;P101884;1;352.98;SALE;17-05-2024 12:44:00
S07/20240517/00003;7;P103517;1;160.29;SALE;17-05-2024 12:44:00
S07/20240517/00003;8;P107536;2;1495.35;SALE;17-05-2024 12:44:00
S07/20240517/00003;9;P101762;4;529.95;SALE;17-05-2024 12:44:00
S07/20240517/00003;10;P108356;3;206.87;SALE;17-05-2024 12:44:00
S07/20240517/00003;11;TAX;1;893.58;TAX;17-05-2024 12:44:00
S07/20240517/00003;12;TENDER;1;11468.51;TENDER;17-05-2024 12:44:00
S07/20240517/00004;1;P101218;2;61.39;SALE;17-05-2024 18:52:14
S07/20240517/00004;2;P106048;2;310.59;SALE;17-05-2024 18:52:14
