bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240127/00001;1;P102321;1;27.09;SALE;27-01-2024 19:10:42
S09/20240127/00001;2;P107621;3;92.47;SALE;27-01-2024 19:10:42
S09/20240127/00001;3;P106813;1;241.11;SALE;27-01-2024 19:10:42
S09/20240127/00001;4;P106955;2;203.91;SALE;27-01-2024 19:10:42
S09/20240127/00001;5;P105583;2;178.95;SALE;27-01-2024 19:10:42
S09/20240127/00001;6;TAX;1;117.00;TAX;27-01-2024 19:10:42
S09/20240127/00001;7;TENDER;1;1428.33;TENDER;27-01-2024 19:10:42
S09/20240127/00002;1;P105855;2;128.68;SALE;27-01-2024 15:54:56
S09/20240127/00002;2;P100354;2;182.63;SALE;27-01-2024 15:54:56
S09/20240127/00002;3;P103792;1;26.45;SALE;27-01-2024 15:54:56
S09/20240127/00002;4;P104517;1;1474.90;SALE;27-01-2024 15:54:56
S09/20240127/00002;5;P105524;3;73.83;SALE;27-01-2024 15:54:56
S09/20240127/00002;6;TAX;1;97.89;TAX;27-01-2024 15:54:56
S09/20240127/00002;7;TENDER;1;2443.35;TENDER;27-01-2024 15:54:56
S09/20240127/00003;1;P100233;1;62.93;SALE;27-01-2024 19:40:32
S09/20240127/00003;2;P100609;1;76.13;SALE;27-01-2024 19:40:32
S09/20240127/00003;3;P106718;4;392.95;SALE;27-01-2024 19:40:32
S09/20240127/00003;4;P106773;2;371.20;SALE;27-01-2024 19:40:32
S09/20240127/00003;5;P102833;1;644.60;SALE;27-01-2024 19:40:32
S09/20240127/00003;6;P100066;1;251.22;SALE;27-01-2024 19:40:32
S09/20240127/00003;7;P105835;2;243.66;SALE;27-01-2024 19:40:32
S09/20240127/00003;8;DISC;1;-363.63;DISCOUNT;27-01-2024 19:40:32
S09/20240127/00003;9;TAX;1;480.36;TAX;27-01-2024 19:40:32
S09/20240127/00003;10;TENDER;1;3953.13;TENDER;27-01-2024 19:40:32
S09/20240127/00004;1;P102236;1;933.52;SALE;27-01-2024 18:21:48
S09/20240127/00004;2;P104950;2;91.01;SALE;27-01-2024 18:21:48
S09/20240127/00004;3;P107777;1;192.88;SALE;27-01-2024 18:21:48
S09/20240127/00004;4;P101710;2;307.38;SALE;27-01-2024 18:21:48
S09/20240127/00004;5;P100754;3;81.86;SALE;27-01-2024 18:21:48
S09/20240127/00004;6;TAX;1;165.49;TAX;27-01-2024 18:21:48
S09/20240127/00004;7;TENDER;1;2334.25;TENDER;27-01-2024 18:21:48
S09/20240127/00005;1;P103693;1;97.06;SALE;27-01-2024 16:31:41
S09/20240127/00005;2;P106009;2;320.74;SALE;27-01-2024 16:31:41
S09/20240127/00005;3;P103438;1;187.96;SALE;27-01-2024 16:31:41
S09/20240127/00005;4;P102383;2;9.95;SALE;27-01-2024 16:31:41
S09/20240127/00005;5;TAX;1;45.05;TAX;27-01-2024 16:31:41
S09/20240127/00005;6;TENDER;1;991.45;TENDER;27-01-2024 16:31:41
S09/20240127/00006;1;P103886;1;301.95;SALE;27-01-2024 12:57:57
S09/20240127/00006;2;P101292;3;377.27;SALE;27-01-2024 12:57:57
S09/20240127/00006;3;P102788;2;871.07;SALE;27-01-2024 12:57:57
S09/20240127/00006;4;TAX;1;143.70;TAX;27-01-2024 12:57:57
S09/20240127/00006;5;TENDER;1;3319.60;TENDER;27-01-2024 12:57:57
S09/20240127/00007;1;P102324;1;194.59;SALE;27-01-2024 20:00:19
S09/20240127/00007;2;P103510;3;180.28;SALE;27-01-2024 20:00:19
S09/20240127/00007;3;P105479;1;237.28;SALE;27-01-2024 20:00:19
S09/20240127/00007;4;TAX;1;65.25;TAX;27-01-2024 20:00:19
S09/20240127/00007;5;TENDER;1;1037.96;TENDER;27-01-2024 20:00:19
S09/20240127/00008;1;P104700;3;1368.76;SALE;27-01-2024 15:19:17
S09/20240127/00008;2;P106553;1;125.08;SALE;27-01-2024 15:19:17
S09/20240127/00008;3;P101164;4;322.78;SALE;27-01-2024 15:19:17
S09/20240127/00008;4;P103188;2;29.57;SALE;27-01-2024 15:19:17
S09/20240127/00008;5;P100593;2;27.42;SALE;27-01-2024 15:19:17
S09/20240127/00008;6;P105106;4;101.21;SALE;27-01-2024 15:19:17
