bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240123/00001;1;P107047;1;396.95;SALE;23-01-2024 11:57:55
S09/20240123/00001;2;P106452;3;25.71;SALE;23-01-2024 11:57:55
S09/20240123/00001;3;P104251;1;79.68;SALE;23-01-2024 11:57:55
S09/20240123/00001;4;P102000;5;79.16;SALE;23-01-2024 11:57:55
S09/20240123/00001;5;TAX;1;137.08;TAX;23-01-2024 11:57:55
S09/20240123/00001;6;TENDER;1;1086.64;TENDER;23-01-2024 11:57:55
S09/20240123/00002;1;P107094;4;87.94;SALE;23-01-2024 13:54:57
S09/20240123/00002;2;P108272;1;108.07;SALE;23-01-2024 13:54:57
S09/20240123/00002;3;P103262;1;54.76;SALE;23-01-2024 13:54:57
S09/20240123/00002;4;P100255;1;1240.42;SALE;23-01-2024 13:54:57
S09/20240123/00002;5;P104587;1;252.25;SALE;23-01-2024 13:54:57
S09/20240123/00002;6;TAX;1;153.66;TAX;23-01-2024 13:54:57
S09/20240123/00002;7;TENDER;1;2160.92;TENDER;23-01-2024 13:54:57
S09/20240123/00003;1;P104858;1;297.94;SALE;23-01-2024 07:53:00
S09/20240123/00003;2;P107859;4;130.84;SALE;23-01-2024 07:53:00
S09/20240123/00003;3;P101152;2;478.44;SALE;23-01-2024 07:53:00
S09/20240123/00003;4;TAX;1;234.16;TAX;23-01-2024 07:53:00
S09/20240123/00003;5;TENDER;1;2012.34;TENDER;23-01-2024 07:53:00
S09/20240123/00004;1;P100582;1;150.30;SALE;23-01-2024 13:41:02
S09/20240123/00004;2;P101359;1;438.42;SALE;23-01-2024 13:41:02
S09/20240123/00004;3;P103704;3;164.95;SALE;23-01-2024 13:41:02
S09/20240123/00004;4;P103620;3;468.18;SALE;23-01-2024 13:41:02
S09/20240123/00004;5;P105365;1;399.23;SALE;23-01-2024 13:41:02
S09/20240123/00004;6;TAX;1;242.95;TAX;23-01-2024 13:41:02
S09/20240123/00004;7;TENDER;1;3130.29;TENDER;23-01-2024 13:41:02
S09/20240123/00005;1;P105139;2;99.95;SALE;23-01-2024 18:28:41
S09/20240123/00005;2;P105684;2;1096.95;SALE;23-01-2024 18:28:41
S09/20240123/00005;3;P106443;2;53.05;SALE;23-01-2024 18:28:41
S09/20240123/00005;4;TAX;1;138.99;TAX;23-01-2024 18:28:41
S09/20240123/00005;5;TENDER;1;2638.89;TENDER;23-01-2024 18:28:41
S09/20240123/00006;1;P107163;2;171.95;SALE;23-01-2024 14:59:32
S09/20240123/00006;2;P100239;1;352.95;SALE;23-01-2024 14:59:32
S09/20240123/00006;3;TAX;1;59.55;TAX;23-01-2024 14:59:32
S09/20240123/00006;4;TENDER;1;756.40;TENDER;23-01-2024 14:59:32
S09/20240123/00007;1;P104842;3;357.87;SALE;23-01-2024 12:32:32
S09/20240123/00007;2;P103958;3;30.95;SALE;23-01-2024 12:32:32
S09/20240123/00007;3;P107848;6;267.41;SALE;23-01-2024 12:32:32
S09/20240123/00007;4;P100140;2;57.95;SALE;23-01-2024 12:32:32
S09/20240123/00007;5;TAX;1;246.63;TAX;23-01-2024 12:32:32
S09/20240123/00007;6;TENDER;1;3133.45;TENDER;23-01-2024 12:32:32
S09/20240123/00008;1;P102954;1;119.54;SALE;23-01-2024 16:19:37
S09/20240123/00008;2;P105929;2;11.18;SALE;23-01-2024 16:19:37
S09/20240123/00008;3;DISC;1;-7.22;DISCOUNT;23-01-2024 16:19:37
S09/20240123/00008;4;TAX;1;17.43;TAX;23-01-2024 16:19:37
S09/20240123/00008;5;TENDER;1;152.11;TENDER;23-01-2024 16:19:37
S09/20240123/00009;1;P105636;1;526.95;SALE;23-01-2024 13:17:17
S09/20240123/00009;2;P101465;2;498.53;SALE;23-01-2024 13:17:17
S09/20240123/00009;3;P102166;2;45.95;SALE;23-01-2024 13:17:17
S09/20240123/00009;4;P104944;2;42.95;SALE;23-01-2024 13:17:17
S09/20240123/00009;5;P101740;4;684.95;SALE;23-01-2024 13:17:17
S09/20240123/00009;6;TAX;1;211.47;TAX;23-01-2024 13:17:17
S09/20240123/00009;7;TENDER;1;4653.08;TENDER;23-01-2024 13:17:17
S09/20240123/00010;1;P104541;2;144.95;SALE;23-01-2024 18:29:57
S09/20240123/00010;2;DISC;1;-25.34;DISCOUNT;23-01-2024 18:29:57
S09/20240123/00010;3;TAX;1;13.23;TAX;23-01-2024 18:29:57
S09/20240123/00010;4;TENDER;1;277.79;TENDER;23-01-2024 18:29:57
S09/20240123/00011;1;P101634;3;25.05;SALE;23-01-2024 13:30:15
S09/20240123/00011;2;P106174;3;229.89;SALE;23-01-2024 13:30:15
S09/20240123/00011;3;P102181;2;1394.08;SALE;23-01-2024 13:30:15
S09/20240123/00011;4;P104665;3;217.71;SALE;23-01-2024 13:30:15
S09/20240123/00011;5;P105547;4;406.95;SALE;23-01-2024 13:30:15
S09/20240123/00011;6;P101279;3;217.77;SALE;23-01-2024 13:30:15
