bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20240930/00001;1;P104992;2;979.87;SALE;30-09-2024 15:03:39
S06/20240930/00001;2;P107676;1;186.95;SALE;30-09-2024 15:03:39
S06/20240930/00001;3;P106234;3;78.81;SALE;30-09-2024 15:03:39
S06/20240930/00001;4;P103661;2;125.81;SALE;30-09-2024 15:03:39
S06/20240930/00001;5;P106611;1;341.44;SALE;30-09-2024 15:03:39
S06/20240930/00001;6;P105950;1;1356.49;SALE;30-09-2024 15:03:39
S06/20240930/00001;7;P104554;1;437.01;SALE;30-09-2024 15:03:39
S06/20240930/00001;8;DISC;1;-170.30;DISCOUNT;30-09-2024 15:03:39
S06/20240930/00001;9;TAX;1;170.13;TAX;30-09-2024 15:03:39
S06/20240930/00001;10;TENDER;1;4769.51;TENDER;30-09-2024 15:03:39
S06/20240930/00002;1;P107178;-1;298.69;RETURN;01-10-2024 00:05:47
S06/20240930/00002;2;P101470;-2;196.94;RETURN;01-10-2024 00:05:47
S06/20240930/00002;3;TAX;1;-35.84;TAX;01-10-2024 00:05:47
S06/20240930/00002;4;TENDER;1;-728.41;TENDER;01-10-2024 00:05:47
S06/20240930/00003;1;P107422;1;193.56;SALE;30-09-2024 12:14:00
S06/20240930/00003;2;P105845;2;111.01;SALE;30-09-2024 12:14:00
S06/20240930/00003;3;P103262;2;54.76;SALE;30-09-2024 12:14:00
S06/20240930/00003;4;P104023;1;630.48;SALE;30-09-2024 12:14:00
S06/20240930/00003;5;P101454;1;148.61;SALE;30-09-2024 12:14:00
S06/20240930/00003;6;P102184;1;91.57;SALE;30-09-2024 12:14:00
S06/20240930/00003;7;TAX;1;120.96;TAX;30-09-2024 12:14:00
S06/20240930/00003;8;TENDER;1;1516.72;TENDER;30-09-2024 12:14:00
S06/20240930/00004;1;P101515;-4;60.18;RETURN;30-09-2024 11:35:52
S06/20240930/00004;2;P104725;-2;536.92;RETURN;30-09-2024 11:35:52
S06/20240930/00004;3;P100494;-3;67.32;RETURN;30-09-2024 11:35:52
S06/20240930/00004;4;P105845;-3;111.01;RETURN;30-09-2024 11:35:52
S06/20240930/00004;5;TAX;1;-289.59;TAX;30-09-2024 11:35:52
S06/20240930/00004;6;TENDER;1;-2139.14;TENDER;30-09-2024 11:35:52
S06/20240930/00005;1;P100354;1;182.63;SALE;30-09-2024 14:41:14
S06/20240930/00005;2;P102114;4;128.95;SALE;30-09-2024 14:41:14
