bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20240924/00001;1;P106611;1;341.44;SALE;24-09-2024 11:08:28
S06/20240924/00001;2;P105268;3;255.65;SALE;24-09-2024 11:08:28
S06/20240924/00001;3;P107536;3;1613.47;SALE;24-09-2024 11:08:28
S06/20240924/00001;4;P105323;4;73.95;SALE;24-09-2024 11:08:28
S06/20240924/00001;5;P103843;2;660.15;SALE;24-09-2024 11:08:28
S06/20240924/00001;6;TAX;1;431.47;TAX;24-09-2024 11:08:28
S06/20240924/00001;7;TENDER;1;7996.37;TENDER;24-09-2024 11:08:28
S06/20240924/00002;1;P103118;1;47.89;SALE;24-09-2024 17:40:16
S06/20240924/00002;2;P101813;3;273.64;SALE;24-09-2024 17:40:16
S06/20240924/00002;3;P101208;2;593.86;SALE;24-09-2024 17:40:16
S06/20240924/00002;4;DISC;1;-181.38;DISCOUNT;24-09-2024 17:40:16
S06/20240924/00002;5;TAX;1;2.18;TAX;24-09-2024 17:40:16
S06/20240924/00002;6;TENDER;1;1877.33;TENDER;24-09-2024 17:40:16
S06/20240924/00003;1;P108118;2;66.05;SALE;24-09-2024 14:11:13
S06/20240924/00003;2;P104975;3;568.03;SALE;24-09-2024 14:11:13
S06/20240924/00003;3;P106877;4;1085.30;SALE;24-09-2024 14:11:13
S06/20240924/00003;4;P107609;2;108.46;SALE;24-09-2024 14:11:13
S06/20240924/00003;5;TAX;1;45.65;TAX;24-09-2024 14:11:13
S06/20240924/00003;6;TENDER;1;6439.96;TENDER;24-09-2024 14:11:13
S06/20240924/00004;1;P107759;3;257.69;SALE;24-09-2024 20:50:38
S06/20240924/00004;2;P104567;3;141.21;SALE;24-09-2024 20:50:38
S06/20240924/00004;3;P105021;2;1246.70;SALE;24-09-2024 20:50:38
S06/20240924/00004;4;P106162;2;534.57;SALE;24-09-2024 20:50:38
S06/20240924/00004;5;TAX;1;350.04;TAX;24-09-2024 20:50:38
S06/20240924/00004;6;TENDER;1;5109.28;TENDER;24-09-2024 20:50:38
S06/20240924/00005;1;P102811;1;199.78;SALE;24-09-2024 16:25:56
S06/20240924/00005;2;P102738;5;236.55;SALE;24-09-2024 16:25:56
S06/20240924/00005;3;P101747;3;245.75;SALE;24-09-2024 16:25:56
S06/20240924/00005;4;P107320;2;223.25;SALE;24-09-2024 16:25:56
S06/20240924/00005;5;P100112;2;90.37;SALE;24-09-2024 16:25:56
S06/20240924/00005;6;P103591;3;102.70;SALE;24-09-2024 16:25:56
S06/20240924/00005;7;TAX;1;330.35;TAX;24-09-2024 16:25:56
