bill_no,line_no,product_code,qty,unit_price,line_type,ts
S04/20240905/00001,1,P106373,1,48.45,SALE,2024-09-05T18:31:46
S04/20240905/00001,2,P102682,2,94.04,SALE,2024-09-05T18:31:46
S04/20240905/00001,3,P101010,3,71.39,SALE,2024-09-05T18:31:46
S04/20240905/00001,4,P104688,4,178.09,SALE,2024-09-05T18:31:46
S04/20240905/00001,5,P104898,1,181.50,SALE,2024-09-05T18:31:46
S04/20240905/00001,6,P101500,1,330.53,SALE,2024-09-05T18:31:46
S04/20240905/00001,7,TAX,1,82.22,TAX,2024-09-05T18:31:46
S04/20240905/00001,8,TENDER,1,1757.31,TENDER,2024-09-05T18:31:46
S04/20240905/00002,1,P105980,1,263.95,SALE,2024-09-05T18:33:50
S04/20240905/00002,2,P106592,2,815.90,SALE,2024-09-05T18:33:50
S04/20240905/00002,3,TAX,1,113.26,TAX,2024-09-05T18:33:50
S04/20240905/00002,4,TENDER,1,2009.01,TENDER,2024-09-05T18:33:50
S04/20240905/00003,1,P100348,3,513.95,SALE,2024-09-05T18:06:32
S04/20240905/00003,2,P108060,2,217.09,SALE,2024-09-05T18:06:32
S04/20240905/00003,3,P100555,1,435.03,SALE,2024-09-05T18:06:32
S04/20240905/00003,4,P100652,2,45.46,SALE,2024-09-05T18:06:32
S04/20240905/00003,5,P107145,4,235.69,SALE,2024-09-05T18:06:32
S04/20240905/00003,6,P101732,2,1390.76,SALE,2024-09-05T18:06:32
S04/20240905/00003,7,DISC,1,-214.08,DISCOUNT,2024-09-05T18:06:32
S04/20240905/00003,8,TAX,1,672.87,TAX,2024-09-05T18:06:32
S04/20240905/00003,9,TENDER,1,6685.05,TENDER,2024-09-05T18:06:32
S04/20240905/00004,1,P103727,3,116.88,SALE,2024-09-05T20:12:32
S04/20240905/00004,2,P104032,5,603.87,SALE,2024-09-05T20:12:32
S04/20240905/00004,3,P108008,4,128.46,SALE,2024-09-05T20:12:32
S04/20240905/00004,4,TAX,1,678.05,TAX,2024-09-05T20:12:32
S04/20240905/00004,5,TENDER,1,4561.88,TENDER,2024-09-05T20:12:32
S04/20240905/00005,1,P100221,2,140.95,SALE,2024-09-05T07:38:04
S04/20240905/00005,2,P107899,1,197.21,SALE,2024-09-05T07:38:04
S04/20240905/00005,3,P107495,1,448.19,SALE,2024-09-05T07:38:04
S04/20240905/00005,4,P103137,1,218.09,SALE,2024-09-05T07:38:04
S04/20240905/00005,5,P104497,2,217.70,SALE,2024-09-05T07:38:04
S04/20240905/00005,6,P102255,3,167.76,SALE,2024-09-05T07:38:04
S04/20240905/00005,7,P106669,1,102.72,SALE,2024-09-05T07:38:04
S04/20240905/00005,8,P105009,4,65.38,SALE,2024-09-05T07:38:04
S04/20240905/00005,9,P106336,2,456.47,SALE,2024-09-05T07:38:04
S04/20240905/00005,10,P103249,1,521.24,SALE,2024-09-05T07:38:04
S04/20240905/00005,11,TAX,1,388.01,TAX,2024-09-05T07:38:04
S04/20240905/00005,12,TENDER,1,4270.50,TENDER,2024-09-05T07:38:04
S04/20240905/00006,1,P106330,1,199.12,SALE,2024-09-05T13:23:05
S04/20240905/00006,2,TAX,1,35.84,TAX,2024-09-05T13:23:05
S04/20240905/00006,3,TENDER,1,234.96,TENDER,2024-09-05T13:23:05
S04/20240905/00007,1,P106123,3,248.44,SALE,2024-09-05T16:59:57
S04/20240905/00007,2,P107767,5,510.38,SALE,2024-09-05T16:59:57
S04/20240905/00007,3,P100609,2,76.13,SALE,2024-09-05T16:59:57
S04/20240905/00007,4,TAX,1,145.87,TAX,2024-09-05T16:59:57
S04/20240905/00007,5,TENDER,1,3595.35,TENDER,2024-09-05T16:59:57
S04/20240905/00008,1,P107686,5,347.22,SALE,2024-09-05T11:12:56
S04/20240905/00008,2,P105313,2,51.83,SALE,2024-09-05T11:12:56
S04/20240905/00008,3,P107784,2,245.59,SALE,2024-09-05T11:12:56
S04/20240905/00008,4,P104079,2,75.55,SALE,2024-09-05T11:12:56
S04/20240905/00008,5,P106542,1,122.90,SALE,2024-09-05T11:12:56
S04/20240905/00008,6,TAX,1,393.56,TAX,2024-09-05T11:12:56
