bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20241104/00001;1;P103833;2;1136.81;SALE;04-11-2024 14:42:17
S07/20241104/00001;2;P105050;2;114.80;SALE;04-11-2024 14:42:17
S07/20241104/00001;3;P101184;3;64.09;SALE;04-11-2024 14:42:17
S07/20241104/00001;4;P104155;3;144.69;SALE;04-11-2024 14:42:17
S07/20241104/00001;5;P104944;2;54.97;SALE;04-11-2024 14:42:17
S07/20241104/00001;6;TAX;1;168.02;TAX;04-11-2024 14:42:17
S07/20241104/00001;7;TENDER;1;3407.52;TENDER;04-11-2024 14:42:17
S07/20241104/00002;1;P101384;2;42.99;SALE;04-11-2024 20:10:31
S07/20241104/00002;2;P102794;1;416.24;SALE;04-11-2024 20:10:31
S07/20241104/00002;3;P100421;1;121.56;SALE;04-11-2024 20:10:31
S07/20241104/00002;4;P101622;1;272.35;SALE;04-11-2024 20:10:31
S07/20241104/00002;5;P103839;1;213.95;SALE;04-11-2024 20:10:31
S07/20241104/00002;6;TAX;1;56.43;TAX;04-11-2024 20:10:31
S07/20241104/00002;7;TENDER;1;1166.51;TENDER;04-11-2024 20:10:31
S07/20241104/00003;1;P102193;4;343.13;SALE;04-11-2024 21:17:28
S07/20241104/00003;2;P103438;2;187.96;SALE;04-11-2024 21:17:28
S07/20241104/00003;3;P104133;1;248.31;SALE;04-11-2024 21:17:28
S07/20241104/00003;4;P103214;4;283.38;SALE;04-11-2024 21:17:28
S07/20241104/00003;5;P107984;1;357.15;SALE;04-11-2024 21:17:28
S07/20241104/00003;6;DISC;1;-366.23;DISCOUNT;04-11-2024 21:17:28
S07/20241104/00003;7;TAX;1;346.19;TAX;04-11-2024 21:17:28
S07/20241104/00003;8;TENDER;1;3467.38;TENDER;04-11-2024 21:17:28
S07/20241104/00004;1;P100298;1;53.95;SALE;04-11-2024 10:18:08
S07/20241104/00004;2;P100883;3;723.68;SALE;04-11-2024 10:18:08
S07/20241104/00004;3;P107623;1;468.34;SALE;04-11-2024 10:18:08
S07/20241104/00004;4;P104187;1;86.95;SALE;04-11-2024 10:18:08
S07/20241104/00004;5;P103647;3;42.08;SALE;04-11-2024 10:18:08
S07/20241104/00004;6;TAX;1;199.90;TAX;04-11-2024 10:18:08
S07/20241104/00004;7;TENDER;1;3106.42;TENDER;04-11-2024 10:18:08
S07/20241104/00005;1;P104715;3;172.43;SALE;04-11-2024 17:19:54
S07/20241104/00005;2;P106297;2;169.05;SALE;04-11-2024 17:19:54
