bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20241124/00001;1;P102485;3;208.13;SALE;24-11-2024 21:05:58
S07/20241124/00001;2;P104658;1;75.90;SALE;24-11-2024 21:05:58
S07/20241124/00001;3;P100904;4;68.79;SALE;24-11-2024 21:05:58
S07/20241124/00001;4;P104867;1;190.50;SALE;24-11-2024 21:05:58
S07/20241124/00001;5;TAX;1;94.07;TAX;24-11-2024 21:05:58
S07/20241124/00001;6;TENDER;1;1260.02;TENDER;24-11-2024 21:05:58
S07/20241124/00002;1;P105280;3;220.35;SALE;24-11-2024 18:34:14
S07/20241124/00002;2;P106907;1;321.26;SALE;24-11-2024 18:34:14
S07/20241124/00002;3;P104372;1;105.38;SALE;24-11-2024 18:34:14
S07/20241124/00002;4;P102219;3;780.86;SALE;24-11-2024 18:34:14
S07/20241124/00002;5;TAX;1;155.45;TAX;24-11-2024 18:34:14
S07/20241124/00002;6;TENDER;1;3585.72;TENDER;24-11-2024 18:34:14
S07/20241124/00003;1;P107721;2;92.25;SALE;24-11-2024 14:28:27
S07/20241124/00003;2;P101547;3;66.03;SALE;24-11-2024 14:28:27
S07/20241124/00003;3;P100494;3;67.32;SALE;24-11-2024 14:28:27
S07/20241124/00003;4;P100339;1;299.99;SALE;24-11-2024 14:28:27
S07/20241124/00003;5;TAX;1;100.26;TAX;24-11-2024 14:28:27
S07/20241124/00003;6;TENDER;1;984.80;TENDER;24-11-2024 14:28:27
S07/20241124/00004;1;P105057;6;294.62;SALE;24-11-2024 14:24:12
S07/20241124/00004;2;P100889;1;1028.39;SALE;24-11-2024 14:24:12
S07/20241124/00004;3;DISC;1;-333.53;DISCOUNT;24-11-2024 14:24:12
S07/20241124/00004;4;TAX;1;325.52;TAX;24-11-2024 14:24:12
S07/20241124/00004;5;TENDER;1;2788.10;TENDER;24-11-2024 14:24:12
S07/20241124/00005;1;P101974;3;302.00;SALE;24-11-2024 13:55:51
S07/20241124/00005;2;P106872;1;73.12;SALE;24-11-2024 13:55:51
S07/20241124/00005;3;TAX;1;176.24;TAX;24-11-2024 13:55:51
S07/20241124/00005;4;TENDER;1;1155.36;TENDER;24-11-2024 13:55:51
S07/20241124/00006;1;P106373;3;48.45;SALE;24-11-2024 10:15:15
S07/20241124/00006;2;P102691;1;219.72;SALE;24-11-2024 10:15:15
S07/20241124/00006;3;P102772;2;151.97;SALE;24-11-2024 10:15:15
S07/20241124/00006;4;P103822;4;594.96;SALE;24-11-2024 10:15:15
S07/20241124/00006;5;TAX;1;461.82;TAX;24-11-2024 10:15:15
S07/20241124/00006;6;TENDER;1;3510.67;TENDER;24-11-2024 10:15:15
S07/20241124/00007;1;P101558;2;52.58;SALE;24-11-2024 19:34:41
S07/20241124/00007;2;P103372;1;49.00;SALE;24-11-2024 19:34:41
S07/20241124/00007;3;P101410;3;958.72;SALE;24-11-2024 19:34:41
S07/20241124/00007;4;P103637;1;338.13;SALE;24-11-2024 19:34:41
