bill_no,line_no,product_code,qty,unit_price,line_type,ts
S02/20240425/00001,1,P103530,4,427.69,SALE,2024-04-25T13:07:21
S02/20240425/00001,2,P102346,4,79.95,SALE,2024-04-25T13:07:21
S02/20240425/00001,3,P101710,3,307.38,SALE,2024-04-25T13:07:21
S02/20240425/00001,4,P103171,2,56.95,SALE,2024-04-25T13:07:21
S02/20240425/00001,5,P108101,2,1603.81,SALE,2024-04-25T13:07:21
S02/20240425/00001,6,TAX,1,847.58,TAX,2024-04-25T13:07:21
S02/20240425/00001,7,TENDER,1,7121.80,TENDER,2024-04-25T13:07:21
S02/20240425/00002,1,P105733,4,135.79,SALE,2024-04-25T13:29:24
S02/20240425/00002,2,P106207,1,459.95,SALE,2024-04-25T13:29:24
S02/20240425/00002,3,P107966,2,391.71,SALE,2024-04-25T13:29:24
S02/20240425/00002,4,P103124,3,478.95,SALE,2024-04-25T13:29:24
S02/20240425/00002,5,P105583,2,179.43,SALE,2024-04-25T13:29:24
S02/20240425/00002,6,P102656,2,176.92,SALE,2024-04-25T13:29:24
S02/20240425/00002,7,P102042,2,540.93,SALE,2024-04-25T13:29:24
S02/20240425/00002,8,TAX,1,575.57,TAX,2024-04-25T13:29:24
S02/20240425/00002,9,TENDER,1,5593.51,TENDER,2024-04-25T13:29:24
S02/20240425/00003,1,P103022,3,47.95,SALE,2024-04-25T15:25:18
S02/20240425/00003,2,P101164,1,322.78,SALE,2024-04-25T15:25:18
S02/20240425/00003,3,P103294,3,69.64,SALE,2024-04-25T15:25:18
S02/20240425/00003,4,P102616,2,86.26,SALE,2024-04-25T15:25:18
S02/20240425/00003,5,P108335,1,153.41,SALE,2024-04-25T15:25:18
S02/20240425/00003,6,P100479,3,342.53,SALE,2024-04-25T15:25:18
S02/20240425/00003,7,P104257,3,41.91,SALE,2024-04-25T15:25:18
S02/20240425/00003,8,TAX,1,246.46,TAX,2024-04-25T15:25:18
S02/20240425/00003,9,TENDER,1,2401.26,TENDER,2024-04-25T15:25:18
S02/20240425/00004,1,P108397,3,286.03,SALE,2024-04-25T15:35:27
S02/20240425/00004,2,P107246,2,310.13,SALE,2024-04-25T15:35:27
S02/20240425/00004,3,P102626,5,344.82,SALE,2024-04-25T15:35:27
S02/20240425/00004,4,P105294,5,126.15,SALE,2024-04-25T15:35:27
S02/20240425/00004,5,P106072,4,78.69,SALE,2024-04-25T15:35:27
S02/20240425/00004,6,P107346,3,449.29,SALE,2024-04-25T15:35:27
