bill_no,line_no,product_code,qty,unit_price,line_type,ts
S03/20241224/00001,1,P106424,4,535.14,SALE,2024-12-24T14:22:44
S03/20241224/00001,2,P103081,3,480.46,SALE,2024-12-24T14:22:44
S03/20241224/00001,3,P106989,1,26.75,SALE,2024-12-24T14:22:44
S03/20241224/00001,4,P104233,2,1271.89,SALE,2024-12-24T14:22:44
S03/20241224/00001,5,P107848,2,267.41,SALE,2024-12-24T14:22:44
S03/20241224/00001,6,P105479,2,253.92,SALE,2024-12-24T14:22:44
S03/20241224/00001,7,P100403,2,71.79,SALE,2024-12-24T14:22:44
S03/20241224/00001,8,TAX,1,603.39,TAX,2024-12-24T14:22:44
S03/20241224/00001,9,TENDER,1,7942.10,TENDER,2024-12-24T14:22:44
S03/20241224/00002,1,P105119,1,106.45,SALE,2024-12-24T16:07:37
S03/20241224/00002,2,P105901,1,80.48,SALE,2024-12-24T16:07:37
S03/20241224/00002,3,P108067,2,640.50,SALE,2024-12-24T16:07:37
S03/20241224/00002,4,P106745,1,621.98,SALE,2024-12-24T16:07:37
S03/20241224/00002,5,TAX,1,140.78,TAX,2024-12-24T16:07:37
S03/20241224/00002,6,TENDER,1,2230.69,TENDER,2024-12-24T16:07:37
S03/20241224/00003,1,P101904,-1,607.91,RETURN,2024-12-24T14:41:40
S03/20241224/00003,2,P107208,-3,323.06,RETURN,2024-12-24T14:41:40
S03/20241224/00003,3,P101184,-3,64.09,RETURN,2024-12-24T14:41:40
S03/20241224/00003,4,P106830,-2,103.94,RETURN,2024-12-24T14:41:40
S03/20241224/00003,5,P103406,-1,1248.48,RETURN,2024-12-24T14:41:40
S03/20241224/00003,6,TAX,1,-368.19,TAX,2024-12-24T14:41:40
S03/20241224/00003,7,TENDER,1,-3593.91,TENDER,2024-12-24T14:41:40
S03/20241224/00004,1,P108282,2,472.97,SALE,2024-12-24T12:04:48
S03/20241224/00004,2,P103273,1,356.86,SALE,2024-12-24T12:04:48
S03/20241224/00004,3,P105965,3,66.08,SALE,2024-12-24T12:04:48
S03/20241224/00004,4,P104372,2,105.38,SALE,2024-12-24T12:04:48
S03/20241224/00004,5,P102324,3,194.59,SALE,2024-12-24T12:04:48
S03/20241224/00004,6,P101722,3,1460.17,SALE,2024-12-24T12:04:48
S03/20241224/00004,7,P104277,2,128.39,SALE,2024-12-24T12:04:48
S03/20241224/00004,8,P107676,2,225.82,SALE,2024-12-24T12:04:48
S03/20241224/00004,9,P103062,1,173.63,SALE,2024-12-24T12:04:48
S03/20241224/00004,10,P107472,2,64.61,SALE,2024-12-24T12:04:48
S03/20241224/00004,11,TAX,1,427.32,TAX,2024-12-24T12:04:48
S03/20241224/00004,12,TENDER,1,8114.67,TENDER,2024-12-24T12:04:48
S03/20241224/00005,1,P101876,2,68.16,SALE,2024-12-24T15:31:46
S03/20241224/00005,2,P105209,3,399.92,SALE,2024-12-24T15:31:46
S03/20241224/00005,3,P105633,3,46.25,SALE,2024-12-24T15:31:46
S03/20241224/00005,4,DISC,1,-70.33,DISCOUNT,2024-12-24T15:31:46
S03/20241224/00005,5,TAX,1,218.76,TAX,2024-12-24T15:31:46
S03/20241224/00005,6,TENDER,1,1623.26,TENDER,2024-12-24T15:31:46
S03/20241224/00006,1,P101237,1,278.87,SALE,2024-12-24T13:41:20
S03/20241224/00006,2,P107520,4,139.81,SALE,2024-12-24T13:41:20
S03/20241224/00006,3,P101470,2,196.94,SALE,2024-12-24T13:41:20
S03/20241224/00006,4,P104302,3,1255.97,SALE,2024-12-24T13:41:20
S03/20241224/00006,5,P101177,6,166.36,SALE,2024-12-24T13:41:20
S03/20241224/00006,6,P102248,1,22.39,SALE,2024-12-24T13:41:20
S03/20241224/00006,7,TAX,1,563.48,TAX,2024-12-24T13:41:20
S03/20241224/00006,8,TENDER,1,6583.93,TENDER,2024-12-24T13:41:20
S03/20241224/00007,1,P100164,2,594.91,SALE,2024-12-24T13:10:05
S03/20241224/00007,2,P106934,2,1604.94,SALE,2024-12-24T13:10:05
S03/20241224/00007,3,P101208,3,593.86,SALE,2024-12-24T13:10:05
S03/20241224/00007,4,P100387,1,116.37,SALE,2024-12-24T13:10:05
S03/20241224/00007,5,TAX,1,219.99,TAX,2024-12-24T13:10:05
S03/20241224/00007,6,TENDER,1,6517.64,TENDER,2024-12-24T13:10:05
S03/20241224/00008,1,P107740,2,1366.88,SALE,2024-12-24T14:34:28
S03/20241224/00008,2,TAX,1,328.05,TAX,2024-12-24T14:34:28
S03/20241224/00008,3,TENDER,1,3061.81,TENDER,2024-12-24T14:34:28
S03/20241224/00009,1,P102142,3,93.89,SALE,2024-12-24T22:31:54
S03/20241224/00009,2,P103861,2,57.59,SALE,2024-12-24T22:31:54
S03/20241224/00009,3,P103435,5,443.24,SALE,2024-12-24T22:31:54
S03/20241224/00009,4,P107278,2,55.18,SALE,2024-12-24T22:31:54
S03/20241224/00009,5,P104446,1,66.45,SALE,2024-12-24T22:31:54
S03/20241224/00009,6,P107743,3,197.87,SALE,2024-12-24T22:31:54
S03/20241224/00009,7,TAX,1,515.20,TAX,2024-12-24T22:31:54
S03/20241224/00009,8,TENDER,1,3898.67,TENDER,2024-12-24T22:31:54
S03/20241224/00010,1,P105017,2,220.46,SALE,2024-12-24T17:56:13
S03/20241224/00010,2,P101359,3,49.69,SALE,2024-12-24T17:56:13
S03/20241224/00010,3,P100233,3,67.07,SALE,2024-12-24T17:56:13
S03/20241224/00010,4,P100298,3,53.95,SALE,2024-12-24T17:56:13
S03/20241224/00010,5,TAX,1,124.35,TAX,2024-12-24T17:56:13
S03/20241224/00010,6,TENDER,1,1077.40,TENDER,2024-12-24T17:56:13
S03/20241224/00011,1,P105167,2,826.20,SALE,2024-12-24T12:50:48
S03/20241224/00011,2,P102833,2,680.71,SALE,2024-12-24T12:50:48
S03/20241224/00011,3,P105868,1,68.91,SALE,2024-12-24T12:50:48
S03/20241224/00011,4,P101681,2,139.09,SALE,2024-12-24T12:50:48
S03/20241224/00011,5,P103757,1,159.40,SALE,2024-12-24T12:50:48
S03/20241224/00011,6,TAX,1,195.49,TAX,2024-12-24T12:50:48
S03/20241224/00011,7,TENDER,1,3715.80,TENDER,2024-12-24T12:50:48
S03/20241224/00012,1,P103629,2,60.58,SALE,2024-12-24T14:33:30
S03/20241224/00012,2,P107100,3,200.76,SALE,2024-12-24T14:33:30
S03/20241224/00012,3,TAX,1,94.08,TAX,2024-12-24T14:33:30
S03/20241224/00012,4,TENDER,1,817.52,TENDER,2024-12-24T14:33:30
S03/20241224/00013,1,P102975,1,234.92,SALE,2024-12-24T15:55:54
S03/20241224/00013,2,P108186,1,324.50,SALE,2024-12-24T15:55:54
S03/20241224/00013,3,P106169,2,221.89,SALE,2024-12-24T15:55:54
S03/20241224/00013,4,P101076,2,606.89,SALE,2024-12-24T15:55:54
S03/20241224/00013,5,P106336,5,452.43,SALE,2024-12-24T15:55:54
S03/20241224/00013,6,P102353,3,139.83,SALE,2024-12-24T15:55:54
S03/20241224/00013,7,P100609,1,75.79,SALE,2024-12-24T15:55:54
S03/20241224/00013,8,P100838,3,38.03,SALE,2024-12-24T15:55:54
S03/20241224/00013,9,P103262,3,54.76,SALE,2024-12-24T15:55:54
S03/20241224/00013,10,P106793,2,303.65,SALE,2024-12-24T15:55:54
S03/20241224/00013,11,P101751,4,477.38,SALE,2024-12-24T15:55:54
S03/20241224/00013,12,TAX,1,1047.05,TAX,2024-12-24T15:55:54
S03/20241224/00013,13,TENDER,1,8816.65,TENDER,2024-12-24T15:55:54
S03/20241224/00014,1,P103372,2,49.00,SALE,2024-12-24T13:47:53
S03/20241224/00014,2,P100784,2,319.36,SALE,2024-12-24T13:47:53
S03/20241224/00014,3,P103413,2,1352.06,SALE,2024-12-24T13:47:53
S03/20241224/00014,4,P104980,4,92.75,SALE,2024-12-24T13:47:53
S03/20241224/00014,5,P100509,2,143.57,SALE,2024-12-24T13:47:53
S03/20241224/00014,6,TAX,1,262.40,TAX,2024-12-24T13:47:53
S03/20241224/00014,7,TENDER,1,4361.38,TENDER,2024-12-24T13:47:53
S03/20241224/00015,1,P106067,3,444.09,SALE,2024-12-24T12:33:08
S03/20241224/00015,2,P103316,2,1774.02,SALE,2024-12-24T12:33:08
S03/20241224/00015,3,TAX,1,492.38,TAX,2024-12-24T12:33:08
S03/20241224/00015,4,TENDER,1,5372.69,TENDER,2024-12-24T12:33:08
S03/20241224/00016,1,P100224,2,79.22,SALE,2024-12-24T18:26:14
S03/20241224/00016,2,P100428,2,150.84,SALE,2024-12-24T18:26:14
S03/20241224/00016,3,P104485,1,643.04,SALE,2024-12-24T18:26:14
S03/20241224/00016,4,P101492,2,113.44,SALE,2024-12-24T18:26:14
S03/20241224/00016,5,P107740,3,1366.88,SALE,2024-12-24T18:26:14
S03/20241224/00016,6,P106501,2,164.07,SALE,2024-12-24T18:26:14
S03/20241224/00016,7,P106048,5,310.59,SALE,2024-12-24T18:26:14
S03/20241224/00016,8,TAX,1,863.42,TAX,2024-12-24T18:26:14
S03/20241224/00016,9,TENDER,1,8175.19,TENDER,2024-12-24T18:26:14
S03/20241224/00017,1,P104715,2,162.67,SALE,2024-12-24T10:45:59
S03/20241224/00017,2,P102091,2,87.97,SALE,2024-12-24T10:45:59
S03/20241224/00017,3,P107458,4,1239.88,SALE,2024-12-24T10:45:59
S03/20241224/00017,4,P107890,1,133.07,SALE,2024-12-24T10:45:59
S03/20241224/00017,5,P105541,2,189.75,SALE,2024-12-24T10:45:59
S03/20241224/00017,6,TAX,1,133.52,TAX,2024-12-24T10:45:59
S03/20241224/00017,7,TENDER,1,6106.89,TENDER,2024-12-24T10:45:59
S03/20241224/00018,1,P104789,2,67.52,SALE,2024-12-24T12:29:16
S03/20241224/00018,2,P107242,1,635.24,SALE,2024-12-24T12:29:16
S03/20241224/00018,3,P100255,2,1250.31,SALE,2024-12-24T12:29:16
S03/20241224/00018,4,TAX,1,156.79,TAX,2024-12-24T12:29:16
S03/20241224/00018,5,TENDER,1,3427.69,TENDER,2024-12-24T12:29:16
S03/20241224/00019,1,P105695,3,158.81,SALE,2024-12-24T09:56:59
S03/20241224/00019,2,P107654,1,409.57,SALE,2024-12-24T09:56:59
S03/20241224/00019,3,P107753,1,73.61,SALE,2024-12-24T09:56:59
S03/20241224/00019,4,P107733,2,56.44,SALE,2024-12-24T09:56:59
S03/20241224/00019,5,P102811,1,199.78,SALE,2024-12-24T09:56:59
S03/20241224/00019,6,TAX,1,88.60,TAX,2024-12-24T09:56:59
