bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240729/00001;1;P108221;2;50.44;SALE;29-07-2024 07:08:07
S09/20240729/00001;2;P100767;3;269.95;SALE;29-07-2024 07:08:07
S09/20240729/00001;3;P103704;2;164.95;SALE;29-07-2024 07:08:07
S09/20240729/00001;4;P101101;2;74.25;SALE;29-07-2024 07:08:07
S09/20240729/00001;5;P105677;2;89.95;SALE;29-07-2024 07:08:07
S09/20240729/00001;6;TAX;1;224.92;TAX;29-07-2024 07:08:07
S09/20240729/00001;7;TENDER;1;1793.95;TENDER;29-07-2024 07:08:07
S09/20240729/00002;1;P102761;1;170.84;SALE;29-07-2024 16:21:25
S09/20240729/00002;2;P105547;2;406.95;SALE;29-07-2024 16:21:25
S09/20240729/00002;3;P104202;2;153.74;SALE;29-07-2024 16:21:25
S09/20240729/00002;4;P107327;1;1138.42;SALE;29-07-2024 16:21:25
S09/20240729/00002;5;TAX;1;97.67;TAX;29-07-2024 16:21:25
S09/20240729/00002;6;TENDER;1;2528.31;TENDER;29-07-2024 16:21:25
S09/20240729/00003;1;P102636;2;114.77;SALE;29-07-2024 17:16:11
S09/20240729/00003;2;P106344;1;801.30;SALE;29-07-2024 17:16:11
S09/20240729/00003;3;TAX;1;11.48;TAX;29-07-2024 17:16:11
S09/20240729/00003;4;TENDER;1;1042.32;TENDER;29-07-2024 17:16:11
S09/20240729/00004;1;P105827;1;104.04;SALE;29-07-2024 12:21:58
S09/20240729/00004;2;P100287;3;218.95;SALE;29-07-2024 12:21:58
S09/20240729/00004;3;P103918;2;527.10;SALE;29-07-2024 12:21:58
S09/20240729/00004;4;TAX;1;136.73;TAX;29-07-2024 12:21:58
S09/20240729/00004;5;TENDER;1;1951.82;TENDER;29-07-2024 12:21:58
S09/20240729/00005;1;P103682;2;372.67;SALE;29-07-2024 15:30:27
S09/20240729/00005;2;P107795;2;286.95;SALE;29-07-2024 15:30:27
S09/20240729/00005;3;P101367;1;485.76;SALE;29-07-2024 15:30:27
S09/20240729/00005;4;P104320;4;159.74;SALE;29-07-2024 15:30:27
S09/20240729/00005;5;P106989;3;26.75;SALE;29-07-2024 15:30:27
S09/20240729/00005;6;P101547;2;66.03;SALE;29-07-2024 15:30:27
S09/20240729/00005;7;P101904;4;634.24;SALE;29-07-2024 15:30:27
S09/20240729/00005;8;TAX;1;768.17;TAX;29-07-2024 15:30:27
S09/20240729/00005;9;TENDER;1;5961.40;TENDER;29-07-2024 15:30:27
S09/20240729/00006;1;P104257;1;41.91;SALE;29-07-2024 21:10:59
S09/20240729/00006;2;P103591;2;102.70;SALE;29-07-2024 21:10:59
S09/20240729/00006;3;P101585;1;10.45;SALE;29-07-2024 21:10:59
S09/20240729/00006;4;P104257;-1;41.91;VOID;29-07-2024 21:10:59
S09/20240729/00006;5;P103591;-2;102.70;VOID;29-07-2024 21:10:59
S09/20240729/00006;6;P101585;-1;10.45;VOID;29-07-2024 21:10:59
S09/20240729/00006;7;TAX;1;0.00;TAX;29-07-2024 21:10:59
S09/20240729/00006;8;TENDER;1;0.00;TENDER;29-07-2024 21:10:59
S09/20240729/00007;1;P103406;2;1248.48;SALE;29-07-2024 14:20:09
S09/20240729/00007;2;P107435;1;549.51;SALE;29-07-2024 14:20:09
S09/20240729/00007;3;P106534;1;96.00;SALE;29-07-2024 14:20:09
S09/20240729/00007;4;P104789;5;65.95;SALE;29-07-2024 14:20:09
S09/20240729/00007;5;TAX;1;415.83;TAX;29-07-2024 14:20:09
S09/20240729/00007;6;TENDER;1;3888.05;TENDER;29-07-2024 14:20:09
S09/20240729/00008;1;P103577;2;100.44;SALE;29-07-2024 12:21:40
S09/20240729/00008;2;TAX;1;24.11;TAX;29-07-2024 12:21:40
S09/20240729/00008;3;TENDER;1;224.99;TENDER;29-07-2024 12:21:40
S09/20240729/00009;1;P106984;4;28.34;SALE;29-07-2024 14:04:49
S09/20240729/00009;2;P100956;2;421.98;SALE;29-07-2024 14:04:49
S09/20240729/00009;3;TAX;1;47.87;TAX;29-07-2024 14:04:49
S09/20240729/00009;4;TENDER;1;1005.19;TENDER;29-07-2024 14:04:49
S09/20240729/00010;1;P101974;-1;302.00;RETURN;29-07-2024 20:48:22
