bill_no,line_no,product_code,qty,unit_price,line_type,ts
S03/20240527/00001,1,P104219,1,249.74,SALE,2024-05-27T19:34:13
S03/20240527/00001,2,P105594,1,317.30,SALE,2024-05-27T19:34:13
S03/20240527/00001,3,P100035,2,1810.38,SALE,2024-05-27T19:34:13
S03/20240527/00001,4,P103811,3,801.95,SALE,2024-05-27T19:34:13
S03/20240527/00001,5,P104600,2,48.49,SALE,2024-05-27T19:34:13
S03/20240527/00001,6,P101305,3,110.46,SALE,2024-05-27T19:34:13
S03/20240527/00001,7,P107393,1,413.99,SALE,2024-05-27T19:34:13
S03/20240527/00001,8,P100239,1,352.95,SALE,2024-05-27T19:34:13
S03/20240527/00001,9,DISC,1,-557.70,DISCOUNT,2024-05-27T19:34:13
S03/20240527/00001,10,TAX,1,611.88,TAX,2024-05-27T19:34:13
S03/20240527/00001,11,TENDER,1,7843.13,TENDER,2024-05-27T19:34:13
S03/20240527/00002,1,P104827,3,168.97,SALE,2024-05-27T16:09:40
S03/20240527/00002,2,P103504,2,361.87,SALE,2024-05-27T16:09:40
S03/20240527/00002,3,P103416,2,73.27,SALE,2024-05-27T16:09:40
S03/20240527/00002,4,P104956,3,133.95,SALE,2024-05-27T16:09:40
S03/20240527/00002,5,P102255,2,167.76,SALE,2024-05-27T16:09:40
S03/20240527/00002,6,TAX,1,185.56,TAX,2024-05-27T16:09:40
S03/20240527/00002,7,TENDER,1,2300.12,TENDER,2024-05-27T16:09:40
S03/20240527/00003,1,P104909,2,363.10,SALE,2024-05-27T14:25:55
S03/20240527/00003,2,P101298,4,199.67,SALE,2024-05-27T14:25:55
S03/20240527/00003,3,P101968,1,9.95,SALE,2024-05-27T14:25:55
S03/20240527/00003,4,P101656,1,262.95,SALE,2024-05-27T14:25:55
S03/20240527/00003,5,TAX,1,129.19,TAX,2024-05-27T14:25:55
S03/20240527/00003,6,TENDER,1,1926.97,TENDER,2024-05-27T14:25:55
S03/20240527/00004,1,P107807,1,118.66,SALE,2024-05-27T14:37:35
S03/20240527/00004,2,P102445,2,29.80,SALE,2024-05-27T14:37:35
S03/20240527/00004,3,P100106,2,287.42,SALE,2024-05-27T14:37:35
S03/20240527/00004,4,P104909,1,363.10,SALE,2024-05-27T14:37:35
S03/20240527/00004,5,P100239,2,352.95,SALE,2024-05-27T14:37:35
S03/20240527/00004,6,P102272,2,373.95,SALE,2024-05-27T14:37:35
S03/20240527/00004,7,P104072,2,708.34,SALE,2024-05-27T14:37:35
S03/20240527/00004,8,TAX,1,365.42,TAX,2024-05-27T14:37:35
S03/20240527/00004,9,TENDER,1,4352.10,TENDER,2024-05-27T14:37:35
S03/20240527/00005,1,P104980,1,73.54,SALE,2024-05-27T13:22:54
S03/20240527/00005,2,P101218,3,61.39,SALE,2024-05-27T13:22:54
S03/20240527/00005,3,P100463,2,281.78,SALE,2024-05-27T13:22:54
S03/20240527/00005,4,P105845,2,102.36,SALE,2024-05-27T13:22:54
S03/20240527/00005,5,P103777,1,44.82,SALE,2024-05-27T13:22:54
S03/20240527/00005,6,P106067,1,417.22,SALE,2024-05-27T13:22:54
S03/20240527/00005,7,TAX,1,164.41,TAX,2024-05-27T13:22:54
S03/20240527/00005,8,TENDER,1,1652.44,TENDER,2024-05-27T13:22:54
S03/20240527/00006,1,P103155,1,243.23,SALE,2024-05-27T18:38:10
S03/20240527/00006,2,P104149,2,85.95,SALE,2024-05-27T18:38:10
S03/20240527/00006,3,P108262,2,601.82,SALE,2024-05-27T18:38:10
S03/20240527/00006,4,P107775,5,755.55,SALE,2024-05-27T18:38:10
S03/20240527/00006,5,TAX,1,457.92,TAX,2024-05-27T18:38:10
S03/20240527/00006,6,TENDER,1,5854.44,TENDER,2024-05-27T18:38:10
S03/20240527/00007,1,P106965,2,78.22,SALE,2024-05-27T15:22:12
S03/20240527/00007,2,P100577,2,305.75,SALE,2024-05-27T15:22:12
S03/20240527/00007,3,P100549,3,301.95,SALE,2024-05-27T15:22:12
S03/20240527/00007,4,P101298,1,199.67,SALE,2024-05-27T15:22:12
S03/20240527/00007,5,P101894,2,662.70,SALE,2024-05-27T15:22:12
S03/20240527/00007,6,P101095,3,205.38,SALE,2024-05-27T15:22:12
S03/20240527/00007,7,DISC,1,-104.02,DISCOUNT,2024-05-27T15:22:12
S03/20240527/00007,8,TAX,1,398.43,TAX,2024-05-27T15:22:12
S03/20240527/00007,9,TENDER,1,4109.41,TENDER,2024-05-27T15:22:12
S03/20240527/00008,1,P107472,3,60.81,SALE,2024-05-27T18:27:00
S03/20240527/00008,2,P104844,1,553.13,SALE,2024-05-27T18:27:00
S03/20240527/00008,3,P104902,2,445.79,SALE,2024-05-27T18:27:00
S03/20240527/00008,4,TAX,1,197.26,TAX,2024-05-27T18:27:00
S03/20240527/00008,5,TENDER,1,1824.40,TENDER,2024-05-27T18:27:00
S03/20240527/00009,1,P100869,2,62.15,SALE,2024-05-28T00:52:20
S03/20240527/00009,2,P105268,1,235.20,SALE,2024-05-28T00:52:20
S03/20240527/00009,3,P107837,3,94.99,SALE,2024-05-28T00:52:20
S03/20240527/00009,4,P105878,1,268.52,SALE,2024-05-28T00:52:20
S03/20240527/00009,5,TAX,1,121.97,TAX,2024-05-28T00:52:20
S03/20240527/00009,6,TENDER,1,1034.96,TENDER,2024-05-28T00:52:20
S03/20240527/00010,1,P107775,2,755.55,SALE,2024-05-27T19:03:52
S03/20240527/00010,2,P106258,1,423.67,SALE,2024-05-27T19:03:52
S03/20240527/00010,3,P107695,3,282.58,SALE,2024-05-27T19:03:52
S03/20240527/00010,4,P102609,5,176.55,SALE,2024-05-27T19:03:52
S03/20240527/00010,5,P107053,2,524.95,SALE,2024-05-27T19:03:52
S03/20240527/00010,6,TAX,1,407.76,TAX,2024-05-27T19:03:52
S03/20240527/00010,7,TENDER,1,5122.92,TENDER,2024-05-27T19:03:52
S03/20240527/00011,1,P106731,3,142.59,SALE,2024-05-27T20:11:57
S03/20240527/00011,2,P106169,2,221.03,SALE,2024-05-27T20:11:57
S03/20240527/00011,3,P104956,3,133.95,SALE,2024-05-27T20:11:57
S03/20240527/00011,4,TAX,1,151.90,TAX,2024-05-27T20:11:57
S03/20240527/00011,5,TENDER,1,1423.58,TENDER,2024-05-27T20:11:57
S03/20240527/00012,1,P106783,3,87.95,SALE,2024-05-27T10:08:49
S03/20240527/00012,2,P106399,2,1107.95,SALE,2024-05-27T10:08:49
S03/20240527/00012,3,TAX,1,313.40,TAX,2024-05-27T10:08:49
S03/20240527/00012,4,TENDER,1,2793.15,TENDER,2024-05-27T10:08:49
S03/20240527/00013,1,P102585,1,516.36,SALE,2024-05-27T14:37:56
S03/20240527/00013,2,P104219,2,264.72,SALE,2024-05-27T14:37:56
S03/20240527/00013,3,P100543,2,123.06,SALE,2024-05-27T14:37:56
S03/20240527/00013,4,P101851,1,1750.29,SALE,2024-05-27T14:37:56
S03/20240527/00013,5,P104774,1,84.34,SALE,2024-05-27T14:37:56
S03/20240527/00013,6,TAX,1,93.57,TAX,2024-05-27T14:37:56
S03/20240527/00013,7,TENDER,1,3220.12,TENDER,2024-05-27T14:37:56
S03/20240527/00014,1,P103616,3,621.95,SALE,2024-05-27T15:23:56
S03/20240527/00014,2,P104187,2,86.95,SALE,2024-05-27T15:23:56
S03/20240527/00014,3,P106844,2,23.35,SALE,2024-05-27T15:23:56
S03/20240527/00014,4,P100339,3,299.99,SALE,2024-05-27T15:23:56
S03/20240527/00014,5,TAX,1,272.39,TAX,2024-05-27T15:23:56
S03/20240527/00014,6,TENDER,1,3258.81,TENDER,2024-05-27T15:23:56
S03/20240527/00015,1,P100571,2,117.95,SALE,2024-05-27T14:58:42
S03/20240527/00015,2,P107872,3,583.81,SALE,2024-05-27T14:58:42
S03/20240527/00015,3,P100911,4,71.10,SALE,2024-05-27T14:58:42
S03/20240527/00015,4,P103843,3,636.12,SALE,2024-05-27T14:58:42
S03/20240527/00015,5,TAX,1,487.76,TAX,2024-05-27T14:58:42
S03/20240527/00015,6,TENDER,1,4667.85,TENDER,2024-05-27T14:58:42
S03/20240527/00016,1,P100784,1,205.79,SALE,2024-05-27T14:50:53
S03/20240527/00016,2,P105323,2,73.95,SALE,2024-05-27T14:50:53
S03/20240527/00016,3,P102103,2,345.70,SALE,2024-05-27T14:50:53
S03/20240527/00016,4,P107708,2,163.95,SALE,2024-05-27T14:50:53
S03/20240527/00016,5,P101747,1,245.75,SALE,2024-05-27T14:50:53
S03/20240527/00016,6,P104042,1,346.95,SALE,2024-05-27T14:50:53
S03/20240527/00016,7,TAX,1,222.81,TAX,2024-05-27T14:50:53
S03/20240527/00016,8,TENDER,1,2188.50,TENDER,2024-05-27T14:50:53
S03/20240527/00017,1,P104637,1,294.49,SALE,2024-05-27T15:56:41
S03/20240527/00017,2,P106629,3,52.08,SALE,2024-05-27T15:56:41
S03/20240527/00017,3,P106300,2,387.92,SALE,2024-05-27T15:56:41
S03/20240527/00017,4,P106048,3,310.59,SALE,2024-05-27T15:56:41
S03/20240527/00017,5,P107575,2,65.95,SALE,2024-05-27T15:56:41
S03/20240527/00017,6,P100033,2,763.12,SALE,2024-05-27T15:56:41
S03/20240527/00017,7,P104658,1,73.05,SALE,2024-05-27T15:56:41
S03/20240527/00017,8,P107242,3,589.95,SALE,2024-05-27T15:56:41
S03/20240527/00017,9,TAX,1,436.83,TAX,2024-05-27T15:56:41
S03/20240527/00017,10,TENDER,1,6096.21,TENDER,2024-05-27T15:56:41
S03/20240527/00018,1,P100326,4,47.79,SALE,2024-05-27T20:49:09
S03/20240527/00018,2,P107943,1,252.32,SALE,2024-05-27T20:49:09
S03/20240527/00018,3,P100967,2,1052.07,SALE,2024-05-27T20:49:09
S03/20240527/00018,4,P104320,1,128.95,SALE,2024-05-27T20:49:09
S03/20240527/00018,5,TAX,1,332.32,TAX,2024-05-27T20:49:09
S03/20240527/00018,6,TENDER,1,3008.89,TENDER,2024-05-27T20:49:09
S03/20240527/00019,1,P105413,3,1273.22,SALE,2024-05-27T16:15:25
S03/20240527/00019,2,P103908,2,104.62,SALE,2024-05-27T16:15:25
S03/20240527/00019,3,P102972,2,231.13,SALE,2024-05-27T16:15:25
S03/20240527/00019,4,P100985,3,288.61,SALE,2024-05-27T16:15:25
S03/20240527/00019,5,P104541,2,144.95,SALE,2024-05-27T16:15:25
S03/20240527/00019,6,P108026,2,89.33,SALE,2024-05-27T16:15:25
S03/20240527/00019,7,TAX,1,741.44,TAX,2024-05-27T16:15:25
S03/20240527/00019,8,TENDER,1,6566.99,TENDER,2024-05-27T16:15:25
S03/20240527/00020,1,P105789,3,42.75,SALE,2024-05-27T13:06:37
S03/20240527/00020,2,P100362,2,270.89,SALE,2024-05-27T13:06:37
S03/20240527/00020,3,P107253,2,232.65,SALE,2024-05-27T13:06:37
S03/20240527/00020,4,P100406,3,435.20,SALE,2024-05-27T13:06:37
S03/20240527/00020,5,P103316,2,1774.02,SALE,2024-05-27T13:06:37
S03/20240527/00020,6,DISC,1,-133.50,DISCOUNT,2024-05-27T13:06:37
S03/20240527/00020,7,TAX,1,502.67,TAX,2024-05-27T13:06:37
S03/20240527/00020,8,TENDER,1,6358.14,TENDER,2024-05-27T13:06:37
S03/20240527/00021,1,P105062,2,14.84,SALE,2024-05-27T15:43:24
S03/20240527/00021,2,P108338,3,218.68,SALE,2024-05-27T15:43:24
S03/20240527/00021,3,P104302,3,1205.95,SALE,2024-05-27T15:43:24
S03/20240527/00021,4,P100627,1,415.95,SALE,2024-05-27T15:43:24
S03/20240527/00021,5,P102593,1,92.93,SALE,2024-05-27T15:43:24
S03/20240527/00021,6,TAX,1,595.10,TAX,2024-05-27T15:43:24
S03/20240527/00021,7,TENDER,1,5407.55,TENDER,2024-05-27T15:43:24
S03/20240527/00022,1,P102424,2,333.88,SALE,2024-05-27T11:56:00
S03/20240527/00022,2,P103144,4,145.27,SALE,2024-05-27T11:56:00
S03/20240527/00022,3,P105356,1,232.26,SALE,2024-05-27T11:56:00
S03/20240527/00022,4,P102549,1,114.33,SALE,2024-05-27T11:56:00
S03/20240527/00022,5,P107843,3,486.47,SALE,2024-05-27T11:56:00
S03/20240527/00022,6,P102801,1,108.87,SALE,2024-05-27T11:56:00
S03/20240527/00022,7,P104854,1,35.76,SALE,2024-05-27T11:56:00
S03/20240527/00022,8,P104372,2,105.38,SALE,2024-05-27T11:56:00
S03/20240527/00022,9,P101404,2,213.08,SALE,2024-05-27T11:56:00
S03/20240527/00022,10,P108335,1,165.51,SALE,2024-05-27T11:56:00
S03/20240527/00022,11,DISC,1,-278.68,DISCOUNT,2024-05-27T11:56:00
S03/20240527/00022,12,TAX,1,366.48,TAX,2024-05-27T11:56:00
S03/20240527/00022,13,TENDER,1,4089.70,TENDER,2024-05-27T11:56:00
S03/20240527/00023,1,P106130,2,1254.95,SALE,2024-05-27T11:08:37
S03/20240527/00023,2,P100140,1,62.18,SALE,2024-05-27T11:08:37
S03/20240527/00023,3,P105901,2,73.95,SALE,2024-05-27T11:08:37
S03/20240527/00023,4,TAX,1,28.94,TAX,2024-05-27T11:08:37
S03/20240527/00023,5,TENDER,1,2748.92,TENDER,2024-05-27T11:08:37
S03/20240527/00024,1,P105227,1,257.52,SALE,2024-05-27T17:38:38
S03/20240527/00024,2,P107432,1,41.96,SALE,2024-05-27T17:38:38
S03/20240527/00024,3,P102880,2,575.53,SALE,2024-05-27T17:38:38
