bill_no;line_no;item_code;quantity;rate;type;txn_time
S08/20241030/00001;1;P101174;4;57.43;SALE;30-10-2024 19:15:10
S08/20241030/00001;2;P102945;1;43.42;SALE;30-10-2024 19:15:10
S08/20241030/00001;3;TAX;1;19.30;TAX;30-10-2024 19:15:10
S08/20241030/00001;4;TENDER;1;292.44;TENDER;30-10-2024 19:15:10
S08/20241030/00002;1;P101827;1;155.74;SALE;30-10-2024 16:54:23
S08/20241030/00002;2;DISC;1;-13.15;DISCOUNT;30-10-2024 16:54:23
S08/20241030/00002;3;TAX;1;7.13;TAX;30-10-2024 16:54:23
S08/20241030/00002;4;TENDER;1;149.72;TENDER;30-10-2024 16:54:23
S08/20241030/00003;1;P105198;2;15.39;SALE;30-10-2024 16:38:09
S08/20241030/00003;2;P107630;1;309.72;SALE;30-10-2024 16:38:09
S08/20241030/00003;3;P104733;3;669.60;SALE;30-10-2024 16:38:09
S08/20241030/00003;4;P106611;2;341.44;SALE;30-10-2024 16:38:09
S08/20241030/00003;5;DISC;1;-256.28;DISCOUNT;30-10-2024 16:38:09
S08/20241030/00003;6;TAX;1;460.46;TAX;30-10-2024 16:38:09
S08/20241030/00003;7;TENDER;1;3236.36;TENDER;30-10-2024 16:38:09
S08/20241030/00004;1;P101839;5;402.65;SALE;30-10-2024 17:30:06
S08/20241030/00004;2;P100319;2;54.97;SALE;30-10-2024 17:30:06
S08/20241030/00004;3;TAX;1;247.09;TAX;30-10-2024 17:30:06
S08/20241030/00004;4;TENDER;1;2370.28;TENDER;30-10-2024 17:30:06
S08/20241030/00005;1;P101156;2;95.07;SALE;30-10-2024 16:07:37
S08/20241030/00005;2;P103178;2;21.21;SALE;30-10-2024 16:07:37
S08/20241030/00005;3;TAX;1;17.14;TAX;30-10-2024 16:07:37
S08/20241030/00005;4;TENDER;1;249.70;TENDER;30-10-2024 16:07:37
S08/20241030/00006;1;P103062;3;173.63;SALE;30-10-2024 18:58:44
S08/20241030/00006;2;P102255;1;167.76;SALE;30-10-2024 18:58:44
S08/20241030/00006;3;P101751;1;477.38;SALE;30-10-2024 18:58:44
S08/20241030/00006;4;P106550;1;29.54;SALE;30-10-2024 18:58:44
S08/20241030/00006;5;P105252;3;11.87;SALE;30-10-2024 18:58:44
