bill_no,line_no,product_code,qty,unit_price,line_type,ts
S02/20240601/00001,1,P105908,3,638.48,SALE,2024-06-01T11:36:40
S02/20240601/00001,2,P106454,2,118.78,SALE,2024-06-01T11:36:40
S02/20240601/00001,3,P103416,1,73.27,SALE,2024-06-01T11:36:40
S02/20240601/00001,4,P103374,2,34.95,SALE,2024-06-01T11:36:40
S02/20240601/00001,5,P102074,2,415.90,SALE,2024-06-01T11:36:40
S02/20240601/00001,6,P100754,2,91.60,SALE,2024-06-01T11:36:40
S02/20240601/00001,7,TAX,1,184.17,TAX,2024-06-01T11:36:40
S02/20240601/00001,8,TENDER,1,3495.34,TENDER,2024-06-01T11:36:40
S02/20240601/00002,1,P103757,2,147.98,SALE,2024-06-01T20:47:05
S02/20240601/00002,2,P102166,5,52.54,SALE,2024-06-01T20:47:05
S02/20240601/00002,3,P102931,4,185.66,SALE,2024-06-01T20:47:05
S02/20240601/00002,4,P101272,3,87.22,SALE,2024-06-01T20:47:05
S02/20240601/00002,5,TAX,1,75.17,TAX,2024-06-01T20:47:05
S02/20240601/00002,6,TENDER,1,1638.13,TENDER,2024-06-01T20:47:05
S02/20240601/00003,1,P101603,1,911.37,SALE,2024-06-01T12:43:32
S02/20240601/00003,2,P107056,2,341.76,SALE,2024-06-01T12:43:32
S02/20240601/00003,3,P104733,2,627.95,SALE,2024-06-01T12:43:32
S02/20240601/00003,4,P107215,2,153.85,SALE,2024-06-01T12:43:32
S02/20240601/00003,5,P106151,1,298.42,SALE,2024-06-01T12:43:32
S02/20240601/00003,6,TAX,1,531.19,TAX,2024-06-01T12:43:32
S02/20240601/00003,7,TENDER,1,3988.10,TENDER,2024-06-01T12:43:32
S02/20240601/00004,1,P104401,1,207.51,SALE,2024-06-01T17:40:11
S02/20240601/00004,2,P102230,1,340.01,SALE,2024-06-01T17:40:11
S02/20240601/00004,3,P101710,1,307.38,SALE,2024-06-01T17:40:11
S02/20240601/00004,4,P101142,1,98.55,SALE,2024-06-01T17:40:11
S02/20240601/00004,5,P104645,2,1052.62,SALE,2024-06-01T17:40:11
S02/20240601/00004,6,TAX,1,134.81,TAX,2024-06-01T17:40:11
S02/20240601/00004,7,TENDER,1,3193.50,TENDER,2024-06-01T17:40:11
S02/20240601/00005,1,P106577,1,46.90,SALE,2024-06-01T14:18:46
S02/20240601/00005,2,P106877,2,1085.30,SALE,2024-06-01T14:18:46
S02/20240601/00005,3,P107373,2,96.95,SALE,2024-06-01T14:18:46
