bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240420/00001;1;P103206;2;450.05;SALE;20-04-2024 14:05:46
S09/20240420/00001;2;P102404;3;371.40;SALE;20-04-2024 14:05:46
S09/20240420/00001;3;P101864;1;101.95;SALE;20-04-2024 14:05:46
S09/20240420/00001;4;TAX;1;180.37;TAX;20-04-2024 14:05:46
S09/20240420/00001;5;TENDER;1;2296.62;TENDER;20-04-2024 14:05:46
S09/20240420/00002;1;P105868;1;71.99;SALE;20-04-2024 20:42:13
S09/20240420/00002;2;P103882;3;269.95;SALE;20-04-2024 20:42:13
S09/20240420/00002;3;TAX;1;149.37;TAX;20-04-2024 20:42:13
S09/20240420/00002;4;TENDER;1;1031.21;TENDER;20-04-2024 20:42:13
S09/20240420/00003;1;P103647;2;37.95;SALE;20-04-2024 12:59:02
S09/20240420/00003;2;P101789;3;336.02;SALE;20-04-2024 12:59:02
S09/20240420/00003;3;TAX;1;50.40;TAX;20-04-2024 12:59:02
S09/20240420/00003;4;TENDER;1;1134.36;TENDER;20-04-2024 12:59:02
S09/20240420/00004;1;P106009;2;320.74;SALE;20-04-2024 17:51:23
S09/20240420/00004;2;P105400;2;48.10;SALE;20-04-2024 17:51:23
S09/20240420/00004;3;P102516;3;1272.67;SALE;20-04-2024 17:51:23
S09/20240420/00004;4;P102181;2;1394.08;SALE;20-04-2024 17:51:23
S09/20240420/00004;5;TAX;1;240.29;TAX;20-04-2024 17:51:23
S09/20240420/00004;6;TENDER;1;7584.14;TENDER;20-04-2024 17:51:23
S09/20240420/00005;1;P106934;2;1554.16;SALE;20-04-2024 19:59:41
S09/20240420/00005;2;P102248;2;21.80;SALE;20-04-2024 19:59:41
S09/20240420/00005;3;P101859;3;68.39;SALE;20-04-2024 19:59:41
S09/20240420/00005;4;P108017;1;103.22;SALE;20-04-2024 19:59:41
S09/20240420/00005;5;P100131;2;624.57;SALE;20-04-2024 19:59:41
S09/20240420/00005;6;TAX;1;174.52;TAX;20-04-2024 19:59:41
S09/20240420/00005;7;TENDER;1;4883.97;TENDER;20-04-2024 19:59:41
S09/20240420/00006;1;P100348;3;478.95;SALE;20-04-2024 14:00:06
S09/20240420/00006;2;P102845;1;80.09;SALE;20-04-2024 14:00:06
S09/20240420/00006;3;P100135;2;67.67;SALE;20-04-2024 14:00:06
S09/20240420/00006;4;P104478;1;16.95;SALE;20-04-2024 14:00:06
S09/20240420/00006;5;P105583;1;179.43;SALE;20-04-2024 14:00:06
S09/20240420/00006;6;P104718;4;364.54;SALE;20-04-2024 14:00:06
S09/20240420/00006;7;TAX;1;292.94;TAX;20-04-2024 14:00:06
S09/20240420/00006;8;TENDER;1;3599.76;TENDER;20-04-2024 14:00:06
S09/20240420/00007;1;P103950;1;1209.55;SALE;20-04-2024 17:22:21
S09/20240420/00007;2;P102000;3;82.98;SALE;20-04-2024 17:22:21
S09/20240420/00007;3;P101558;2;44.31;SALE;20-04-2024 17:22:21
S09/20240420/00007;4;P105230;2;107.33;SALE;20-04-2024 17:22:21
S09/20240420/00007;5;TAX;1;147.00;TAX;20-04-2024 17:22:21
S09/20240420/00007;6;TENDER;1;1908.77;TENDER;20-04-2024 17:22:21
S09/20240420/00008;1;P107308;2;207.74;SALE;20-04-2024 12:41:26
S09/20240420/00008;2;P105897;2;225.21;SALE;20-04-2024 12:41:26
S09/20240420/00008;3;P102945;3;47.95;SALE;20-04-2024 12:41:26
S09/20240420/00008;4;P102671;3;231.95;SALE;20-04-2024 12:41:26
S09/20240420/00008;5;DISC;1;-161.77;DISCOUNT;20-04-2024 12:41:26
S09/20240420/00008;6;TAX;1;253.43;TAX;20-04-2024 12:41:26
S09/20240420/00008;7;TENDER;1;1797.26;TENDER;20-04-2024 12:41:26
S09/20240420/00009;1;P104765;3;405.96;SALE;20-04-2024 18:06:47
S09/20240420/00009;2;P103259;1;298.27;SALE;20-04-2024 18:06:47
S09/20240420/00009;3;P101419;2;179.95;SALE;20-04-2024 18:06:47
S09/20240420/00009;4;P107422;2;193.56;SALE;20-04-2024 18:06:47
S09/20240420/00009;5;TAX;1;208.69;TAX;20-04-2024 18:06:47
S09/20240420/00009;6;TENDER;1;2471.86;TENDER;20-04-2024 18:06:47
S09/20240420/00010;1;P104382;3;58.95;SALE;20-04-2024 15:06:43
S09/20240420/00010;2;TAX;1;8.84;TAX;20-04-2024 15:06:43
S09/20240420/00010;3;TENDER;1;185.69;TENDER;20-04-2024 15:06:43
S09/20240420/00011;1;P105307;1;863.64;SALE;20-04-2024 19:38:44
S09/20240420/00011;2;P103986;3;495.05;SALE;20-04-2024 19:38:44
S09/20240420/00011;3;P107667;2;338.95;SALE;20-04-2024 19:38:44
S09/20240420/00011;4;P101095;2;205.38;SALE;20-04-2024 19:38:44
S09/20240420/00011;5;P105219;3;653.26;SALE;20-04-2024 19:38:44
S09/20240420/00011;6;TAX;1;744.62;TAX;20-04-2024 19:38:44
S09/20240420/00011;7;TENDER;1;6141.85;TENDER;20-04-2024 19:38:44
S09/20240420/00012;1;P102091;2;87.60;SALE;20-04-2024 12:23:44
S09/20240420/00012;2;P102364;2;104.57;SALE;20-04-2024 12:23:44
S09/20240420/00012;3;P100326;4;44.54;SALE;20-04-2024 12:23:44
S09/20240420/00012;4;P105017;2;193.22;SALE;20-04-2024 12:23:44
S09/20240420/00012;5;P106270;3;284.12;SALE;20-04-2024 12:23:44
S09/20240420/00012;6;TAX;1;139.27;TAX;20-04-2024 12:23:44
S09/20240420/00012;7;TENDER;1;1940.57;TENDER;20-04-2024 12:23:44
S09/20240420/00013;1;P101710;3;307.38;SALE;20-04-2024 13:47:06
S09/20240420/00013;2;P100233;3;67.07;SALE;20-04-2024 13:47:06
S09/20240420/00013;3;P101842;2;210.53;SALE;20-04-2024 13:47:06
S09/20240420/00013;4;P100121;1;102.39;SALE;20-04-2024 13:47:06
S09/20240420/00013;5;P100140;2;57.95;SALE;20-04-2024 13:47:06
S09/20240420/00013;6;TAX;1;167.75;TAX;20-04-2024 13:47:06
S09/20240420/00013;7;TENDER;1;1930.45;TENDER;20-04-2024 13:47:06
S09/20240420/00014;1;P102755;4;68.95;SALE;20-04-2024 17:12:37
S09/20240420/00014;2;P104160;1;258.87;SALE;20-04-2024 17:12:37
S09/20240420/00014;3;P104708;2;21.96;SALE;20-04-2024 17:12:37
S09/20240420/00014;4;TAX;1;21.70;TAX;20-04-2024 17:12:37
S09/20240420/00014;5;TENDER;1;600.29;TENDER;20-04-2024 17:12:37
