bill_no,line_no,product_code,qty,unit_price,line_type,ts
S03/20240705/00001,1,P105365,2,393.76,SALE,2024-07-05T23:00:53
S03/20240705/00001,2,P105313,2,51.83,SALE,2024-07-05T23:00:53
S03/20240705/00001,3,P103732,2,94.74,SALE,2024-07-05T23:00:53
S03/20240705/00001,4,P105180,3,103.95,SALE,2024-07-05T23:00:53
S03/20240705/00001,5,P105614,3,652.27,SALE,2024-07-05T23:00:53
S03/20240705/00001,6,P102166,2,52.54,SALE,2024-07-05T23:00:53
S03/20240705/00001,7,P100380,1,136.58,SALE,2024-07-05T23:00:53
S03/20240705/00001,8,TAX,1,547.64,TAX,2024-07-05T23:00:53
S03/20240705/00001,9,TENDER,1,4138.62,TENDER,2024-07-05T23:00:53
S03/20240705/00002,1,P102963,2,365.76,SALE,2024-07-05T11:34:03
S03/20240705/00002,2,P106984,3,28.34,SALE,2024-07-05T11:34:03
S03/20240705/00002,3,P105636,3,543.66,SALE,2024-07-05T11:34:03
S03/20240705/00002,4,P103530,2,427.69,SALE,2024-07-05T11:34:03
S03/20240705/00002,5,P104572,1,179.13,SALE,2024-07-05T11:34:03
S03/20240705/00002,6,P106258,3,423.67,SALE,2024-07-05T11:34:03
S03/20240705/00002,7,P104072,2,708.34,SALE,2024-07-05T11:34:03
S03/20240705/00002,8,TAX,1,433.23,TAX,2024-07-05T11:34:03
S03/20240705/00002,9,TENDER,1,6602.95,TENDER,2024-07-05T11:34:03
S03/20240705/00003,1,P107837,5,94.99,SALE,2024-07-05T12:31:30
S03/20240705/00003,2,P107973,2,271.34,SALE,2024-07-05T12:31:30
S03/20240705/00003,3,P105570,3,345.21,SALE,2024-07-05T12:31:30
S03/20240705/00003,4,P107708,1,163.95,SALE,2024-07-05T12:31:30
S03/20240705/00003,5,P102772,2,151.97,SALE,2024-07-05T12:31:30
S03/20240705/00003,6,P107667,2,338.95,SALE,2024-07-05T12:31:30
S03/20240705/00003,7,DISC,1,-203.22,DISCOUNT,2024-07-05T12:31:30
S03/20240705/00003,8,TAX,1,244.37,TAX,2024-07-05T12:31:30
S03/20240705/00003,9,TENDER,1,3240.20,TENDER,2024-07-05T12:31:30
S03/20240705/00004,1,P107040,2,474.18,SALE,2024-07-05T12:37:20
S03/20240705/00004,2,P108239,1,256.06,SALE,2024-07-05T12:37:20
S03/20240705/00004,3,P102581,2,189.36,SALE,2024-07-05T12:37:20
S03/20240705/00004,4,P105965,3,61.37,SALE,2024-07-05T12:37:20
S03/20240705/00004,5,P101813,4,260.89,SALE,2024-07-05T12:37:20
S03/20240705/00004,6,DISC,1,-109.55,DISCOUNT,2024-07-05T12:37:20
S03/20240705/00004,7,TAX,1,116.91,TAX,2024-07-05T12:37:20
S03/20240705/00004,8,TENDER,1,2818.17,TENDER,2024-07-05T12:37:20
S03/20240705/00005,1,P108174,5,235.92,SALE,2024-07-05T17:09:59
S03/20240705/00005,2,P104938,5,999.94,SALE,2024-07-05T17:09:59
S03/20240705/00005,3,P102321,2,34.60,SALE,2024-07-05T17:09:59
S03/20240705/00005,4,TAX,1,667.25,TAX,2024-07-05T17:09:59
S03/20240705/00005,5,TENDER,1,6915.75,TENDER,2024-07-05T17:09:59
S03/20240705/00006,1,P104202,2,153.74,SALE,2024-07-05T10:48:21
S03/20240705/00006,2,P101507,2,635.95,SALE,2024-07-05T10:48:21
S03/20240705/00006,3,TAX,1,63.60,TAX,2024-07-05T10:48:21
S03/20240705/00006,4,TENDER,1,1642.98,TENDER,2024-07-05T10:48:21
S03/20240705/00007,1,P103964,1,134.21,SALE,2024-07-05T13:03:03
S03/20240705/00007,2,P107028,2,56.60,SALE,2024-07-05T13:03:03
S03/20240705/00007,3,P106997,2,39.70,SALE,2024-07-05T13:03:03
S03/20240705/00007,4,P100194,4,42.41,SALE,2024-07-05T13:03:03
S03/20240705/00007,5,P104718,2,364.54,SALE,2024-07-05T13:03:03
S03/20240705/00007,6,P101638,2,373.95,SALE,2024-07-05T13:03:03
S03/20240705/00007,7,P103958,3,30.95,SALE,2024-07-05T13:03:03
S03/20240705/00007,8,TAX,1,261.10,TAX,2024-07-05T13:03:03
