bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20241026/00001;1;P105187;2;1046.11;SALE;26-10-2024 10:31:54
S07/20241026/00001;2;P100319;1;54.97;SALE;26-10-2024 10:31:54
S07/20241026/00001;3;P102035;4;493.95;SALE;26-10-2024 10:31:54
S07/20241026/00001;4;TAX;1;101.54;TAX;26-10-2024 10:31:54
S07/20241026/00001;5;TENDER;1;4224.53;TENDER;26-10-2024 10:31:54
S07/20241026/00002;1;P105083;2;245.38;SALE;26-10-2024 11:28:51
S07/20241026/00002;2;P104558;1;440.08;SALE;26-10-2024 11:28:51
S07/20241026/00002;3;P105838;2;594.50;SALE;26-10-2024 11:28:51
S07/20241026/00002;4;P107409;5;486.68;SALE;26-10-2024 11:28:51
S07/20241026/00002;5;TAX;1;262.82;TAX;26-10-2024 11:28:51
S07/20241026/00002;6;TENDER;1;4816.06;TENDER;26-10-2024 11:28:51
S07/20241026/00003;1;P103273;3;356.86;SALE;26-10-2024 19:29:05
S07/20241026/00003;2;P101444;4;838.86;SALE;26-10-2024 19:29:05
S07/20241026/00003;3;P107063;3;387.93;SALE;26-10-2024 19:29:05
S07/20241026/00003;4;P107047;5;413.27;SALE;26-10-2024 19:29:05
S07/20241026/00003;5;TAX;1;683.86;TAX;26-10-2024 19:29:05
S07/20241026/00003;6;TENDER;1;8340.02;TENDER;26-10-2024 19:29:05
S07/20241026/00004;1;P100007;3;155.06;SALE;26-10-2024 19:57:49
S07/20241026/00004;2;P104294;5;115.73;SALE;26-10-2024 19:57:49
S07/20241026/00004;3;P101656;1;285.25;SALE;26-10-2024 19:57:49
S07/20241026/00004;4;P106639;2;450.86;SALE;26-10-2024 19:57:49
S07/20241026/00004;5;P101201;4;48.42;SALE;26-10-2024 19:57:49
S07/20241026/00004;6;P104579;1;67.48;SALE;26-10-2024 19:57:49
S07/20241026/00004;7;TAX;1;305.29;TAX;26-10-2024 19:57:49
S07/20241026/00004;8;TENDER;1;2797.25;TENDER;26-10-2024 19:57:49
S07/20241026/00005;1;P100803;3;278.56;SALE;26-10-2024 13:28:45
S07/20241026/00005;2;P102142;2;93.89;SALE;26-10-2024 13:28:45
S07/20241026/00005;3;P104593;3;867.34;SALE;26-10-2024 13:28:45
