bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20241002/00001;1;P101101;1;74.25;SALE;02-10-2024 11:31:31
S07/20241002/00001;2;P103525;2;252.51;SALE;02-10-2024 11:31:31
S07/20241002/00001;3;P102452;1;176.54;SALE;02-10-2024 11:31:31
S07/20241002/00001;4;P105433;3;144.32;SALE;02-10-2024 11:31:31
S07/20241002/00001;5;P106207;3;564.89;SALE;02-10-2024 11:31:31
S07/20241002/00001;6;DISC;1;-235.34;DISCOUNT;02-10-2024 11:31:31
S07/20241002/00001;7;TAX;1;391.20;TAX;02-10-2024 11:31:31
S07/20241002/00001;8;TENDER;1;3039.30;TENDER;02-10-2024 11:31:31
S07/20241002/00002;1;P100889;3;1028.39;SALE;02-10-2024 13:41:57
S07/20241002/00002;2;P107149;1;145.83;SALE;02-10-2024 13:41:57
S07/20241002/00002;3;TAX;1;180.51;TAX;02-10-2024 13:41:57
S07/20241002/00002;4;TENDER;1;3411.51;TENDER;02-10-2024 13:41:57
S07/20241002/00003;1;P104670;-3;108.77;RETURN;02-10-2024 15:26:14
S07/20241002/00003;2;P106592;-1;775.11;RETURN;02-10-2024 15:26:14
S07/20241002/00003;3;P103281;-1;163.32;RETURN;02-10-2024 15:26:14
S07/20241002/00003;4;P107536;-5;1613.47;RETURN;02-10-2024 15:26:14
S07/20241002/00003;5;P107381;-3;195.99;RETURN;02-10-2024 15:26:14
S07/20241002/00003;6;P104149;-3;88.07;RETURN;02-10-2024 15:26:14
S07/20241002/00003;7;P101940;-4;201.44;RETURN;02-10-2024 15:26:14
S07/20241002/00003;8;TAX;1;-307.35;TAX;02-10-2024 15:26:14
S07/20241002/00003;9;TENDER;1;-11297.38;TENDER;02-10-2024 15:26:14
S07/20241002/00004;1;P101720;2;44.26;SALE;02-10-2024 18:40:23
S07/20241002/00004;2;P104334;2;294.34;SALE;02-10-2024 18:40:23
S07/20241002/00004;3;P108159;1;488.81;SALE;02-10-2024 18:40:23
S07/20241002/00004;4;P103374;1;35.97;SALE;02-10-2024 18:40:23
S07/20241002/00004;5;P103950;5;1283.54;SALE;02-10-2024 18:40:23
S07/20241002/00004;6;P104965;2;88.50;SALE;02-10-2024 18:40:23
S07/20241002/00004;7;P104512;2;94.53;SALE;02-10-2024 18:40:23
S07/20241002/00004;8;TAX;1;379.52;TAX;02-10-2024 18:40:23
S07/20241002/00004;9;TENDER;1;8365.26;TENDER;02-10-2024 18:40:23
S07/20241002/00005;1;P102184;1;91.57;SALE;02-10-2024 13:49:28
S07/20241002/00005;2;P102811;3;199.78;SALE;02-10-2024 13:49:28
