ts,bill_no,line_no,line_type,product_code,unit_price,qty
1709127833,S12/20240228/00001,1,SALE,P105937,259.08,2
1709127833,S12/20240228/00001,2,SALE,P104404,877.95,3
1709127833,S12/20240228/00001,3,SALE,P102972,212.89,1
1709127833,S12/20240228/00001,4,SALE,P101859,64.95,3
1709127833,S12/20240228/00001,5,SALE,P103118,40.95,2
1709127833,S12/20240228/00001,6,TAX,TAX,462.35,1
1709127833,S12/20240228/00001,7,TENDER,TENDER,4104.00,1
1709159463,S12/20240228/00002,1,SALE,P101732,1250.95,2
1709159463,S12/20240228/00002,2,SALE,P103214,283.38,1
1709159463,S12/20240228/00002,3,SALE,P104308,53.87,1
1709159463,S12/20240228/00002,4,SALE,P101558,44.31,1
1709159463,S12/20240228/00002,5,SALE,P106162,527.95,3
1709159463,S12/20240228/00002,6,SALE,P101404,214.54,2
1709159463,S12/20240228/00002,7,SALE,P105351,102.95,3
1709159463,S12/20240228/00002,8,TAX,TAX,409.12,1
1709159463,S12/20240228/00002,9,TENDER,TENDER,5614.36,1
1709156317,S12/20240228/00003,1,SALE,P103452,1006.95,2
1709156317,S12/20240228/00003,2,SALE,P102849,641.17,2
1709156317,S12/20240228/00003,3,SALE,P105468,994.58,3
1709156317,S12/20240228/00003,4,TAX,TAX,403.76,1
1709156317,S12/20240228/00003,5,TENDER,TENDER,6683.74,1
1709142510,S12/20240228/00004,1,SALE,P104497,212.37,2
1709142510,S12/20240228/00004,2,SALE,P102436,262.55,4
1709142510,S12/20240228/00004,3,SALE,P103510,183.91,2
1709142510,S12/20240228/00004,4,TAX,TAX,228.66,1
1709142510,S12/20240228/00004,5,TENDER,TENDER,2071.42,1
1709125279,S12/20240228/00005,1,SALE,P102931,737.59,1
1709125279,S12/20240228/00005,2,SALE,P102993,293.96,2
1709125279,S12/20240228/00005,3,SALE,P106599,224.95,2
1709125279,S12/20240228/00005,4,SALE,P101720,43.95,1
1709125279,S12/20240228/00005,5,SALE,P107863,489.79,3
1709125279,S12/20240228/00005,6,SALE,P101669,48.95,2
1709125279,S12/20240228/00005,7,SALE,P103766,191.95,3
1709125279,S12/20240228/00005,8,TAX,TAX,389.14,1
1709125279,S12/20240228/00005,9,TENDER,TENDER,4351.62,1
1709137909,S12/20240228/00006,1,SALE,P102814,524.95,3
1709137909,S12/20240228/00006,2,SALE,P105246,827.34,2
1709137909,S12/20240228/00006,3,SALE,P105944,985.47,3
1709137909,S12/20240228/00006,4,TAX,TAX,516.25,1
1709137909,S12/20240228/00006,5,TENDER,TENDER,6702.19,1
1709128636,S12/20240228/00007,1,SALE,P107246,310.13,2
1709128636,S12/20240228/00007,2,SALE,P104372,105.38,2
1709128636,S12/20240228/00007,3,SALE,P102122,126.23,5
1709128636,S12/20240228/00007,4,SALE,P108191,301.95,6
1709128636,S12/20240228/00007,5,TAX,TAX,326.38,1
1709128636,S12/20240228/00007,6,TENDER,TENDER,3600.25,1
1709130419,S12/20240228/00008,1,SALE,P103035,1201.33,4
1709130419,S12/20240228/00008,2,SALE,P105868,70.72,3
1709130419,S12/20240228/00008,3,TAX,TAX,250.87,1
1709130419,S12/20240228/00008,4,TENDER,TENDER,5268.35,1
1709126359,S12/20240228/00009,1,SALE,P101356,1054.95,3
1709126359,S12/20240228/00009,2,SALE,P105937,259.08,5
1709126359,S12/20240228/00009,3,SALE,P100640,330.95,3
1709126359,S12/20240228/00009,4,SALE,P107463,177.06,1
1709126359,S12/20240228/00009,5,SALE,P103328,236.27,3
1709126359,S12/20240228/00009,6,TAX,TAX,670.01,1
