bill_no,line_no,product_code,qty,unit_price,line_type,ts
S01/20240914/00001,1,P107003,2,1186.93,SALE,2024-09-14T12:52:26
S01/20240914/00001,2,P103918,3,527.10,SALE,2024-09-14T12:52:26
S01/20240914/00001,3,P105729,3,70.06,SALE,2024-09-14T12:52:26
S01/20240914/00001,4,P102465,4,1410.14,SALE,2024-09-14T12:52:26
S01/20240914/00001,5,P103105,2,31.43,SALE,2024-09-14T12:52:26
S01/20240914/00001,6,P106844,2,23.44,SALE,2024-09-14T12:52:26
S01/20240914/00001,7,TAX,1,418.68,TAX,2024-09-14T12:52:26
S01/20240914/00001,8,TENDER,1,10334.32,TENDER,2024-09-14T12:52:26
S01/20240914/00002,1,P107053,2,457.07,SALE,2024-09-14T11:15:04
S01/20240914/00002,2,P107681,2,193.13,SALE,2024-09-14T11:15:04
S01/20240914/00002,3,P103777,3,44.82,SALE,2024-09-14T11:15:04
S01/20240914/00002,4,P103629,1,60.58,SALE,2024-09-14T11:15:04
S01/20240914/00002,5,P106072,2,78.69,SALE,2024-09-14T11:15:04
S01/20240914/00002,6,TAX,1,151.75,TAX,2024-09-14T11:15:04
S01/20240914/00002,7,TENDER,1,1804.57,TENDER,2024-09-14T11:15:04
S01/20240914/00003,1,P106027,1,1505.86,SALE,2024-09-14T12:51:48
S01/20240914/00003,2,P104026,3,152.97,SALE,2024-09-14T12:51:48
S01/20240914/00003,3,P103438,1,187.96,SALE,2024-09-14T12:51:48
S01/20240914/00003,4,P105337,1,35.20,SALE,2024-09-14T12:51:48
S01/20240914/00003,5,DISC,1,-122.50,DISCOUNT,2024-09-14T12:51:48
S01/20240914/00003,6,TAX,1,32.19,TAX,2024-09-14T12:51:48
S01/20240914/00003,7,TENDER,1,2097.62,TENDER,2024-09-14T12:51:48
S01/20240914/00004,1,P100850,4,172.84,SALE,2024-09-14T17:26:07
S01/20240914/00004,2,P103040,2,410.59,SALE,2024-09-14T17:26:07
S01/20240914/00004,3,P100921,2,441.43,SALE,2024-09-14T17:26:07
S01/20240914/00004,4,P108067,1,640.50,SALE,2024-09-14T17:26:07
S01/20240914/00004,5,TAX,1,389.69,TAX,2024-09-14T17:26:07
S01/20240914/00004,6,TENDER,1,3425.59,TENDER,2024-09-14T17:26:07
S01/20240914/00005,1,P105069,4,168.30,SALE,2024-09-14T19:40:37
S01/20240914/00005,2,TAX,1,121.18,TAX,2024-09-14T19:40:37
S01/20240914/00005,3,TENDER,1,794.38,TENDER,2024-09-14T19:40:37
S01/20240914/00006,1,P102096,2,982.72,SALE,2024-09-14T15:41:39
S01/20240914/00006,2,P107182,3,112.81,SALE,2024-09-14T15:41:39
S01/20240914/00006,3,TAX,1,296.77,TAX,2024-09-14T15:41:39
S01/20240914/00006,4,TENDER,1,2600.64,TENDER,2024-09-14T15:41:39
S01/20240914/00007,1,P107681,2,193.13,SALE,2024-09-14T18:15:10
S01/20240914/00007,2,P103999,3,110.96,SALE,2024-09-14T18:15:10
S01/20240914/00007,3,P108346,2,534.07,SALE,2024-09-14T18:15:10
S01/20240914/00007,4,TAX,1,139.58,TAX,2024-09-14T18:15:10
S01/20240914/00007,5,TENDER,1,1926.86,TENDER,2024-09-14T18:15:10
S01/20240914/00008,1,P105729,-2,70.06,RETURN,2024-09-14T09:20:57
S01/20240914/00008,2,P104572,-2,182.16,RETURN,2024-09-14T09:20:57
S01/20240914/00008,3,P100164,-1,594.91,RETURN,2024-09-14T09:20:57
S01/20240914/00008,4,P106907,-3,321.26,RETURN,2024-09-14T09:20:57
S01/20240914/00008,5,P107826,-3,117.63,RETURN,2024-09-14T09:20:57
S01/20240914/00008,6,P107495,-1,448.19,RETURN,2024-09-14T09:20:57
S01/20240914/00008,7,TAX,1,-246.65,TAX,2024-09-14T09:20:57
S01/20240914/00008,8,TENDER,1,-3110.86,TENDER,2024-09-14T09:20:57
S01/20240914/00009,1,P102761,1,170.84,SALE,2024-09-14T16:16:12
S01/20240914/00009,2,P100717,5,535.58,SALE,2024-09-14T16:16:12
S01/20240914/00009,3,P102794,1,416.24,SALE,2024-09-14T16:16:12
S01/20240914/00009,4,TAX,1,482.02,TAX,2024-09-14T16:16:12
S01/20240914/00009,5,TENDER,1,3747.00,TENDER,2024-09-14T16:16:12
S01/20240914/00010,1,P106473,2,298.68,SALE,2024-09-14T16:47:02
S01/20240914/00010,2,P100339,3,299.99,SALE,2024-09-14T16:47:02
S01/20240914/00010,3,P108162,4,257.55,SALE,2024-09-14T16:47:02
S01/20240914/00010,4,TAX,1,321.03,TAX,2024-09-14T16:47:02
S01/20240914/00010,5,TENDER,1,2848.56,TENDER,2024-09-14T16:47:02
S01/20240914/00011,1,P104867,2,190.50,SALE,2024-09-14T15:10:58
S01/20240914/00011,2,P108374,3,1311.92,SALE,2024-09-14T15:10:58
S01/20240914/00011,3,P100904,1,68.79,SALE,2024-09-14T15:10:58
S01/20240914/00011,4,P101899,2,345.29,SALE,2024-09-14T15:10:58
S01/20240914/00011,5,TAX,1,155.74,TAX,2024-09-14T15:10:58
S01/20240914/00011,6,TENDER,1,5231.87,TENDER,2024-09-14T15:10:58
S01/20240914/00012,1,P102691,3,219.72,SALE,2024-09-14T11:41:11
S01/20240914/00012,2,P100711,2,101.23,SALE,2024-09-14T11:41:11
S01/20240914/00012,3,P104212,1,400.09,SALE,2024-09-14T11:41:11
S01/20240914/00012,4,P105490,3,154.49,SALE,2024-09-14T11:41:11
S01/20240914/00012,5,P104944,2,54.97,SALE,2024-09-14T11:41:11
S01/20240914/00012,6,TAX,1,244.63,TAX,2024-09-14T11:41:11
S01/20240914/00012,7,TENDER,1,2079.75,TENDER,2024-09-14T11:41:11
S01/20240914/00013,1,P102114,2,128.95,SALE,2024-09-14T14:32:54
