ts,bill_no,line_no,line_type,product_code,unit_price,qty
1731592036,S12/20241114/00001,1,SALE,P100121,113.08,4
1731592036,S12/20241114/00001,2,SALE,P106191,1230.97,2
1731592036,S12/20241114/00001,3,TAX,TAX,22.62,1
1731592036,S12/20241114/00001,4,TENDER,TENDER,2936.88,1
1731609685,S12/20241114/00002,1,SALE,P102845,240.19,2
1731609685,S12/20241114/00002,2,SALE,P108326,472.80,2
1731609685,S12/20241114/00002,3,SALE,P103757,159.40,2
1731609685,S12/20241114/00002,4,TAX,TAX,153.43,1
1731609685,S12/20241114/00002,5,TENDER,TENDER,1898.21,1
1731626679,S12/20241114/00003,1,SALE,P102280,644.81,3
1731626679,S12/20241114/00003,2,SALE,P108247,252.59,2
1731626679,S12/20241114/00003,3,SALE,P105356,232.26,1
1731626679,S12/20241114/00003,4,SALE,P102296,48.88,1
1731626679,S12/20241114/00003,5,SALE,P101810,793.98,2
1731626679,S12/20241114/00003,6,TAX,TAX,650.10,1
1731626679,S12/20241114/00003,7,TENDER,TENDER,4958.81,1
1731608052,S12/20241114/00004,1,SALE,P107158,147.89,1
1731608052,S12/20241114/00004,2,SALE,P104765,401.36,2
1731608052,S12/20241114/00004,3,SALE,P101122,69.38,1
1731608052,S12/20241114/00004,4,TAX,TAX,135.44,1
1731608052,S12/20241114/00004,5,TENDER,TENDER,1155.43,1
1731612387,S12/20241114/00005,1,SALE,P104242,308.27,1
1731612387,S12/20241114/00005,2,SALE,P102755,75.17,1
1731612387,S12/20241114/00005,3,SALE,P103316,1774.02,3
1731612387,S12/20241114/00005,4,SALE,P104328,64.22,3
1731612387,S12/20241114/00005,5,SALE,P107149,145.83,2
1731612387,S12/20241114/00005,6,SALE,P102549,139.23,3
1731612387,S12/20241114/00005,7,TAX,TAX,741.53,1
1731612387,S12/20241114/00005,8,TENDER,TENDER,7349.04,1
1731576204,S12/20241114/00006,1,SALE,P102383,10.62,2
1731576204,S12/20241114/00006,2,SALE,P106757,387.95,3
1731576204,S12/20241114/00006,3,SALE,P105042,66.53,1
1731576204,S12/20241114/00006,4,DISCOUNT,DISC,-132.29,1
1731576204,S12/20241114/00006,5,TAX,TAX,66.17,1
1731576204,S12/20241114/00006,6,TENDER,TENDER,1185.50,1
1731596695,S12/20241114/00007,1,SALE,P101660,193.14,1
1731596695,S12/20241114/00007,2,SALE,P105882,222.02,1
1731596695,S12/20241114/00007,3,SALE,P107767,510.38,1
1731596695,S12/20241114/00007,4,SALE,P101258,216.42,4
1731596695,S12/20241114/00007,5,TAX,TAX,230.96,1
1731596695,S12/20241114/00007,6,TENDER,TENDER,2022.18,1
1731617160,S12/20241114/00008,1,SALE,P108076,151.55,5
1731617160,S12/20241114/00008,2,SALE,P104064,358.77,1
1731617160,S12/20241114/00008,3,SALE,P104469,1631.11,3
1731617160,S12/20241114/00008,4,SALE,P104048,193.57,2
1731617160,S12/20241114/00008,5,SALE,P107743,197.87,2
1731617160,S12/20241114/00008,6,SALE,P102021,90.22,2
1731617160,S12/20241114/00008,7,SALE,P102794,416.24,1
1731617160,S12/20241114/00008,8,SALE,P106478,56.12,2
1731617160,S12/20241114/00008,9,TAX,TAX,887.86,1
1731617160,S12/20241114/00008,10,TENDER,TENDER,8389.51,1
1731597409,S12/20241114/00009,1,SALE,P105845,121.94,1
1731597409,S12/20241114/00009,2,TAX,TAX,21.95,1
1731597409,S12/20241114/00009,3,TENDER,TENDER,143.89,1
1731597611,S12/20241114/00010,1,SALE,P105164,242.35,7
1731597611,S12/20241114/00010,2,SALE,P103090,841.97,2
1731597611,S12/20241114/00010,3,SALE,P101283,263.48,2
1731597611,S12/20241114/00010,4,SALE,P100499,258.12,2
1731597611,S12/20241114/00010,5,SALE,P102744,98.75,2
1731597611,S12/20241114/00010,6,VOID,P105164,242.35,-7
1731597611,S12/20241114/00010,7,VOID,P103090,841.97,-2
1731597611,S12/20241114/00010,8,VOID,P101283,263.48,-2
1731597611,S12/20241114/00010,9,VOID,P100499,258.12,-2
1731597611,S12/20241114/00010,10,VOID,P102744,98.75,-2
1731597611,S12/20241114/00010,11,TAX,TAX,0.00,1
1731597611,S12/20241114/00010,12,TENDER,TENDER,0.00,1
1731585262,S12/20241114/00011,1,SALE,P107903,22.86,2
1731585262,S12/20241114/00011,2,SALE,P103202,295.26,2
1731585262,S12/20241114/00011,3,SALE,P108282,472.97,4
1731585262,S12/20241114/00011,4,SALE,P105075,45.61,2
1731585262,S12/20241114/00011,5,SALE,P101622,272.35,3
1731585262,S12/20241114/00011,6,SALE,P108247,252.59,2
1731585262,S12/20241114/00011,7,SALE,P101558,52.58,1
1731585262,S12/20241114/00011,8,SALE,P102569,116.37,3
1731585262,S12/20241114/00011,9,SALE,P102424,333.88,2
1731585262,S12/20241114/00011,10,TAX,TAX,406.64,1
1731585262,S12/20241114/00011,11,TENDER,TENDER,5417.66,1
1731598098,S12/20241114/00012,1,SALE,P103680,210.26,2
1731598098,S12/20241114/00012,2,SALE,P101034,94.74,2
1731598098,S12/20241114/00012,3,SALE,P100463,290.57,3
1731598098,S12/20241114/00012,4,SALE,P105394,327.72,3
1731598098,S12/20241114/00012,5,SALE,P104417,332.65,1
1731598098,S12/20241114/00012,6,TAX,TAX,344.23,1
1731598098,S12/20241114/00012,7,TENDER,TENDER,3141.75,1
1731602608,S12/20241114/00013,1,SALE,P102811,199.78,1
1731602608,S12/20241114/00013,2,SALE,P101428,431.72,4
1731602608,S12/20241114/00013,3,SALE,P104827,168.97,1
1731602608,S12/20241114/00013,4,SALE,P101638,402.54,2
1731602608,S12/20241114/00013,5,TAX,TAX,417.44,1
1731602608,S12/20241114/00013,6,TENDER,TENDER,3318.15,1
1731609270,S12/20241114/00014,1,SALE,P106955,204.37,2
1731609270,S12/20241114/00014,2,SALE,P101062,52.38,3
1731609270,S12/20241114/00014,3,SALE,P103661,125.81,4
1731609270,S12/20241114/00014,4,TAX,TAX,118.88,1
1731609270,S12/20241114/00014,5,TENDER,TENDER,1188.00,1
1731608538,S12/20241114/00015,1,SALE,P106745,621.98,4
1731608538,S12/20241114/00015,2,SALE,P106512,467.07,2
1731608538,S12/20241114/00015,3,SALE,P105479,253.92,2
1731608538,S12/20241114/00015,4,SALE,P103575,54.47,1
1731608538,S12/20241114/00015,5,SALE,P101122,69.38,3
1731608538,S12/20241114/00015,6,SALE,P105507,22.07,3
1731608538,S12/20241114/00015,7,SALE,P102691,219.72,1
1731608538,S12/20241114/00015,8,SALE,P104107,479.48,2
1731608538,S12/20241114/00015,9,TAX,TAX,900.70,1
1731608538,S12/20241114/00015,10,TENDER,TENDER,6338.10,1
1731610528,S12/20241114/00016,1,SALE,P101884,352.98,2
1731610528,S12/20241114/00016,2,SALE,P106181,778.60,1
1731610528,S12/20241114/00016,3,SALE,P102569,116.37,5
1731610528,S12/20241114/00016,4,SALE,P106584,247.63,3
1731610528,S12/20241114/00016,5,TAX,TAX,154.54,1
1731610528,S12/20241114/00016,6,TENDER,TENDER,2963.84,1
1731597245,S12/20241114/00017,1,SALE,P100686,800.21,2
1731597245,S12/20241114/00017,2,SALE,P103035,1333.74,2
1731597245,S12/20241114/00017,3,SALE,P103382,196.46,4
1731597245,S12/20241114/00017,4,TAX,TAX,172.67,1
1731597245,S12/20241114/00017,5,TENDER,TENDER,5226.41,1
1731586671,S12/20241114/00018,1,SALE,P104226,303.01,1
1731586671,S12/20241114/00018,2,SALE,P101208,593.86,3
1731586671,S12/20241114/00018,3,SALE,P102415,1370.39,2
1731586671,S12/20241114/00018,4,SALE,P101578,44.18,4
1731586671,S12/20241114/00018,5,SALE,P100479,342.92,2
1731586671,S12/20241114/00018,6,TAX,TAX,228.18,1
1731586671,S12/20241114/00018,7,TENDER,TENDER,5916.11,1
1731606986,S12/20241114/00019,1,SALE,P106336,452.43,1
1731606986,S12/20241114/00019,2,SALE,P108131,627.37,5
1731606986,S12/20241114/00019,3,SALE,P103068,153.43,1
