ts,bill_no,line_no,line_type,product_code,unit_price,qty
1731072193,S12/20241108/00001,1,SALE,P101083,349.65,2
1731072193,S12/20241108/00001,2,SALE,P103542,398.89,2
1731072193,S12/20241108/00001,3,DISCOUNT,DISC,-170.12,1
1731072193,S12/20241108/00001,4,TAX,TAX,196.43,1
1731072193,S12/20241108/00001,5,TENDER,TENDER,1523.39,1
1731077853,S12/20241108/00002,1,SALE,P102874,142.11,3
1731077853,S12/20241108/00002,2,SALE,P108369,343.20,1
1731077853,S12/20241108/00002,3,SALE,P103749,17.91,1
1731077853,S12/20241108/00002,4,SALE,P107984,357.15,2
1731077853,S12/20241108/00002,5,SALE,P106336,452.43,1
1731077853,S12/20241108/00002,6,SALE,P105400,53.13,1
1731077853,S12/20241108/00002,7,TAX,TAX,305.89,1
1731077853,S12/20241108/00002,8,TENDER,TENDER,2313.19,1
1731096661,S12/20241108/00003,1,SALE,P102404,370.32,1
1731096661,S12/20241108/00003,2,SALE,P103435,443.24,1
1731096661,S12/20241108/00003,3,SALE,P100767,277.22,3
1731096661,S12/20241108/00003,4,SALE,P103234,128.39,1
1731096661,S12/20241108/00003,5,SALE,P106084,592.14,2
1731096661,S12/20241108/00003,6,SALE,P105531,502.91,3
1731096661,S12/20241108/00003,7,TAX,TAX,442.95,1
1731096661,S12/20241108/00003,8,TENDER,TENDER,4909.57,1
1731078387,S12/20241108/00004,1,SALE,P105483,160.65,1
1731078387,S12/20241108/00004,2,SALE,P102735,534.08,2
1731078387,S12/20241108/00004,3,SALE,P104168,512.27,2
1731078387,S12/20241108/00004,4,SALE,P106452,31.15,1
1731078387,S12/20241108/00004,5,TAX,TAX,273.97,1
1731078387,S12/20241108/00004,6,TENDER,TENDER,2558.47,1
1731079019,S12/20241108/00005,1,SALE,P106745,621.98,2
1731079019,S12/20241108/00005,2,SALE,P106522,203.79,1
1731079019,S12/20241108/00005,3,SALE,P103517,177.49,2
1731079019,S12/20241108/00005,4,SALE,P105997,124.60,4
1731079019,S12/20241108/00005,5,SALE,P104294,115.73,2
1731079019,S12/20241108/00005,6,TAX,TAX,286.80,1
1731079019,S12/20241108/00005,7,TENDER,TENDER,2819.39,1
1731094412,S12/20241108/00006,1,SALE,P103340,537.50,3
1731094412,S12/20241108/00006,2,SALE,P106686,298.52,2
