ts,bill_no,line_no,line_type,product_code,unit_price,qty
1731661994,S12/20241115/00001,1,SALE,P107542,162.57,2
1731661994,S12/20241115/00001,2,SALE,P103144,145.27,2
1731661994,S12/20241115/00001,3,SALE,P106415,911.99,1
1731661994,S12/20241115/00001,4,SALE,P100026,315.91,2
1731661994,S12/20241115/00001,5,SALE,P107381,195.99,2
1731661994,S12/20241115/00001,6,SALE,P101968,12.46,4
1731661994,S12/20241115/00001,7,SALE,P100260,1120.33,3
1731661994,S12/20241115/00001,8,DISCOUNT,DISC,-564.48,1
1731661994,S12/20241115/00001,9,TAX,TAX,191.54,1
1731661994,S12/20241115/00001,10,TENDER,TENDER,5589.36,1
1731675014,S12/20241115/00002,1,SALE,P100308,361.53,3
1731675014,S12/20241115/00002,2,SALE,P101933,1344.63,1
1731675014,S12/20241115/00002,3,SALE,P102023,425.67,2
1731675014,S12/20241115/00002,4,SALE,P101925,186.54,1
1731675014,S12/20241115/00002,5,SALE,P106872,73.12,1
1731675014,S12/20241115/00002,6,TAX,TAX,440.41,1
1731675014,S12/20241115/00002,7,TENDER,TENDER,3980.63,1
1731683134,S12/20241115/00003,1,SALE,P102768,158.73,2
1731683134,S12/20241115/00003,2,SALE,P108144,253.94,2
1731683134,S12/20241115/00003,3,SALE,P100717,561.52,2
1731683134,S12/20241115/00003,4,SALE,P107646,225.19,5
1731683134,S12/20241115/00003,5,TAX,TAX,376.53,1
1731683134,S12/20241115/00003,6,TENDER,TENDER,3450.86,1
1731695880,S12/20241115/00004,1,SALE,P105772,576.55,5
1731695880,S12/20241115/00004,2,SALE,P105918,294.44,1
1731695880,S12/20241115/00004,3,SALE,P103231,241.80,3
1731695880,S12/20241115/00004,4,SALE,P106123,248.44,2
1731695880,S12/20241115/00004,5,SALE,P107966,391.71,6
1731695880,S12/20241115/00004,6,TAX,TAX,608.16,1
1731695880,S12/20241115/00004,7,TENDER,TENDER,7357.89,1
1731712480,S12/20241115/00005,1,SALE,P104266,431.11,2
1731712480,S12/20241115/00005,2,SALE,P100816,806.93,2
1731712480,S12/20241115/00005,3,SALE,P106258,423.67,2
1731712480,S12/20241115/00005,4,SALE,P108110,16.57,1
1731712480,S12/20241115/00005,5,TAX,TAX,394.21,1
1731712480,S12/20241115/00005,6,TENDER,TENDER,3734.20,1
1731672880,S12/20241115/00006,1,SALE,P104042,365.03,3
1731672880,S12/20241115/00006,2,SALE,P102404,370.32,2
1731672880,S12/20241115/00006,3,SALE,P101184,64.09,2
1731672880,S12/20241115/00006,4,SALE,P102193,343.13,1
1731672880,S12/20241115/00006,5,SALE,P108369,343.20,1
1731672880,S12/20241115/00006,6,SALE,P100921,441.43,1
1731672880,S12/20241115/00006,7,SALE,P101356,1264.05,2
1731672880,S12/20241115/00006,8,TAX,TAX,476.19,1
1731672880,S12/20241115/00006,9,TENDER,TENDER,6095.96,1
1731698945,S12/20241115/00007,1,SALE,P102814,543.91,1
1731698945,S12/20241115/00007,2,SALE,P100268,197.00,4
1731698945,S12/20241115/00007,3,SALE,P100421,121.56,3
1731698945,S12/20241115/00007,4,SALE,P103600,107.84,2
1731698945,S12/20241115/00007,5,DISCOUNT,DISC,-225.30,1
1731698945,S12/20241115/00007,6,TAX,TAX,68.26,1
1731698945,S12/20241115/00007,7,TENDER,TENDER,1755.23,1
1731698019,S12/20241115/00008,1,RETURN,P100627,440.29,-2
1731698019,S12/20241115/00008,2,RETURN,P107432,45.60,-2
1731698019,S12/20241115/00008,3,RETURN,P107330,134.92,-3
1731698019,S12/20241115/00008,4,RETURN,P105677,109.29,-5
1731698019,S12/20241115/00008,5,TAX,TAX,-219.81,1
1731698019,S12/20241115/00008,6,TENDER,TENDER,-2142.80,1
1731691834,S12/20241115/00009,1,SALE,P102972,227.38,3
1731691834,S12/20241115/00009,2,SALE,P103337,94.03,2
1731691834,S12/20241115/00009,3,SALE,P104133,248.31,3
1731691834,S12/20241115/00009,4,TAX,TAX,91.26,1
1731691834,S12/20241115/00009,5,TENDER,TENDER,1706.39,1
1731698583,S12/20241115/00010,1,SALE,P101925,186.54,1
1731698583,S12/20241115/00010,2,SALE,P100456,982.47,3
1731698583,S12/20241115/00010,3,TAX,TAX,180.95,1
1731698583,S12/20241115/00010,4,TENDER,TENDER,3314.90,1
1731689875,S12/20241115/00011,1,SALE,P104361,1519.18,1
1731689875,S12/20241115/00011,2,SALE,P102933,610.87,4
1731689875,S12/20241115/00011,3,TAX,TAX,475.52,1
1731689875,S12/20241115/00011,4,TENDER,TENDER,4438.18,1
1731693054,S12/20241115/00012,1,SALE,P103904,1027.04,4
1731693054,S12/20241115/00012,2,SALE,P106528,832.82,2
1731693054,S12/20241115/00012,3,SALE,P102035,471.15,1
1731693054,S12/20241115/00012,4,SALE,P106072,78.69,1
1731693054,S12/20241115/00012,5,SALE,P106258,423.67,3
1731693054,S12/20241115/00012,6,TAX,TAX,501.84,1
1731693054,S12/20241115/00012,7,TENDER,TENDER,8096.49,1
1731685660,S12/20241115/00013,1,SALE,P103701,1171.33,2
1731685660,S12/20241115/00013,2,SALE,P101681,139.09,1
1731685660,S12/20241115/00013,3,SALE,P105288,271.73,4
1731685660,S12/20241115/00013,4,TAX,TAX,133.82,1
1731685660,S12/20241115/00013,5,TENDER,TENDER,3702.49,1
1731677776,S12/20241115/00014,1,SALE,P101955,364.45,1
1731677776,S12/20241115/00014,2,SALE,P105765,529.25,1
1731677776,S12/20241115/00014,3,SALE,P101311,481.74,2
1731677776,S12/20241115/00014,4,TAX,TAX,209.04,1
1731677776,S12/20241115/00014,5,TENDER,TENDER,2066.22,1
1731695623,S12/20241115/00015,1,SALE,P104645,1052.62,2
1731695623,S12/20241115/00015,2,SALE,P102768,158.73,1
1731695623,S12/20241115/00015,3,TAX,TAX,28.57,1
1731695623,S12/20241115/00015,4,TENDER,TENDER,2292.54,1
1731677236,S12/20241115/00016,1,SALE,P105835,238.39,2
1731677236,S12/20241115/00016,2,SALE,P104572,182.16,2
1731677236,S12/20241115/00016,3,SALE,P104802,213.28,2
1731677236,S12/20241115/00016,4,SALE,P101515,60.18,1
1731677236,S12/20241115/00016,5,SALE,P100803,278.56,1
1731677236,S12/20241115/00016,6,TAX,TAX,132.76,1
1731677236,S12/20241115/00016,7,TENDER,TENDER,1739.16,1
1731675488,S12/20241115/00017,1,SALE,P106885,137.92,1
1731675488,S12/20241115/00017,2,SALE,P107246,313.74,3
1731675488,S12/20241115/00017,3,SALE,P101547,66.03,2
1731675488,S12/20241115/00017,4,TAX,TAX,200.85,1
1731675488,S12/20241115/00017,5,TENDER,TENDER,1412.05,1
1731699777,S12/20241115/00018,1,SALE,P102142,93.89,4
1731699777,S12/20241115/00018,2,SALE,P104898,181.50,2
1731699777,S12/20241115/00018,3,SALE,P103766,212.45,1
1731699777,S12/20241115/00018,4,SALE,P103843,660.15,3
1731699777,S12/20241115/00018,5,TAX,TAX,404.03,1
1731699777,S12/20241115/00018,6,TENDER,TENDER,3335.49,1
1731696394,S12/20241115/00019,1,SALE,P104891,757.22,1
1731696394,S12/20241115/00019,2,SALE,P107158,147.89,1
1731696394,S12/20241115/00019,3,SALE,P103231,241.80,1
1731696394,S12/20241115/00019,4,SALE,P105119,106.45,3
1731696394,S12/20241115/00019,5,TAX,TAX,187.06,1
1731696394,S12/20241115/00019,6,TENDER,TENDER,1653.32,1
1731680596,S12/20241115/00020,1,SALE,P104410,541.11,2
1731680596,S12/20241115/00020,2,SALE,P107843,486.47,1
1731680596,S12/20241115/00020,3,SALE,P103682,372.67,3
1731680596,S12/20241115/00020,4,SALE,P103222,427.41,6
1731680596,S12/20241115/00020,5,TAX,TAX,791.34,1
1731680596,S12/20241115/00020,6,TENDER,TENDER,6042.50,1
1731674319,S12/20241115/00021,1,SALE,P108275,504.53,1
1731674319,S12/20241115/00021,2,SALE,P100577,300.10,3
1731674319,S12/20241115/00021,3,SALE,P104980,92.75,3
1731674319,S12/20241115/00021,4,TAX,TAX,266.78,1
