ts,bill_no,line_no,line_type,product_code,unit_price,qty
1705257458,S11/20240114/00001,1,SALE,P108131,611.06,2
1705257458,S11/20240114/00001,2,SALE,P106277,395.95,4
1705257458,S11/20240114/00001,3,SALE,P100239,352.95,1
1705257458,S11/20240114/00001,4,SALE,P104378,93.02,2
1705257458,S11/20240114/00001,5,SALE,P103171,56.95,1
1705257458,S11/20240114/00001,6,SALE,P104628,196.55,2
1705257458,S11/20240114/00001,7,TAX,TAX,278.58,1
1705257458,S11/20240114/00001,8,TENDER,TENDER,4073.54,1
1705233534,S11/20240114/00002,1,SALE,P107362,61.09,2
1705233534,S11/20240114/00002,2,SALE,P104277,136.95,3
1705233534,S11/20240114/00002,3,SALE,P104572,179.13,1
1705233534,S11/20240114/00002,4,SALE,P107695,282.58,1
1705233534,S11/20240114/00002,5,TAX,TAX,131.12,1
1705233534,S11/20240114/00002,6,TENDER,TENDER,1125.86,1
1705272331,S11/20240114/00003,1,SALE,P104257,41.91,2
1705272331,S11/20240114/00003,2,SALE,P105562,128.95,3
1705272331,S11/20240114/00003,3,SALE,P105594,317.30,3
1705272331,S11/20240114/00003,4,SALE,P105268,255.65,2
1705272331,S11/20240114/00003,5,TAX,TAX,256.88,1
1705272331,S11/20240114/00003,6,TENDER,TENDER,2190.75,1
1705253765,S11/20240114/00004,1,SALE,P104427,462.16,3
1705253765,S11/20240114/00004,2,SALE,P101292,364.42,2
1705253765,S11/20240114/00004,3,SALE,P103129,79.05,2
1705253765,S11/20240114/00004,4,TAX,TAX,314.47,1
1705253765,S11/20240114/00004,5,TENDER,TENDER,2587.89,1
1705257855,S11/20240114/00005,1,SALE,P105307,863.64,2
1705257855,S11/20240114/00005,2,SALE,P103062,177.19,1
1705257855,S11/20240114/00005,3,SALE,P101339,222.95,2
1705257855,S11/20240114/00005,4,TAX,TAX,117.52,1
1705257855,S11/20240114/00005,5,TENDER,TENDER,2467.89,1
1705250568,S11/20240114/00006,1,SALE,P108326,439.67,2
1705250568,S11/20240114/00006,2,SALE,P105497,72.95,3
1705250568,S11/20240114/00006,3,TAX,TAX,131.78,1
1705250568,S11/20240114/00006,4,TENDER,TENDER,1229.97,1
1705261042,S11/20240114/00007,1,SALE,P104194,119.04,1
1705261042,S11/20240114/00007,2,SALE,P103882,269.95,2
1705261042,S11/20240114/00007,3,SALE,P101740,684.95,1
1705261042,S11/20240114/00007,4,SALE,P100131,636.95,2
1705261042,S11/20240114/00007,5,SALE,P104358,1189.17,5
1705261042,S11/20240114/00007,6,SALE,P105747,221.95,1
1705261042,S11/20240114/00007,7,TAX,TAX,1024.93,1
1705261042,S11/20240114/00007,8,TENDER,TENDER,9810.52,1
1705245459,S11/20240114/00008,1,SALE,P103766,191.95,2
1705245459,S11/20240114/00008,2,SALE,P106542,107.95,3
1705245459,S11/20240114/00008,3,SALE,P101592,280.95,1
1705245459,S11/20240114/00008,4,TAX,TAX,128.06,1
1705245459,S11/20240114/00008,5,TENDER,TENDER,1116.76,1
1705243330,S11/20240114/00009,1,RETURN,P104042,346.95,-2
1705243330,S11/20240114/00009,2,RETURN,P108346,478.23,-2
1705243330,S11/20240114/00009,3,RETURN,P101690,1048.95,-1
1705243330,S11/20240114/00009,4,RETURN,P100203,241.95,-1
1705243330,S11/20240114/00009,5,RETURN,P107320,223.25,-3
1705243330,S11/20240114/00009,6,TAX,TAX,-276.01,1
1705243330,S11/20240114/00009,7,TENDER,TENDER,-3887.02,1
1705250310,S11/20240114/00010,1,SALE,P103435,421.33,1
1705250310,S11/20240114/00010,2,SALE,P103908,104.62,3
1705250310,S11/20240114/00010,3,SALE,P104469,1383.23,2
1705250310,S11/20240114/00010,4,SALE,P102060,155.69,1
1705250310,S11/20240114/00010,5,TAX,TAX,445.48,1
1705250310,S11/20240114/00010,6,TENDER,TENDER,4102.82,1
1705271438,S11/20240114/00011,1,SALE,P101048,188.58,1
1705271438,S11/20240114/00011,2,SALE,P103785,491.90,1
1705271438,S11/20240114/00011,3,SALE,P104572,179.13,1
1705271438,S11/20240114/00011,4,DISCOUNT,DISC,-94.38,1
1705271438,S11/20240114/00011,5,TAX,TAX,68.91,1
1705271438,S11/20240114/00011,6,TENDER,TENDER,834.14,1
1705245555,S11/20240114/00012,1,SALE,P102142,90.71,2
1705245555,S11/20240114/00012,2,SALE,P100967,1052.07,1
1705245555,S11/20240114/00012,3,SALE,P100595,388.65,1
1705245555,S11/20240114/00012,4,SALE,P102445,28.95,1
1705245555,S11/20240114/00012,5,SALE,P102510,28.95,1
1705245555,S11/20240114/00012,6,SALE,P107040,474.18,1
1705245555,S11/20240114/00012,7,SALE,P104097,294.95,3
1705245555,S11/20240114/00012,8,SALE,P100035,1456.57,1
1705245555,S11/20240114/00012,9,TAX,TAX,495.32,1
