bill_no,line_no,product_code,qty,unit_price,line_type,ts
S01/20241217/00001,1,P100019,4,74.65,SALE,2024-12-17T19:19:37
S01/20241217/00001,2,P106624,2,98.44,SALE,2024-12-17T19:19:37
S01/20241217/00001,3,P101974,3,302.00,SALE,2024-12-17T19:19:37
S01/20241217/00001,4,P101543,3,178.10,SALE,2024-12-17T19:19:37
S01/20241217/00001,5,P105083,3,245.38,SALE,2024-12-17T19:19:37
S01/20241217/00001,6,TAX,1,445.51,TAX,2024-12-17T19:19:37
S01/20241217/00001,7,TENDER,1,3117.43,TENDER,2024-12-17T19:19:37
S01/20241217/00002,1,P108101,3,1603.81,SALE,2024-12-17T09:51:04
S01/20241217/00002,2,P103606,2,185.94,SALE,2024-12-17T09:51:04
S01/20241217/00002,3,DISC,1,-215.02,DISCOUNT,2024-12-17T09:51:04
S01/20241217/00002,4,TAX,1,571.24,TAX,2024-12-17T09:51:04
S01/20241217/00002,5,TENDER,1,5539.53,TENDER,2024-12-17T09:51:04
S01/20241217/00003,1,P102424,2,333.88,SALE,2024-12-17T13:49:05
S01/20241217/00003,2,P100375,1,163.45,SALE,2024-12-17T13:49:05
S01/20241217/00003,3,P105164,2,242.35,SALE,2024-12-17T13:49:05
S01/20241217/00003,4,P102857,4,116.85,SALE,2024-12-17T13:49:05
S01/20241217/00003,5,TAX,1,125.69,TAX,2024-12-17T13:49:05
S01/20241217/00003,6,TENDER,1,1909.00,TENDER,2024-12-17T13:49:05
S01/20241217/00004,1,P104351,1,1128.29,SALE,2024-12-17T15:38:49
S01/20241217/00004,2,P105524,2,81.14,SALE,2024-12-17T15:38:49
S01/20241217/00004,3,P107110,1,77.73,SALE,2024-12-17T15:38:49
S01/20241217/00004,4,P100582,2,170.67,SALE,2024-12-17T15:38:49
S01/20241217/00004,5,P102035,4,471.15,SALE,2024-12-17T15:38:49
S01/20241217/00004,6,TAX,1,255.29,TAX,2024-12-17T15:38:49
S01/20241217/00004,7,TENDER,1,3849.53,TENDER,2024-12-17T15:38:49
S01/20241217/00005,1,P102718,1,356.09,SALE,2024-12-17T14:39:35
S01/20241217/00005,2,P104242,3,308.27,SALE,2024-12-17T14:39:35
S01/20241217/00005,3,P101796,4,990.67,SALE,2024-12-17T14:39:35
S01/20241217/00005,4,P106907,5,321.26,SALE,2024-12-17T14:39:35
S01/20241217/00005,5,P106620,1,273.19,SALE,2024-12-17T14:39:35
S01/20241217/00005,6,TAX,1,405.99,TAX,2024-12-17T14:39:35
S01/20241217/00005,7,TENDER,1,7529.06,TENDER,2024-12-17T14:39:35
S01/20241217/00006,1,P104270,2,1153.64,SALE,2024-12-17T20:50:50
S01/20241217/00006,2,P104965,3,88.50,SALE,2024-12-17T20:50:50
S01/20241217/00006,3,P108101,2,1603.81,SALE,2024-12-17T20:50:50
S01/20241217/00006,4,P104718,2,364.54,SALE,2024-12-17T20:50:50
S01/20241217/00006,5,P107308,2,226.19,SALE,2024-12-17T20:50:50
S01/20241217/00006,6,TAX,1,682.47,TAX,2024-12-17T20:50:50
S01/20241217/00006,7,TENDER,1,7644.33,TENDER,2024-12-17T20:50:50
S01/20241217/00007,1,P106234,3,79.42,SALE,2024-12-17T21:48:51
S01/20241217/00007,2,P107695,1,271.01,SALE,2024-12-17T21:48:51
S01/20241217/00007,3,P106765,1,279.73,SALE,2024-12-17T21:48:51
S01/20241217/00007,4,TAX,1,127.72,TAX,2024-12-17T21:48:51
S01/20241217/00007,5,TENDER,1,916.72,TENDER,2024-12-17T21:48:51
S01/20241217/00008,1,P102290,2,587.69,SALE,2024-12-17T20:02:47
S01/20241217/00008,2,P100164,2,594.91,SALE,2024-12-17T20:02:47
S01/20241217/00008,3,P100281,1,485.13,SALE,2024-12-17T20:02:47
S01/20241217/00008,4,P107040,1,474.18,SALE,2024-12-17T20:02:47
S01/20241217/00008,5,P102695,3,1277.24,SALE,2024-12-17T20:02:47
S01/20241217/00008,6,P104651,1,540.51,SALE,2024-12-17T20:02:47
S01/20241217/00008,7,TAX,1,927.85,TAX,2024-12-17T20:02:47
