bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240329/00001;1;P104501;2;449.67;SALE;29-03-2024 13:26:48
S07/20240329/00001;2;P102585;1;516.36;SALE;29-03-2024 13:26:48
S07/20240329/00001;3;P102724;1;354.69;SALE;29-03-2024 13:26:48
S07/20240329/00001;4;P102947;4;59.21;SALE;29-03-2024 13:26:48
S07/20240329/00001;5;P102510;1;35.56;SALE;29-03-2024 13:26:48
S07/20240329/00001;6;DISC;1;-154.98;DISCOUNT;29-03-2024 13:26:48
S07/20240329/00001;7;TAX;1;86.80;TAX;29-03-2024 13:26:48
S07/20240329/00001;8;TENDER;1;1974.61;TENDER;29-03-2024 13:26:48
S07/20240329/00002;1;P106239;1;803.36;SALE;29-03-2024 14:16:31
S07/20240329/00002;2;P103794;2;729.86;SALE;29-03-2024 14:16:31
S07/20240329/00002;3;P103273;1;340.81;SALE;29-03-2024 14:16:31
S07/20240329/00002;4;TAX;1;113.88;TAX;29-03-2024 14:16:31
S07/20240329/00002;5;TENDER;1;2717.77;TENDER;29-03-2024 14:16:31
S07/20240329/00003;1;P102993;1;293.96;SALE;29-03-2024 17:08:56
S07/20240329/00003;2;P103591;1;102.70;SALE;29-03-2024 17:08:56
S07/20240329/00003;3;P108234;2;32.17;SALE;29-03-2024 17:08:56
S07/20240329/00003;4;DISC;1;-55.08;DISCOUNT;29-03-2024 17:08:56
S07/20240329/00003;5;TAX;1;39.42;TAX;29-03-2024 17:08:56
S07/20240329/00003;6;TENDER;1;445.34;TENDER;29-03-2024 17:08:56
S07/20240329/00004;1;P108097;2;84.95;SALE;29-03-2024 19:26:49
S07/20240329/00004;2;P102682;3;95.25;SALE;29-03-2024 19:26:49
S07/20240329/00004;3;P102465;5;1321.88;SALE;29-03-2024 19:26:49
S07/20240329/00004;4;P102021;3;90.22;SALE;29-03-2024 19:26:49
S07/20240329/00004;5;TAX;1;397.62;TAX;29-03-2024 19:26:49
S07/20240329/00004;6;TENDER;1;7733.33;TENDER;29-03-2024 19:26:49
S07/20240329/00005;1;P103712;1;481.86;SALE;29-03-2024 20:50:18
S07/20240329/00005;2;P106207;2;459.95;SALE;29-03-2024 20:50:18
S07/20240329/00005;3;P100403;2;71.73;SALE;29-03-2024 20:50:18
S07/20240329/00005;4;P100049;1;66.95;SALE;29-03-2024 20:50:18
S07/20240329/00005;5;P106528;3;832.82;SALE;29-03-2024 20:50:18
S07/20240329/00005;6;TAX;1;552.49;TAX;29-03-2024 20:50:18
S07/20240329/00005;7;TENDER;1;4663.12;TENDER;29-03-2024 20:50:18
S07/20240329/00006;1;P107018;3;179.95;SALE;29-03-2024 16:57:45
S07/20240329/00006;2;P105307;1;863.64;SALE;29-03-2024 16:57:45
S07/20240329/00006;3;P108379;5;305.48;SALE;29-03-2024 16:57:45
S07/20240329/00006;4;TAX;1;253.46;TAX;29-03-2024 16:57:45
S07/20240329/00006;5;TENDER;1;3184.35;TENDER;29-03-2024 16:57:45
