bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20240214/00001;1;P100677;2;227.95;SALE;14-02-2024 19:00:24
S06/20240214/00001;2;P107100;2;171.95;SALE;14-02-2024 19:00:24
S06/20240214/00001;3;P103168;1;923.59;SALE;14-02-2024 19:00:24
S06/20240214/00001;4;P105136;2;158.61;SALE;14-02-2024 19:00:24
S06/20240214/00001;5;TAX;1;234.16;TAX;14-02-2024 19:00:24
S06/20240214/00001;6;TENDER;1;2274.77;TENDER;14-02-2024 19:00:24
S06/20240214/00002;1;P102060;1;155.69;SALE;14-02-2024 13:47:56
S06/20240214/00002;2;P104747;4;336.91;SALE;14-02-2024 13:47:56
S06/20240214/00002;3;P105100;2;276.61;SALE;14-02-2024 13:47:56
S06/20240214/00002;4;TAX;1;261.30;TAX;14-02-2024 13:47:56
S06/20240214/00002;5;TENDER;1;2317.85;TENDER;14-02-2024 13:47:56
S06/20240214/00003;1;P101796;1;948.95;SALE;14-02-2024 17:42:37
S06/20240214/00003;2;P108302;1;855.55;SALE;14-02-2024 17:42:37
S06/20240214/00003;3;P107078;2;111.95;SALE;14-02-2024 17:42:37
S06/20240214/00003;4;P100250;3;526.95;SALE;14-02-2024 17:42:37
S06/20240214/00003;5;TAX;1;169.27;TAX;14-02-2024 17:42:37
S06/20240214/00003;6;TENDER;1;3778.52;TENDER;14-02-2024 17:42:37
S06/20240214/00004;1;P106659;1;88.95;SALE;14-02-2024 13:26:11
S06/20240214/00004;2;P104149;3;85.95;SALE;14-02-2024 13:26:11
S06/20240214/00004;3;DISC;1;-7.91;DISCOUNT;14-02-2024 13:26:11
S06/20240214/00004;4;TAX;1;23.03;TAX;14-02-2024 13:26:11
S06/20240214/00004;5;TENDER;1;361.92;TENDER;14-02-2024 13:26:11
S06/20240214/00005;1;P101660;3;193.14;SALE;14-02-2024 19:35:45
S06/20240214/00005;2;P106807;3;322.15;SALE;14-02-2024 19:35:45
S06/20240214/00005;3;P107414;3;539.23;SALE;14-02-2024 19:35:45
S06/20240214/00005;4;P106486;1;1342.57;SALE;14-02-2024 19:35:45
S06/20240214/00005;5;P103197;4;292.95;SALE;14-02-2024 19:35:45
S06/20240214/00005;6;DISC;1;-303.49;DISCOUNT;14-02-2024 19:35:45
S06/20240214/00005;7;TAX;1;554.24;TAX;14-02-2024 19:35:45
S06/20240214/00005;8;TENDER;1;5928.68;TENDER;14-02-2024 19:35:45
S06/20240214/00006;1;P103062;2;177.19;SALE;14-02-2024 17:46:16
S06/20240214/00006;2;P107775;1;733.56;SALE;14-02-2024 17:46:16
S06/20240214/00006;3;P106072;1;78.69;SALE;14-02-2024 17:46:16
S06/20240214/00006;4;P105511;1;270.77;SALE;14-02-2024 17:46:16
S06/20240214/00006;5;P104372;2;105.38;SALE;14-02-2024 17:46:16
S06/20240214/00006;6;P104665;2;217.71;SALE;14-02-2024 17:46:16
S06/20240214/00006;7;TAX;1;175.37;TAX;14-02-2024 17:46:16
S06/20240214/00006;8;TENDER;1;2258.95;TENDER;14-02-2024 17:46:16
S06/20240214/00007;1;P105180;3;103.95;SALE;14-02-2024 15:47:01
S06/20240214/00007;2;P100869;1;56.95;SALE;14-02-2024 15:47:01
S06/20240214/00007;3;P107197;2;602.03;SALE;14-02-2024 15:47:01
S06/20240214/00007;4;P104454;2;47.84;SALE;14-02-2024 15:47:01
S06/20240214/00007;5;TAX;1;284.48;TAX;14-02-2024 15:47:01
S06/20240214/00007;6;TENDER;1;1953.02;TENDER;14-02-2024 15:47:01
S06/20240214/00008;1;P103259;1;298.27;SALE;14-02-2024 17:48:20
S06/20240214/00008;2;P102112;1;389.72;SALE;14-02-2024 17:48:20
