bill_no;line_no;item_code;quantity;rate;type;txn_time
S08/20240905/00001;1;P100677;2;227.95;SALE;05-09-2024 10:40:15
S08/20240905/00001;2;P106373;1;48.45;SALE;05-09-2024 10:40:15
S08/20240905/00001;3;P106044;2;40.72;SALE;05-09-2024 10:40:15
S08/20240905/00001;4;P103364;1;114.95;SALE;05-09-2024 10:40:15
S08/20240905/00001;5;TAX;1;99.14;TAX;05-09-2024 10:40:15
S08/20240905/00001;6;TENDER;1;799.88;TENDER;05-09-2024 10:40:15
S08/20240905/00002;1;P103719;1;957.52;SALE;05-09-2024 15:57:06
S08/20240905/00002;2;P107056;2;341.76;SALE;05-09-2024 15:57:06
S08/20240905/00002;3;P103155;1;270.20;SALE;05-09-2024 15:57:06
S08/20240905/00002;4;P108216;4;69.70;SALE;05-09-2024 15:57:06
S08/20240905/00002;5;P100686;2;787.42;SALE;05-09-2024 15:57:06
S08/20240905/00002;6;P105497;3;70.98;SALE;05-09-2024 15:57:06
S08/20240905/00002;7;P101064;1;33.84;SALE;05-09-2024 15:57:06
S08/20240905/00002;8;P103090;1;805.95;SALE;05-09-2024 15:57:06
S08/20240905/00002;9;P104361;3;1389.73;SALE;05-09-2024 15:57:06
S08/20240905/00002;10;TAX;1;872.76;TAX;05-09-2024 15:57:06
S08/20240905/00002;11;TENDER;1;9859.56;TENDER;05-09-2024 15:57:06
S08/20240905/00003;1;P108082;1;236.40;SALE;05-09-2024 14:36:03
S08/20240905/00003;2;P102886;4;147.57;SALE;05-09-2024 14:36:03
S08/20240905/00003;3;P100649;2;628.39;SALE;05-09-2024 14:36:03
S08/20240905/00003;4;P106550;3;28.48;SALE;05-09-2024 14:36:03
S08/20240905/00003;5;P106783;2;94.23;SALE;05-09-2024 14:36:03
S08/20240905/00003;6;P100305;1;771.81;SALE;05-09-2024 14:36:03
S08/20240905/00003;7;P103096;3;315.47;SALE;05-09-2024 14:36:03
S08/20240905/00003;8;TAX;1;354.56;TAX;05-09-2024 14:36:03
S08/20240905/00003;9;TENDER;1;4430.14;TENDER;05-09-2024 14:36:03
S08/20240905/00004;1;P103090;2;805.95;SALE;05-09-2024 14:29:34
S08/20240905/00004;2;P106885;2;132.48;SALE;05-09-2024 14:29:34
S08/20240905/00004;3;P102091;1;87.97;SALE;05-09-2024 14:29:34
S08/20240905/00004;4;P102874;4;142.11;SALE;05-09-2024 14:29:34
S08/20240905/00004;5;P107526;2;53.96;SALE;05-09-2024 14:29:34
S08/20240905/00004;6;P107266;1;69.30;SALE;05-09-2024 14:29:34
S08/20240905/00004;7;P106624;2;103.58;SALE;05-09-2024 14:29:34
