bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20240316/00001;1;P104606;3;90.58;SALE;16-03-2024 10:09:42
S06/20240316/00001;2;P100066;2;251.22;SALE;16-03-2024 10:09:42
S06/20240316/00001;3;P107708;2;150.83;SALE;16-03-2024 10:09:42
S06/20240316/00001;4;DISC;1;-45.20;DISCOUNT;16-03-2024 10:09:42
S06/20240316/00001;5;TAX;1;117.88;TAX;16-03-2024 10:09:42
S06/20240316/00001;6;TENDER;1;1148.52;TENDER;16-03-2024 10:09:42
S06/20240316/00002;1;P101052;3;198.99;SALE;16-03-2024 12:26:53
S06/20240316/00002;2;P104155;3;137.26;SALE;16-03-2024 12:26:53
S06/20240316/00002;3;P100717;1;505.95;SALE;16-03-2024 12:26:53
S06/20240316/00002;4;P103124;2;478.95;SALE;16-03-2024 12:26:53
S06/20240316/00002;5;TAX;1;370.95;TAX;16-03-2024 12:26:53
S06/20240316/00002;6;TENDER;1;2843.55;TENDER;16-03-2024 12:26:53
S06/20240316/00003;1;P103839;1;202.77;SALE;16-03-2024 17:22:08
S06/20240316/00003;2;P105897;3;225.21;SALE;16-03-2024 17:22:08
S06/20240316/00003;3;P107681;1;184.66;SALE;16-03-2024 17:22:08
S06/20240316/00003;4;P105246;1;827.34;SALE;16-03-2024 17:22:08
S06/20240316/00003;5;P102409;1;381.29;SALE;16-03-2024 17:22:08
S06/20240316/00003;6;P108032;2;660.37;SALE;16-03-2024 17:22:08
S06/20240316/00003;7;TAX;1;369.73;TAX;16-03-2024 17:22:08
S06/20240316/00003;8;TENDER;1;3962.16;TENDER;16-03-2024 17:22:08
S06/20240316/00004;1;P100879;2;155.98;SALE;16-03-2024 12:34:17
S06/20240316/00004;2;P104800;3;692.51;SALE;16-03-2024 12:34:17
S06/20240316/00004;3;TAX;1;249.30;TAX;16-03-2024 12:34:17
S06/20240316/00004;4;TENDER;1;2638.79;TENDER;16-03-2024 12:34:17
S06/20240316/00005;1;P103155;3;243.23;SALE;16-03-2024 19:29:13
S06/20240316/00005;2;P104747;2;336.91;SALE;16-03-2024 19:29:13
S06/20240316/00005;3;P103964;2;129.59;SALE;16-03-2024 19:29:13
S06/20240316/00005;4;P102794;5;416.24;SALE;16-03-2024 19:29:13
S06/20240316/00005;5;P105003;2;285.67;SALE;16-03-2024 19:29:13
S06/20240316/00005;6;P105176;3;499.95;SALE;16-03-2024 19:29:13
S06/20240316/00005;7;TAX;1;597.98;TAX;16-03-2024 19:29:13
S06/20240316/00005;8;TENDER;1;6413.06;TENDER;16-03-2024 19:29:13
S06/20240316/00006;1;P105337;2;31.85;SALE;16-03-2024 09:51:49
S06/20240316/00006;2;P105547;1;406.95;SALE;16-03-2024 09:51:49
S06/20240316/00006;3;P102122;2;126.23;SALE;16-03-2024 09:51:49
S06/20240316/00006;4;TAX;1;97.46;TAX;16-03-2024 09:51:49
S06/20240316/00006;5;TENDER;1;820.57;TENDER;16-03-2024 09:51:49
S06/20240316/00007;1;P103794;1;729.86;SALE;16-03-2024 17:13:53
S06/20240316/00007;2;P103816;2;209.63;SALE;16-03-2024 17:13:53
S06/20240316/00007;3;P103424;2;295.58;SALE;16-03-2024 17:13:53
S06/20240316/00007;4;P106434;1;165.67;SALE;16-03-2024 17:13:53
S06/20240316/00007;5;P105145;1;675.82;SALE;16-03-2024 17:13:53
S06/20240316/00007;6;TAX;1;202.78;TAX;16-03-2024 17:13:53
S06/20240316/00007;7;TENDER;1;2784.55;TENDER;16-03-2024 17:13:53
S06/20240316/00008;1;P101156;3;91.80;SALE;16-03-2024 15:40:54
S06/20240316/00008;2;P106911;2;232.77;SALE;16-03-2024 15:40:54
S06/20240316/00008;3;P105729;1;68.08;SALE;16-03-2024 15:40:54
S06/20240316/00008;4;P106486;2;1342.57;SALE;16-03-2024 15:40:54
S06/20240316/00008;5;P100904;1;68.79;SALE;16-03-2024 15:40:54
S06/20240316/00008;6;P101174;3;50.10;SALE;16-03-2024 15:40:54
S06/20240316/00008;7;P106067;2;448.95;SALE;16-03-2024 15:40:54
S06/20240316/00008;8;P103413;1;1231.61;SALE;16-03-2024 15:40:54
S06/20240316/00008;9;DISC;1;-478.43;DISCOUNT;16-03-2024 15:40:54
S06/20240316/00008;10;TAX;1;435.75;TAX;16-03-2024 15:40:54
S06/20240316/00008;11;TENDER;1;5800.08;TENDER;16-03-2024 15:40:54
S06/20240316/00009;1;P100816;2;742.63;SALE;16-03-2024 18:10:05
S06/20240316/00009;2;P102845;2;80.09;SALE;16-03-2024 18:10:05
S06/20240316/00009;3;P103760;2;94.95;SALE;16-03-2024 18:10:05
S06/20240316/00009;4;P101622;2;259.77;SALE;16-03-2024 18:10:05
S06/20240316/00009;5;P102290;3;547.95;SALE;16-03-2024 18:10:05
S06/20240316/00009;6;P104242;3;275.95;SALE;16-03-2024 18:10:05
S06/20240316/00009;7;P100049;2;66.95;SALE;16-03-2024 18:10:05
S06/20240316/00009;8;TAX;1;567.11;TAX;16-03-2024 18:10:05
S06/20240316/00009;9;TENDER;1;5527.59;TENDER;16-03-2024 18:10:05
S06/20240316/00010;1;P105356;2;221.75;SALE;16-03-2024 09:31:23
S06/20240316/00010;2;P105636;2;526.95;SALE;16-03-2024 09:31:23
S06/20240316/00010;3;P103222;1;317.95;SALE;16-03-2024 09:31:23
S06/20240316/00010;4;P101458;2;1309.22;SALE;16-03-2024 09:31:23
S06/20240316/00010;5;P100106;1;287.42;SALE;16-03-2024 09:31:23
S06/20240316/00010;6;TAX;1;112.06;TAX;16-03-2024 09:31:23
S06/20240316/00010;7;TENDER;1;4833.27;TENDER;16-03-2024 09:31:23
S06/20240316/00011;1;P100135;3;67.67;SALE;16-03-2024 15:15:04
S06/20240316/00011;2;P103766;2;191.95;SALE;16-03-2024 15:15:04
S06/20240316/00011;3;P107996;2;211.95;SALE;16-03-2024 15:15:04
S06/20240316/00011;4;P100260;3;1124.20;SALE;16-03-2024 15:15:04
S06/20240316/00011;5;P104872;2;132.95;SALE;16-03-2024 15:15:04
S06/20240316/00011;6;TAX;1;82.45;TAX;16-03-2024 15:15:04
S06/20240316/00011;7;TENDER;1;4731.76;TENDER;16-03-2024 15:15:04
S06/20240316/00012;1;P103040;3;402.85;SALE;16-03-2024 11:28:19
S06/20240316/00012;2;P102609;2;176.55;SALE;16-03-2024 11:28:19
S06/20240316/00012;3;P100560;1;192.67;SALE;16-03-2024 11:28:19
S06/20240316/00012;4;P100736;4;700.87;SALE;16-03-2024 11:28:19
S06/20240316/00012;5;TAX;1;619.45;TAX;16-03-2024 11:28:19
S06/20240316/00012;6;TENDER;1;5177.25;TENDER;16-03-2024 11:28:19
S06/20240316/00013;1;P106671;3;101.77;SALE;16-03-2024 14:51:44
S06/20240316/00013;2;P104097;2;293.34;SALE;16-03-2024 14:51:44
S06/20240316/00013;3;P105524;1;77.90;SALE;16-03-2024 14:51:44
S06/20240316/00013;4;TAX;1;99.69;TAX;16-03-2024 14:51:44
S06/20240316/00013;5;TENDER;1;1069.58;TENDER;16-03-2024 14:51:44
S06/20240316/00014;1;P102626;5;344.82;SALE;16-03-2024 17:08:57
S06/20240316/00014;2;P106534;4;78.95;SALE;16-03-2024 17:08:57
S06/20240316/00014;3;P107381;1;185.69;SALE;16-03-2024 17:08:57
S06/20240316/00014;4;P106151;3;289.47;SALE;16-03-2024 17:08:57
S06/20240316/00014;5;P107914;1;231.95;SALE;16-03-2024 17:08:57
S06/20240316/00014;6;TAX;1;431.98;TAX;16-03-2024 17:08:57
S06/20240316/00014;7;TENDER;1;3757.93;TENDER;16-03-2024 17:08:57
S06/20240316/00015;1;P100754;2;85.74;SALE;16-03-2024 11:33:26
S06/20240316/00015;2;P107807;2;118.66;SALE;16-03-2024 11:33:26
