bill_no;line_no;item_code;quantity;rate;type;txn_time
S08/20240807/00001;1;P105345;4;295.95;SALE;07-08-2024 16:49:09
S08/20240807/00001;2;P104372;2;105.38;SALE;07-08-2024 16:49:09
S08/20240807/00001;3;TAX;1;69.73;TAX;07-08-2024 16:49:09
S08/20240807/00001;4;TENDER;1;1464.29;TENDER;07-08-2024 16:49:09
S08/20240807/00002;1;P105636;4;543.66;SALE;07-08-2024 14:23:31
S08/20240807/00002;2;P101904;1;634.24;SALE;07-08-2024 14:23:31
S08/20240807/00002;3;P104858;2;331.88;SALE;07-08-2024 14:23:31
S08/20240807/00002;4;P106133;2;322.52;SALE;07-08-2024 14:23:31
S08/20240807/00002;5;P108001;1;96.97;SALE;07-08-2024 14:23:31
S08/20240807/00002;6;P108118;1;66.05;SALE;07-08-2024 14:23:31
S08/20240807/00002;7;TAX;1;313.22;TAX;07-08-2024 14:23:31
S08/20240807/00002;8;TENDER;1;4593.92;TENDER;07-08-2024 14:23:31
S08/20240807/00003;1;P101052;2;198.99;SALE;07-08-2024 14:07:38
S08/20240807/00003;2;P103062;1;179.06;SALE;07-08-2024 14:07:38
S08/20240807/00003;3;P104933;2;560.59;SALE;07-08-2024 14:07:38
S08/20240807/00003;4;TAX;1;282.40;TAX;07-08-2024 14:07:38
S08/20240807/00003;5;TENDER;1;1980.62;TENDER;07-08-2024 14:07:38
S08/20240807/00004;1;P105918;1;294.44;SALE;07-08-2024 10:50:10
S08/20240807/00004;2;P102674;3;496.43;SALE;07-08-2024 10:50:10
S08/20240807/00004;3;P107784;2;245.59;SALE;07-08-2024 10:50:10
S08/20240807/00004;4;P100375;3;163.45;SALE;07-08-2024 10:50:10
S08/20240807/00004;5;TAX;1;404.53;TAX;07-08-2024 10:50:10
S08/20240807/00004;6;TENDER;1;3169.79;TENDER;07-08-2024 10:50:10
S08/20240807/00005;1;P101152;1;478.44;SALE;07-08-2024 13:58:41
S08/20240807/00005;2;P100308;2;289.31;SALE;07-08-2024 13:58:41
S08/20240807/00005;3;P101899;3;345.29;SALE;07-08-2024 13:58:41
