bill_no;line_no;item_code;quantity;rate;type;txn_time
S08/20240813/00001;1;P102193;1;343.13;SALE;13-08-2024 17:43:09
S08/20240813/00001;2;P104733;2;667.46;SALE;13-08-2024 17:43:09
S08/20240813/00001;3;P101851;4;1750.29;SALE;13-08-2024 17:43:09
S08/20240813/00001;4;P101218;4;61.39;SALE;13-08-2024 17:43:09
S08/20240813/00001;5;P107495;3;448.19;SALE;13-08-2024 17:43:09
S08/20240813/00001;6;P101990;1;408.52;SALE;13-08-2024 17:43:09
S08/20240813/00001;7;TAX;1;556.62;TAX;13-08-2024 17:43:09
S08/20240813/00001;8;TENDER;1;11234.48;TENDER;13-08-2024 17:43:09
S08/20240813/00002;1;P103732;2;94.74;SALE;13-08-2024 17:05:54
S08/20240813/00002;2;P103111;2;40.41;SALE;13-08-2024 17:05:54
S08/20240813/00002;3;P105400;1;53.13;SALE;13-08-2024 17:05:54
S08/20240813/00002;4;P104544;2;104.46;SALE;13-08-2024 17:05:54
S08/20240813/00002;5;P103645;2;241.18;SALE;13-08-2024 17:05:54
S08/20240813/00002;6;TAX;1;33.52;TAX;13-08-2024 17:05:54
S08/20240813/00002;7;TENDER;1;1048.23;TENDER;13-08-2024 17:05:54
S08/20240813/00003;1;P100731;2;254.77;SALE;13-08-2024 08:31:41
S08/20240813/00003;2;P101367;3;485.76;SALE;13-08-2024 08:31:41
S08/20240813/00003;3;P106143;3;60.82;SALE;13-08-2024 08:31:41
S08/20240813/00003;4;P106872;2;73.12;SALE;13-08-2024 08:31:41
S08/20240813/00003;5;P101740;3;855.00;SALE;13-08-2024 08:31:41
S08/20240813/00003;6;P104811;1;113.95;SALE;13-08-2024 08:31:41
S08/20240813/00003;7;TAX;1;433.70;TAX;13-08-2024 08:31:41
S08/20240813/00003;8;TENDER;1;5408.17;TENDER;13-08-2024 08:31:41
S08/20240813/00004;1;P103600;1;107.84;SALE;13-08-2024 16:56:31
S08/20240813/00004;2;P106415;3;911.99;SALE;13-08-2024 16:56:31
S08/20240813/00004;3;P102520;2;731.86;SALE;13-08-2024 16:56:31
S08/20240813/00004;4;TAX;1;406.89;TAX;13-08-2024 16:56:31
S08/20240813/00004;5;TENDER;1;4714.42;TENDER;13-08-2024 16:56:31
S08/20240813/00005;1;P103806;1;305.95;SALE;13-08-2024 14:15:47
S08/20240813/00005;2;P104933;1;560.59;SALE;13-08-2024 14:15:47
S08/20240813/00005;3;P101090;1;24.06;SALE;13-08-2024 14:15:47
S08/20240813/00005;4;P106592;2;815.90;SALE;13-08-2024 14:15:47
S08/20240813/00005;5;TAX;1;186.83;TAX;13-08-2024 14:15:47
S08/20240813/00005;6;TENDER;1;2709.23;TENDER;13-08-2024 14:15:47
S08/20240813/00006;1;P108234;4;33.09;SALE;13-08-2024 23:36:01
S08/20240813/00006;2;P101367;2;485.76;SALE;13-08-2024 23:36:01
S08/20240813/00006;3;P102954;1;129.98;SALE;13-08-2024 23:36:01
S08/20240813/00006;4;P101292;1;380.75;SALE;13-08-2024 23:36:01
S08/20240813/00006;5;TAX;1;233.33;TAX;13-08-2024 23:36:01
S08/20240813/00006;6;TENDER;1;1847.94;TENDER;13-08-2024 23:36:01
S08/20240813/00007;1;P104064;2;326.15;SALE;13-08-2024 14:11:16
S08/20240813/00007;2;TAX;1;78.28;TAX;13-08-2024 14:11:16
S08/20240813/00007;3;TENDER;1;730.58;TENDER;13-08-2024 14:11:16
S08/20240813/00008;1;P102502;5;366.79;SALE;13-08-2024 14:30:15
S08/20240813/00008;2;P100074;1;57.78;SALE;13-08-2024 14:30:15
S08/20240813/00008;3;P102534;1;98.12;SALE;13-08-2024 14:30:15
S08/20240813/00008;4;P100869;2;62.15;SALE;13-08-2024 14:30:15
S08/20240813/00008;5;TAX;1;365.58;TAX;13-08-2024 14:30:15
S08/20240813/00008;6;TENDER;1;2479.73;TENDER;13-08-2024 14:30:15
S08/20240813/00009;1;P107899;1;197.21;SALE;13-08-2024 21:48:04
S08/20240813/00009;2;P105083;1;245.38;SALE;13-08-2024 21:48:04
S08/20240813/00009;3;P104811;2;113.95;SALE;13-08-2024 21:48:04
S08/20240813/00009;4;P106452;4;28.29;SALE;13-08-2024 21:48:04
S08/20240813/00009;5;P102054;1;137.00;SALE;13-08-2024 21:48:04
S08/20240813/00009;6;P101796;1;990.67;SALE;13-08-2024 21:48:04
S08/20240813/00009;7;TAX;1;157.09;TAX;13-08-2024 21:48:04
S08/20240813/00009;8;TENDER;1;2068.41;TENDER;13-08-2024 21:48:04
S08/20240813/00010;1;P100519;2;365.61;SALE;13-08-2024 10:18:49
S08/20240813/00010;2;P100066;1;251.22;SALE;13-08-2024 10:18:49
S08/20240813/00010;3;P103896;2;205.72;SALE;13-08-2024 10:18:49
S08/20240813/00010;4;P102383;3;10.62;SALE;13-08-2024 10:18:49
S08/20240813/00010;5;TAX;1;212.76;TAX;13-08-2024 10:18:49
S08/20240813/00010;6;TENDER;1;1638.50;TENDER;13-08-2024 10:18:49
S08/20240813/00011;1;P102534;3;98.12;SALE;13-08-2024 15:46:48
S08/20240813/00011;2;P103517;1;160.29;SALE;13-08-2024 15:46:48
S08/20240813/00011;3;P106566;3;251.68;SALE;13-08-2024 15:46:48
S08/20240813/00011;4;TAX;1;188.89;TAX;13-08-2024 15:46:48
S08/20240813/00011;5;TENDER;1;1398.58;TENDER;13-08-2024 15:46:48
S08/20240813/00012;1;P104844;2;553.13;SALE;13-08-2024 13:35:17
S08/20240813/00012;2;P100194;2;42.41;SALE;13-08-2024 13:35:17
S08/20240813/00012;3;P105331;3;308.39;SALE;13-08-2024 13:35:17
S08/20240813/00012;4;P103461;4;104.95;SALE;13-08-2024 13:35:17
S08/20240813/00012;5;P102913;1;375.37;SALE;13-08-2024 13:35:17
S08/20240813/00012;6;P100621;3;134.28;SALE;13-08-2024 13:35:17
S08/20240813/00012;7;P103934;1;284.79;SALE;13-08-2024 13:35:17
S08/20240813/00012;8;TAX;1;336.03;TAX;13-08-2024 13:35:17
S08/20240813/00012;9;TENDER;1;3935.08;TENDER;13-08-2024 13:35:17
S08/20240813/00013;1;P107989;4;184.95;SALE;13-08-2024 11:54:54
S08/20240813/00013;2;P100991;2;173.46;SALE;13-08-2024 11:54:54
S08/20240813/00013;3;P101626;2;1040.69;SALE;13-08-2024 11:54:54
S08/20240813/00013;4;P105589;1;90.25;SALE;13-08-2024 11:54:54
S08/20240813/00013;5;P106577;1;52.98;SALE;13-08-2024 11:54:54
S08/20240813/00013;6;TAX;1;419.17;TAX;13-08-2024 11:54:54
S08/20240813/00013;7;TENDER;1;3730.50;TENDER;13-08-2024 11:54:54
S08/20240813/00014;1;P107231;2;1193.22;SALE;13-08-2024 10:07:43
S08/20240813/00014;2;P101899;3;345.29;SALE;13-08-2024 10:07:43
S08/20240813/00014;3;P103062;1;173.63;SALE;13-08-2024 10:07:43
S08/20240813/00014;4;P102648;1;397.04;SALE;13-08-2024 10:07:43
S08/20240813/00014;5;P103406;2;1248.48;SALE;13-08-2024 10:07:43
S08/20240813/00014;6;P102112;3;389.72;SALE;13-08-2024 10:07:43
S08/20240813/00014;7;P106813;2;257.87;SALE;13-08-2024 10:07:43
S08/20240813/00014;8;TAX;1;768.43;TAX;13-08-2024 10:07:43
S08/20240813/00014;9;TENDER;1;8943.27;TENDER;13-08-2024 10:07:43
S08/20240813/00015;1;P102510;1;37.13;SALE;13-08-2024 18:31:21
S08/20240813/00015;2;P104802;1;194.24;SALE;13-08-2024 18:31:21
S08/20240813/00015;3;P105720;2;69.64;SALE;13-08-2024 18:31:21
S08/20240813/00015;4;P106602;4;122.17;SALE;13-08-2024 18:31:21
S08/20240813/00015;5;DISC;1;-40.18;DISCOUNT;13-08-2024 18:31:21
S08/20240813/00015;6;TAX;1;60.87;TAX;13-08-2024 18:31:21
S08/20240813/00015;7;TENDER;1;880.02;TENDER;13-08-2024 18:31:21
S08/20240813/00016;1;P107837;3;94.99;SALE;13-08-2024 14:11:09
S08/20240813/00016;2;P103299;2;220.95;SALE;13-08-2024 14:11:09
S08/20240813/00016;3;P104628;3;196.55;SALE;13-08-2024 14:11:09
S08/20240813/00016;4;P101570;2;288.76;SALE;13-08-2024 14:11:09
S08/20240813/00016;5;TAX;1;306.28;TAX;13-08-2024 14:11:09
S08/20240813/00016;6;TENDER;1;2200.32;TENDER;13-08-2024 14:11:09
S08/20240813/00017;1;P104266;4;408.96;SALE;13-08-2024 14:10:34
S08/20240813/00017;2;TAX;1;294.45;TAX;13-08-2024 14:10:34
S08/20240813/00017;3;TENDER;1;1930.29;TENDER;13-08-2024 14:10:34
S08/20240813/00018;1;P101440;3;234.68;SALE;13-08-2024 15:41:18
S08/20240813/00018;2;P101656;3;262.95;SALE;13-08-2024 15:41:18
S08/20240813/00018;3;P107526;1;53.96;SALE;13-08-2024 15:41:18
S08/20240813/00018;4;P107278;2;55.18;SALE;13-08-2024 15:41:18
S08/20240813/00018;5;P100499;2;234.95;SALE;13-08-2024 15:41:18
S08/20240813/00018;6;DISC;1;-103.94;DISCOUNT;13-08-2024 15:41:18
S08/20240813/00018;7;TAX;1;165.50;TAX;13-08-2024 15:41:18
S08/20240813/00018;8;TENDER;1;2188.67;TENDER;13-08-2024 15:41:18
S08/20240813/00019;1;P107549;2;47.87;SALE;13-08-2024 23:22:00
S08/20240813/00019;2;P100543;1;123.06;SALE;13-08-2024 23:22:00
S08/20240813/00019;3;P107253;1;241.31;SALE;13-08-2024 23:22:00
S08/20240813/00019;4;P102217;1;68.46;SALE;13-08-2024 23:22:00
S08/20240813/00019;5;TAX;1;17.23;TAX;13-08-2024 23:22:00
S08/20240813/00019;6;TENDER;1;545.80;TENDER;13-08-2024 23:22:00
