bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20241105/00001;1;P105855;2;123.28;SALE;05-11-2024 20:55:59
S06/20241105/00001;2;P103259;1;298.27;SALE;05-11-2024 20:55:59
S06/20241105/00001;3;P104097;2;330.82;SALE;05-11-2024 20:55:59
S06/20241105/00001;4;TAX;1;91.72;TAX;05-11-2024 20:55:59
S06/20241105/00001;5;TENDER;1;1298.19;TENDER;05-11-2024 20:55:59
S06/20241105/00002;1;P105201;2;365.02;SALE;05-11-2024 15:32:45
S06/20241105/00002;2;P100627;1;440.29;SALE;05-11-2024 15:32:45
S06/20241105/00002;3;P100593;1;32.38;SALE;05-11-2024 15:32:45
S06/20241105/00002;4;TAX;1;60.14;TAX;05-11-2024 15:32:45
S06/20241105/00002;5;TENDER;1;1262.85;TENDER;05-11-2024 15:32:45
S06/20241105/00003;1;P100717;3;561.52;SALE;05-11-2024 16:51:51
S06/20241105/00003;2;P105307;4;818.25;SALE;05-11-2024 16:51:51
S06/20241105/00003;3;P100632;3;331.55;SALE;05-11-2024 16:51:51
S06/20241105/00003;4;P103973;1;108.48;SALE;05-11-2024 16:51:51
S06/20241105/00003;5;TAX;1;665.43;TAX;05-11-2024 16:51:51
S06/20241105/00003;6;TENDER;1;6726.12;TENDER;05-11-2024 16:51:51
S06/20241105/00004;1;P100298;4;53.95;SALE;05-11-2024 17:52:30
S06/20241105/00004;2;P103964;2;134.21;SALE;05-11-2024 17:52:30
S06/20241105/00004;3;P107435;1;605.42;SALE;05-11-2024 17:52:30
S06/20241105/00004;4;TAX;1;133.19;TAX;05-11-2024 17:52:30
S06/20241105/00004;5;TENDER;1;1222.83;TENDER;05-11-2024 17:52:30
S06/20241105/00005;1;P105112;1;194.64;SALE;05-11-2024 16:47:33
S06/20241105/00005;2;P103118;3;47.89;SALE;05-11-2024 16:47:33
S06/20241105/00005;3;P101674;3;387.70;SALE;05-11-2024 16:47:33
S06/20241105/00005;4;P107589;1;257.75;SALE;05-11-2024 16:47:33
S06/20241105/00005;5;P104944;2;54.97;SALE;05-11-2024 16:47:33
S06/20241105/00005;6;P101530;1;576.50;SALE;05-11-2024 16:47:33
S06/20241105/00005;7;P108356;1;234.68;SALE;05-11-2024 16:47:33
S06/20241105/00005;8;DISC;1;-300.04;DISCOUNT;05-11-2024 16:47:33
S06/20241105/00005;9;TAX;1;376.88;TAX;05-11-2024 16:47:33
S06/20241105/00005;10;TENDER;1;2757.12;TENDER;05-11-2024 16:47:33
S06/20241105/00006;1;P105553;1;764.76;SALE;05-11-2024 15:59:46
S06/20241105/00006;2;P106975;1;143.78;SALE;05-11-2024 15:59:46
S06/20241105/00006;3;P107943;2;252.32;SALE;05-11-2024 15:59:46
S06/20241105/00006;4;P105507;1;22.07;SALE;05-11-2024 15:59:46
S06/20241105/00006;5;P104593;1;867.34;SALE;05-11-2024 15:59:46
S06/20241105/00006;6;P102014;1;261.84;SALE;05-11-2024 15:59:46
S06/20241105/00006;7;P107040;3;474.18;SALE;05-11-2024 15:59:46
S06/20241105/00006;8;P105901;2;80.48;SALE;05-11-2024 15:59:46
S06/20241105/00006;9;TAX;1;450.14;TAX;05-11-2024 15:59:46
S06/20241105/00006;10;TENDER;1;4598.07;TENDER;05-11-2024 15:59:46
S06/20241105/00007;1;P103461;-3;109.46;RETURN;05-11-2024 13:48:55
S06/20241105/00007;2;P107012;-1;109.16;RETURN;05-11-2024 13:48:55
S06/20241105/00007;3;P103637;-2;338.13;RETURN;05-11-2024 13:48:55
S06/20241105/00007;4;P104802;-4;213.28;RETURN;05-11-2024 13:48:55
S06/20241105/00007;5;TAX;1;-320.15;TAX;05-11-2024 13:48:55
S06/20241105/00007;6;TENDER;1;-2287.07;TENDER;05-11-2024 13:48:55
S06/20241105/00008;1;P106244;3;73.94;SALE;05-11-2024 19:30:19
S06/20241105/00008;2;P100194;1;46.79;SALE;05-11-2024 19:30:19
S06/20241105/00008;3;P103171;1;68.42;SALE;05-11-2024 19:30:19
S06/20241105/00008;4;P103496;2;70.71;SALE;05-11-2024 19:30:19
S06/20241105/00008;5;P105460;1;148.47;SALE;05-11-2024 19:30:19
S06/20241105/00008;6;P108191;2;309.71;SALE;05-11-2024 19:30:19
S06/20241105/00008;7;TAX;1;121.61;TAX;05-11-2024 19:30:19
S06/20241105/00008;8;TENDER;1;1367.95;TENDER;05-11-2024 19:30:19
S06/20241105/00009;1;P103629;2;60.58;SALE;05-11-2024 17:30:30
S06/20241105/00009;2;P104965;3;88.50;SALE;05-11-2024 17:30:30
S06/20241105/00009;3;P106048;1;310.59;SALE;05-11-2024 17:30:30
S06/20241105/00009;4;P107872;1;650.85;SALE;05-11-2024 17:30:30
S06/20241105/00009;5;P106330;3;218.33;SALE;05-11-2024 17:30:30
S06/20241105/00009;6;P104226;2;303.01;SALE;05-11-2024 17:30:30
S06/20241105/00009;7;TAX;1;222.80;TAX;05-11-2024 17:30:30
S06/20241105/00009;8;TENDER;1;2831.91;TENDER;05-11-2024 17:30:30
S06/20241105/00010;1;P104854;3;35.80;SALE;05-11-2024 20:15:28
S06/20241105/00010;2;P100164;3;594.91;SALE;05-11-2024 20:15:28
S06/20241105/00010;3;DISC;1;-129.87;DISCOUNT;05-11-2024 20:15:28
S06/20241105/00010;4;TAX;1;299.20;TAX;05-11-2024 20:15:28
S06/20241105/00010;5;TENDER;1;2061.46;TENDER;05-11-2024 20:15:28
S06/20241105/00011;1;P102452;3;176.54;SALE;05-11-2024 23:40:03
S06/20241105/00011;2;P103424;3;295.58;SALE;05-11-2024 23:40:03
S06/20241105/00011;3;P106151;3;298.42;SALE;05-11-2024 23:40:03
S06/20241105/00011;4;P102886;2;139.22;SALE;05-11-2024 23:40:03
S06/20241105/00011;5;P101747;3;245.75;SALE;05-11-2024 23:40:03
S06/20241105/00011;6;DISC;1;-256.58;DISCOUNT;05-11-2024 23:40:03
S06/20241105/00011;7;TAX;1;268.66;TAX;05-11-2024 23:40:03
S06/20241105/00011;8;TENDER;1;3339.39;TENDER;05-11-2024 23:40:03
S06/20241105/00012;1;P107432;2;45.60;SALE;05-11-2024 16:48:01
