bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20241124/00001;1;P101500;3;330.53;SALE;24-11-2024 09:40:45
S06/20241124/00001;2;P103871;3;220.55;SALE;24-11-2024 09:40:45
S06/20241124/00001;3;P104617;2;107.09;SALE;24-11-2024 09:40:45
S06/20241124/00001;4;P103749;1;17.91;SALE;24-11-2024 09:40:45
S06/20241124/00001;5;P106093;3;315.93;SALE;24-11-2024 09:40:45
S06/20241124/00001;6;P105252;3;12.09;SALE;24-11-2024 09:40:45
S06/20241124/00001;7;TAX;1;195.12;TAX;24-11-2024 09:40:45
S06/20241124/00001;8;TENDER;1;3064.51;TENDER;24-11-2024 09:40:45
S06/20241124/00002;1;P102963;3;415.64;SALE;24-11-2024 08:25:39
S06/20241124/00002;2;P102788;2;920.26;SALE;24-11-2024 08:25:39
S06/20241124/00002;3;P103449;1;381.08;SALE;24-11-2024 08:25:39
S06/20241124/00002;4;P105394;2;327.72;SALE;24-11-2024 08:25:39
S06/20241124/00002;5;P105365;3;420.06;SALE;24-11-2024 08:25:39
S06/20241124/00002;6;TAX;1;604.73;TAX;24-11-2024 08:25:39
S06/20241124/00002;7;TENDER;1;5988.87;TENDER;24-11-2024 08:25:39
S06/20241124/00003;1;P100339;1;299.99;SALE;24-11-2024 16:34:38
S06/20241124/00003;2;P103958;1;32.46;SALE;24-11-2024 16:34:38
S06/20241124/00003;3;P104023;2;630.48;SALE;24-11-2024 16:34:38
S06/20241124/00003;4;P104789;4;67.52;SALE;24-11-2024 16:34:38
S06/20241124/00003;5;P104079;3;75.55;SALE;24-11-2024 16:34:38
S06/20241124/00003;6;P105127;2;77.13;SALE;24-11-2024 16:34:38
S06/20241124/00003;7;TAX;1;130.60;TAX;24-11-2024 16:34:38
S06/20241124/00003;8;TENDER;1;2375.00;TENDER;24-11-2024 16:34:38
S06/20241124/00004;1;P107795;2;284.47;SALE;24-11-2024 13:42:00
S06/20241124/00004;2;P105553;1;764.76;SALE;24-11-2024 13:42:00
S06/20241124/00004;3;P101101;1;74.25;SALE;24-11-2024 13:42:00
S06/20241124/00004;4;P104175;1;814.13;SALE;24-11-2024 13:42:00
S06/20241124/00004;5;TAX;1;168.95;TAX;24-11-2024 13:42:00
S06/20241124/00004;6;TENDER;1;2391.03;TENDER;24-11-2024 13:42:00
S06/20241124/00005;1;P107158;2;147.89;SALE;24-11-2024 20:46:09
S06/20241124/00005;2;TAX;1;53.24;TAX;24-11-2024 20:46:09
S06/20241124/00005;3;TENDER;1;349.02;TENDER;24-11-2024 20:46:09
S06/20241124/00006;1;P103760;2;103.67;SALE;24-11-2024 12:20:05
S06/20241124/00006;2;TAX;1;37.32;TAX;24-11-2024 12:20:05
S06/20241124/00006;3;TENDER;1;244.66;TENDER;24-11-2024 12:20:05
S06/20241124/00007;1;P107520;2;139.81;SALE;24-11-2024 16:22:39
S06/20241124/00007;2;P102000;1;82.98;SALE;24-11-2024 16:22:39
S06/20241124/00007;3;P104277;5;128.39;SALE;24-11-2024 16:22:39
S06/20241124/00007;4;P101500;2;330.53;SALE;24-11-2024 16:22:39
S06/20241124/00007;5;P106323;3;218.99;SALE;24-11-2024 16:22:39
S06/20241124/00007;6;TAX;1;138.80;TAX;24-11-2024 16:22:39
S06/20241124/00007;7;TENDER;1;2461.38;TENDER;24-11-2024 16:22:39
S06/20241124/00008;1;P102286;1;281.91;SALE;24-11-2024 15:57:28
S06/20241124/00008;2;P105518;1;729.30;SALE;24-11-2024 15:57:28
S06/20241124/00008;3;P103743;2;1117.90;SALE;24-11-2024 15:57:28
S06/20241124/00008;4;TAX;1;182.02;TAX;24-11-2024 15:57:28
S06/20241124/00008;5;TENDER;1;3429.03;TENDER;24-11-2024 15:57:28
S06/20241124/00009;1;P106323;2;218.99;SALE;24-11-2024 16:11:05
S06/20241124/00009;2;P105524;2;81.14;SALE;24-11-2024 16:11:05
S06/20241124/00009;3;P103461;3;109.46;SALE;24-11-2024 16:11:05
S06/20241124/00009;4;P108227;1;551.58;SALE;24-11-2024 16:11:05
S06/20241124/00009;5;P100571;2;124.18;SALE;24-11-2024 16:11:05
S06/20241124/00009;6;P100239;3;360.16;SALE;24-11-2024 16:11:05
S06/20241124/00009;7;DISC;1;-225.20;DISCOUNT;24-11-2024 16:11:05
S06/20241124/00009;8;TAX;1;243.64;TAX;24-11-2024 16:11:05
S06/20241124/00009;9;TENDER;1;2827.50;TENDER;24-11-2024 16:11:05
S06/20241124/00010;1;P104089;3;358.58;SALE;24-11-2024 13:41:25
S06/20241124/00010;2;P100499;3;258.12;SALE;24-11-2024 13:41:25
S06/20241124/00010;3;P105440;3;107.89;SALE;24-11-2024 13:41:25
S06/20241124/00010;4;DISC;1;-197.57;DISCOUNT;24-11-2024 13:41:25
S06/20241124/00010;5;TAX;1;275.22;TAX;24-11-2024 13:41:25
S06/20241124/00010;6;TENDER;1;2251.42;TENDER;24-11-2024 13:41:25
S06/20241124/00011;1;P104469;6;1631.11;SALE;24-11-2024 17:05:50
S06/20241124/00011;2;P103214;1;283.38;SALE;24-11-2024 17:05:50
S06/20241124/00011;3;P105323;2;84.67;SALE;24-11-2024 17:05:50
S06/20241124/00011;4;P105656;3;516.52;SALE;24-11-2024 17:05:50
S06/20241124/00011;5;TAX;1;1197.04;TAX;24-11-2024 17:05:50
S06/20241124/00011;6;TENDER;1;12985.98;TENDER;24-11-2024 17:05:50
S06/20241124/00012;1;P105878;2;282.51;SALE;24-11-2024 14:05:32
S06/20241124/00012;2;P106174;2;229.89;SALE;24-11-2024 14:05:32
S06/20241124/00012;3;TAX;1;28.25;TAX;24-11-2024 14:05:32
S06/20241124/00012;4;TENDER;1;1053.05;TENDER;24-11-2024 14:05:32
S06/20241124/00013;1;P108313;1;455.94;SALE;24-11-2024 15:58:37
S06/20241124/00013;2;P105878;1;282.51;SALE;24-11-2024 15:58:37
S06/20241124/00013;3;TAX;1;68.84;TAX;24-11-2024 15:58:37
S06/20241124/00013;4;TENDER;1;807.29;TENDER;24-11-2024 15:58:37
S06/20241124/00014;1;P103389;2;239.67;SALE;24-11-2024 16:23:44
S06/20241124/00014;2;P102998;3;158.64;SALE;24-11-2024 16:23:44
S06/20241124/00014;3;P103155;6;270.20;SALE;24-11-2024 16:23:44
S06/20241124/00014;4;P106415;3;911.99;SALE;24-11-2024 16:23:44
S06/20241124/00014;5;TAX;1;792.08;TAX;24-11-2024 16:23:44
S06/20241124/00014;6;TENDER;1;6104.51;TENDER;24-11-2024 16:23:44
S06/20241124/00015;1;P100924;2;50.37;SALE;24-11-2024 16:10:07
S06/20241124/00015;2;P100604;1;167.40;SALE;24-11-2024 16:10:07
S06/20241124/00015;3;P102335;2;94.24;SALE;24-11-2024 16:10:07
S06/20241124/00015;4;P103712;1;481.86;SALE;24-11-2024 16:10:07
