ts,bill_no,line_no,line_type,product_code,unit_price,qty
1732283545,S10/20241122/00001,1,SALE,P107354,227.60,3
1732283545,S10/20241122/00001,2,SALE,P106106,219.14,1
1732283545,S10/20241122/00001,3,DISCOUNT,DISC,-84.62,1
1732283545,S10/20241122/00001,4,TAX,TAX,109.99,1
1732283545,S10/20241122/00001,5,TENDER,TENDER,927.31,1
1732291744,S10/20241122/00002,1,SALE,P107320,231.92,2
1732291744,S10/20241122/00002,2,SALE,P100106,318.86,2
1732291744,S10/20241122/00002,3,SALE,P101884,352.98,2
1732291744,S10/20241122/00002,4,TAX,TAX,255.17,1
1732291744,S10/20241122/00002,5,TENDER,TENDER,2062.69,1
1732286494,S10/20241122/00003,1,SALE,P107145,235.69,4
1732286494,S10/20241122/00003,2,SALE,P105155,350.84,2
1732286494,S10/20241122/00003,3,DISCOUNT,DISC,-44.93,1
1732286494,S10/20241122/00003,4,TAX,TAX,144.17,1
1732286494,S10/20241122/00003,5,TENDER,TENDER,1743.68,1
1732316307,S10/20241122/00004,1,SALE,P105747,287.56,1
1732316307,S10/20241122/00004,2,SALE,P101766,220.67,1
1732316307,S10/20241122/00004,3,SALE,P104916,340.18,2
1732316307,S10/20241122/00004,4,SALE,P101367,512.46,1
1732316307,S10/20241122/00004,5,SALE,P106639,485.46,1
1732316307,S10/20241122/00004,6,TAX,TAX,351.20,1
1732316307,S10/20241122/00004,7,TENDER,TENDER,2537.71,1
1732275365,S10/20241122/00005,1,SALE,P103986,495.05,1
1732275365,S10/20241122/00005,2,SALE,P104891,757.22,1
1732275365,S10/20241122/00005,3,SALE,P102353,139.83,3
1732275365,S10/20241122/00005,4,SALE,P107381,195.99,1
1732275365,S10/20241122/00005,5,SALE,P106452,31.15,1
1732275365,S10/20241122/00005,6,SALE,P100224,79.22,4
1732275365,S10/20241122/00005,7,TAX,TAX,241.87,1
1732275365,S10/20241122/00005,8,TENDER,TENDER,2457.65,1
1732272787,S10/20241122/00006,1,SALE,P101444,838.86,2
1732272787,S10/20241122/00006,2,SALE,P105069,168.30,1
1732272787,S10/20241122/00006,3,SALE,P101004,357.75,1
1732272787,S10/20241122/00006,4,SALE,P104827,168.97,1
1732272787,S10/20241122/00006,5,SALE,P105562,422.85,1
1732272787,S10/20241122/00006,6,SALE,P103473,428.66,3
1732272787,S10/20241122/00006,7,TAX,TAX,362.50,1
1732272787,S10/20241122/00006,8,TENDER,TENDER,4444.07,1
1732284657,S10/20241122/00007,1,SALE,P105740,103.24,3
1732284657,S10/20241122/00007,2,SALE,P103806,319.17,1
1732284657,S10/20241122/00007,3,SALE,P104512,94.53,2
1732284657,S10/20241122/00007,4,TAX,TAX,65.20,1
1732284657,S10/20241122/00007,5,TENDER,TENDER,883.15,1
1732306985,S10/20241122/00008,1,SALE,P105633,46.25,3
