bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20240725/00001;1;P107435;2;549.51;SALE;25-07-2024 10:53:43
S06/20240725/00001;2;P106783;1;87.95;SALE;25-07-2024 10:53:43
S06/20240725/00001;3;P108101;2;1603.81;SALE;25-07-2024 10:53:43
S06/20240725/00001;4;P105765;3;439.90;SALE;25-07-2024 10:53:43
S06/20240725/00001;5;P108076;2;145.31;SALE;25-07-2024 10:53:43
S06/20240725/00001;6;P104718;2;364.54;SALE;25-07-2024 10:53:43
S06/20240725/00001;7;P105400;3;48.10;SALE;25-07-2024 10:53:43
S06/20240725/00001;8;P101152;2;478.44;SALE;25-07-2024 10:53:43
S06/20240725/00001;9;TAX;1;1174.13;TAX;25-07-2024 10:53:43
S06/20240725/00001;10;TENDER;1;9009.30;TENDER;25-07-2024 10:53:43
S06/20240725/00002;1;P106015;3;150.41;SALE;25-07-2024 16:35:42
S06/20240725/00002;2;P101982;1;366.95;SALE;25-07-2024 16:35:42
S06/20240725/00002;3;P107705;4;763.24;SALE;25-07-2024 16:35:42
S06/20240725/00002;4;P101923;1;484.95;SALE;25-07-2024 16:35:42
S06/20240725/00002;5;P102324;2;194.59;SALE;25-07-2024 16:35:42
S06/20240725/00002;6;P100717;2;535.58;SALE;25-07-2024 16:35:42
S06/20240725/00002;7;P107973;3;271.34;SALE;25-07-2024 16:35:42
S06/20240725/00002;8;DISC;1;-791.74;DISCOUNT;25-07-2024 16:35:42
S06/20240725/00002;9;TAX;1;728.08;TAX;25-07-2024 16:35:42
S06/20240725/00002;10;TENDER;1;6566.79;TENDER;25-07-2024 16:35:42
S06/20240725/00003;1;P105356;3;232.26;SALE;25-07-2024 23:32:27
S06/20240725/00003;2;P101955;2;356.95;SALE;25-07-2024 23:32:27
S06/20240725/00003;3;P100999;4;161.56;SALE;25-07-2024 23:32:27
S06/20240725/00003;4;P100816;1;806.93;SALE;25-07-2024 23:32:27
S06/20240725/00003;5;TAX;1;260.17;TAX;25-07-2024 23:32:27
S06/20240725/00003;6;TENDER;1;3124.02;TENDER;25-07-2024 23:32:27
S06/20240725/00004;1;P103231;2;235.56;SALE;25-07-2024 13:08:00
S06/20240725/00004;2;P100453;3;207.31;SALE;25-07-2024 13:08:00
S06/20240725/00004;3;P106258;3;423.67;SALE;25-07-2024 13:08:00
S06/20240725/00004;4;P103822;4;594.96;SALE;25-07-2024 13:08:00
S06/20240725/00004;5;P100649;2;628.39;SALE;25-07-2024 13:08:00
S06/20240725/00004;6;TAX;1;652.95;TAX;25-07-2024 13:08:00
S06/20240725/00004;7;TENDER;1;6653.63;TENDER;25-07-2024 13:08:00
