bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240713/00001;1;P108221;4;50.44;SALE;13-07-2024 16:48:43
S07/20240713/00001;2;P106542;1;122.90;SALE;13-07-2024 16:48:43
S07/20240713/00001;3;P103054;2;113.30;SALE;13-07-2024 16:48:43
S07/20240713/00001;4;P103882;1;269.95;SALE;13-07-2024 16:48:43
S07/20240713/00001;5;P100640;3;330.95;SALE;13-07-2024 16:48:43
S07/20240713/00001;6;P103452;2;1033.70;SALE;13-07-2024 16:48:43
S07/20240713/00001;7;P105575;1;475.41;SALE;13-07-2024 16:48:43
S07/20240713/00001;8;TAX;1;353.31;TAX;13-07-2024 16:48:43
S07/20240713/00001;9;TENDER;1;4710.18;TENDER;13-07-2024 16:48:43
S07/20240713/00002;1;P101578;2;39.77;SALE;13-07-2024 14:13:38
S07/20240713/00002;2;P101674;2;373.95;SALE;13-07-2024 14:13:38
S07/20240713/00002;3;P103973;1;112.64;SALE;13-07-2024 14:13:38
S07/20240713/00002;4;P105815;2;320.65;SALE;13-07-2024 14:13:38
S07/20240713/00002;5;P103629;2;57.95;SALE;13-07-2024 14:13:38
S07/20240713/00002;6;P101842;2;210.53;SALE;13-07-2024 14:13:38
S07/20240713/00002;7;P100499;3;234.95;SALE;13-07-2024 14:13:38
S07/20240713/00002;8;TAX;1;362.33;TAX;13-07-2024 14:13:38
S07/20240713/00002;9;TENDER;1;3185.52;TENDER;13-07-2024 14:13:38
S07/20240713/00003;1;P101859;2;68.39;SALE;13-07-2024 21:46:36
S07/20240713/00003;2;P105246;1;840.69;SALE;13-07-2024 21:46:36
S07/20240713/00003;3;P102623;2;110.85;SALE;13-07-2024 21:46:36
S07/20240713/00003;4;P103259;2;298.27;SALE;13-07-2024 21:46:36
S07/20240713/00003;5;P107526;2;50.67;SALE;13-07-2024 21:46:36
S07/20240713/00003;6;P101272;1;87.22;SALE;13-07-2024 21:46:36
S07/20240713/00003;7;TAX;1;107.65;TAX;13-07-2024 21:46:36
S07/20240713/00003;8;TENDER;1;2091.92;TENDER;13-07-2024 21:46:36
