bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240715/00001;1;P107884;1;29.77;SALE;15-07-2024 19:22:40
S07/20240715/00001;2;P104820;3;207.26;SALE;15-07-2024 19:22:40
S07/20240715/00001;3;TAX;1;117.28;TAX;15-07-2024 19:22:40
S07/20240715/00001;4;TENDER;1;768.83;TENDER;15-07-2024 19:22:40
S07/20240715/00002;1;P104593;3;867.34;SALE;15-07-2024 14:41:44
S07/20240715/00002;2;P103374;2;34.95;SALE;15-07-2024 14:41:44
S07/20240715/00002;3;P102598;2;133.17;SALE;15-07-2024 14:41:44
S07/20240715/00002;4;TAX;1;324.82;TAX;15-07-2024 14:41:44
S07/20240715/00002;5;TENDER;1;3263.08;TENDER;15-07-2024 14:41:44
S07/20240715/00003;1;P104617;3;107.09;SALE;15-07-2024 16:35:08
S07/20240715/00003;2;P105959;2;477.24;SALE;15-07-2024 16:35:08
S07/20240715/00003;3;P106651;1;855.95;SALE;15-07-2024 16:35:08
S07/20240715/00003;4;P107681;4;184.34;SALE;15-07-2024 16:35:08
S07/20240715/00003;5;P108302;2;855.55;SALE;15-07-2024 16:35:08
S07/20240715/00003;6;DISC;1;-270.25;DISCOUNT;15-07-2024 16:35:08
S07/20240715/00003;7;TAX;1;421.49;TAX;15-07-2024 16:35:08
S07/20240715/00003;8;TENDER;1;4731.40;TENDER;15-07-2024 16:35:08
S07/20240715/00004;1;P103918;3;527.10;SALE;15-07-2024 13:47:52
S07/20240715/00004;2;P100899;5;131.46;SALE;15-07-2024 13:47:52
S07/20240715/00004;3;P102909;3;48.95;SALE;15-07-2024 13:47:52
S07/20240715/00004;4;P108234;2;33.09;SALE;15-07-2024 13:47:52
S07/20240715/00004;5;P104378;2;95.33;SALE;15-07-2024 13:47:52
S07/20240715/00004;6;P101613;2;117.31;SALE;15-07-2024 13:47:52
S07/20240715/00004;7;TAX;1;156.09;TAX;15-07-2024 13:47:52
S07/20240715/00004;8;TENDER;1;3033.00;TENDER;15-07-2024 13:47:52
S07/20240715/00005;1;P101515;2;58.58;SALE;15-07-2024 18:12:37
S07/20240715/00005;2;P100326;3;47.79;SALE;15-07-2024 18:12:37
S07/20240715/00005;3;P104435;3;435.11;SALE;15-07-2024 18:12:37
S07/20240715/00005;4;P107149;1;145.83;SALE;15-07-2024 18:12:37
S07/20240715/00005;5;P105155;2;350.84;SALE;15-07-2024 18:12:37
S07/20240715/00005;6;TAX;1;243.78;TAX;15-07-2024 18:12:37
S07/20240715/00005;7;TENDER;1;2657.15;TENDER;15-07-2024 18:12:37
S07/20240715/00006;1;P100933;2;257.95;SALE;15-07-2024 18:03:37
S07/20240715/00006;2;P107784;1;245.59;SALE;15-07-2024 18:03:37
S07/20240715/00006;3;P104658;3;73.05;SALE;15-07-2024 18:03:37
S07/20240715/00006;4;P100255;3;1250.31;SALE;15-07-2024 18:03:37
S07/20240715/00006;5;P107072;2;75.15;SALE;15-07-2024 18:03:37
S07/20240715/00006;6;P103188;4;30.16;SALE;15-07-2024 18:03:37
S07/20240715/00006;7;TAX;1;342.55;TAX;15-07-2024 18:03:37
S07/20240715/00006;8;TENDER;1;5345.06;TENDER;15-07-2024 18:03:37
S07/20240715/00007;1;P106382;2;81.60;SALE;15-07-2024 15:22:01
S07/20240715/00007;2;P106550;2;28.48;SALE;15-07-2024 15:22:01
S07/20240715/00007;3;P104294;2;115.73;SALE;15-07-2024 15:22:01
S07/20240715/00007;4;P101052;2;198.99;SALE;15-07-2024 15:22:01
