bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240310/00001;1;P102175;2;193.24;SALE;10-03-2024 13:55:20
S09/20240310/00001;2;P100850;2;166.95;SALE;10-03-2024 13:55:20
S09/20240310/00001;3;P104800;2;692.51;SALE;10-03-2024 13:55:20
S09/20240310/00001;4;P102045;2;21.31;SALE;10-03-2024 13:55:20
S09/20240310/00001;5;P103316;1;1749.88;SALE;10-03-2024 13:55:20
S09/20240310/00001;6;P100131;3;636.95;SALE;10-03-2024 13:55:20
S09/20240310/00001;7;P100210;1;1073.90;SALE;10-03-2024 13:55:20
S09/20240310/00001;8;P108300;2;260.37;SALE;10-03-2024 13:55:20
S09/20240310/00001;9;TAX;1;875.83;TAX;10-03-2024 13:55:20
S09/20240310/00001;10;TENDER;1;8279.22;TENDER;10-03-2024 13:55:20
S09/20240310/00002;1;P106221;3;33.55;SALE;10-03-2024 13:56:21
S09/20240310/00002;2;P102931;1;737.59;SALE;10-03-2024 13:56:21
S09/20240310/00002;3;P108216;2;71.71;SALE;10-03-2024 13:56:21
S09/20240310/00002;4;P102874;1;142.38;SALE;10-03-2024 13:56:21
S09/20240310/00002;5;TAX;1;69.29;TAX;10-03-2024 13:56:21
S09/20240310/00002;6;TENDER;1;1193.33;TENDER;10-03-2024 13:56:21
S09/20240310/00003;1;P106907;1;271.35;SALE;10-03-2024 12:01:21
S09/20240310/00003;2;P106035;1;89.95;SALE;10-03-2024 12:01:21
S09/20240310/00003;3;P101851;3;1750.29;SALE;10-03-2024 12:01:21
S09/20240310/00003;4;P101127;2;45.95;SALE;10-03-2024 12:01:21
S09/20240310/00003;5;TAX;1;16.19;TAX;10-03-2024 12:01:21
S09/20240310/00003;6;TENDER;1;5720.26;TENDER;10-03-2024 12:01:21
S09/20240310/00004;1;P106506;6;91.95;SALE;10-03-2024 18:31:28
S09/20240310/00004;2;P106813;4;264.52;SALE;10-03-2024 18:31:28
S09/20240310/00004;3;P103654;3;460.36;SALE;10-03-2024 18:31:28
S09/20240310/00004;4;TAX;1;295.33;TAX;10-03-2024 18:31:28
S09/20240310/00004;5;TENDER;1;3286.19;TENDER;10-03-2024 18:31:28
S09/20240310/00005;1;P105980;1;263.95;SALE;10-03-2024 23:54:11
S09/20240310/00005;2;P103105;4;29.46;SALE;10-03-2024 23:54:11
S09/20240310/00005;3;P106611;2;341.44;SALE;10-03-2024 23:54:11
S09/20240310/00005;4;TAX;1;134.83;TAX;10-03-2024 23:54:11
