bill_no,line_no,product_code,qty,unit_price,line_type,ts
S05/20240122/00001,1,P103864,3,466.79,SALE,2024-01-22T14:54:38
S05/20240122/00001,2,P104938,1,999.94,SALE,2024-01-22T14:54:38
S05/20240122/00001,3,P103766,3,191.95,SALE,2024-01-22T14:54:38
S05/20240122/00001,4,P101389,2,368.82,SALE,2024-01-22T14:54:38
S05/20240122/00001,5,P106405,2,39.79,SALE,2024-01-22T14:54:38
S05/20240122/00001,6,P103424,2,235.87,SALE,2024-01-22T14:54:38
S05/20240122/00001,7,P106844,2,22.95,SALE,2024-01-22T14:54:38
S05/20240122/00001,8,TAX,1,430.77,TAX,2024-01-22T14:54:38
S05/20240122/00001,9,TENDER,1,4741.79,TENDER,2024-01-22T14:54:38
S05/20240122/00002,1,P100621,2,226.51,SALE,2024-01-22T15:58:21
S05/20240122/00002,2,P105684,3,1096.95,SALE,2024-01-22T15:58:21
S05/20240122/00002,3,P106207,3,459.95,SALE,2024-01-22T15:58:21
S05/20240122/00002,4,P103732,1,94.74,SALE,2024-01-22T15:58:21
S05/20240122/00002,5,P103616,2,621.95,SALE,2024-01-22T15:58:21
S05/20240122/00002,6,TAX,1,502.50,TAX,2024-01-22T15:58:21
S05/20240122/00002,7,TENDER,1,6964.86,TENDER,2024-01-22T15:58:21
S05/20240122/00003,1,P107301,1,893.95,SALE,2024-01-22T15:21:25
S05/20240122/00003,2,P103294,1,67.95,SALE,2024-01-22T15:21:25
S05/20240122/00003,3,P107623,4,414.95,SALE,2024-01-22T15:21:25
S05/20240122/00003,4,P107246,1,303.92,SALE,2024-01-22T15:21:25
S05/20240122/00003,5,P100044,1,668.09,SALE,2024-01-22T15:21:25
S05/20240122/00003,6,P100840,2,248.08,SALE,2024-01-22T15:21:25
S05/20240122/00003,7,P101272,1,87.22,SALE,2024-01-22T15:21:25
S05/20240122/00003,8,TAX,1,530.71,TAX,2024-01-22T15:21:25
S05/20240122/00003,9,TENDER,1,4707.80,TENDER,2024-01-22T15:21:25
S05/20240122/00004,1,P103896,2,200.95,SALE,2024-01-22T17:35:09
S05/20240122/00004,2,P103068,2,137.26,SALE,2024-01-22T17:35:09
S05/20240122/00004,3,P102023,3,425.67,SALE,2024-01-22T17:35:09
S05/20240122/00004,4,TAX,1,239.31,TAX,2024-01-22T17:35:09
S05/20240122/00004,5,TENDER,1,2192.74,TENDER,2024-01-22T17:35:09
S05/20240122/00005,1,P103616,2,621.95,SALE,2024-01-22T16:29:01
S05/20240122/00005,2,P105897,2,225.21,SALE,2024-01-22T16:29:01
S05/20240122/00005,3,P106563,2,426.95,SALE,2024-01-22T16:29:01
S05/20240122/00005,4,TAX,1,218.71,TAX,2024-01-22T16:29:01
S05/20240122/00005,5,TENDER,1,2766.93,TENDER,2024-01-22T16:29:01
S05/20240122/00006,1,P100135,2,67.67,SALE,2024-01-22T18:54:39
S05/20240122/00006,2,P107799,1,738.35,SALE,2024-01-22T18:54:39
S05/20240122/00006,3,TAX,1,43.68,TAX,2024-01-22T18:54:39
S05/20240122/00006,4,TENDER,1,917.37,TENDER,2024-01-22T18:54:39
S05/20240122/00007,1,P103504,1,342.59,SALE,2024-01-22T11:44:29
S05/20240122/00007,2,P106584,1,235.23,SALE,2024-01-22T11:44:29
S05/20240122/00007,3,P104226,1,303.01,SALE,2024-01-22T11:44:29
S05/20240122/00007,4,P101613,2,109.83,SALE,2024-01-22T11:44:29
S05/20240122/00007,5,P103111,3,36.75,SALE,2024-01-22T11:44:29
S05/20240122/00007,6,TAX,1,86.16,TAX,2024-01-22T11:44:29
S05/20240122/00007,7,TENDER,1,1296.90,TENDER,2024-01-22T11:44:29
S05/20240122/00008,1,P103757,3,147.98,SALE,2024-01-22T16:21:50
S05/20240122/00008,2,P101669,2,48.95,SALE,2024-01-22T16:21:50
S05/20240122/00008,3,P105453,2,393.95,SALE,2024-01-22T16:21:50
S05/20240122/00008,4,P100019,2,62.95,SALE,2024-01-22T16:21:50
S05/20240122/00008,5,TAX,1,191.58,TAX,2024-01-22T16:21:50
S05/20240122/00008,6,TENDER,1,1647.22,TENDER,2024-01-22T16:21:50
S05/20240122/00009,1,P101925,-3,164.95,RETURN,2024-01-22T16:33:52
S05/20240122/00009,2,P100754,-4,81.86,RETURN,2024-01-22T16:33:52
