ts,bill_no,line_no,line_type,product_code,unit_price,qty
1723228801,S10/20240809/00001,1,SALE,P100731,254.77,3
1723228801,S10/20240809/00001,2,SALE,P103206,450.05,3
1723228801,S10/20240809/00001,3,DISCOUNT,DISC,-159.21,1
1723228801,S10/20240809/00001,4,TAX,TAX,351.95,1
1723228801,S10/20240809/00001,5,TENDER,TENDER,2307.20,1
1723213706,S10/20240809/00002,1,SALE,P107373,96.95,3
1723213706,S10/20240809/00002,2,SALE,P105030,211.39,3
1723213706,S10/20240809/00002,3,SALE,P101305,114.22,2
1723213706,S10/20240809/00002,4,SALE,P106506,125.80,2
1723213706,S10/20240809/00002,5,TAX,TAX,200.56,1
1723213706,S10/20240809/00002,6,TENDER,TENDER,1605.62,1
1723207242,S10/20240809/00003,1,SALE,P108313,372.95,2
1723207242,S10/20240809/00003,2,SALE,P100463,290.57,2
1723207242,S10/20240809/00003,3,SALE,P105021,1111.36,4
1723207242,S10/20240809/00003,4,SALE,P102243,133.95,1
1723207242,S10/20240809/00003,5,SALE,P102707,440.21,3
1723207242,S10/20240809/00003,6,DISCOUNT,DISC,-677.51,1
1723207242,S10/20240809/00003,7,TAX,TAX,777.45,1
1723207242,S10/20240809/00003,8,TENDER,TENDER,7327.00,1
1723231680,S10/20240809/00004,1,SALE,P102682,94.04,5
1723231680,S10/20240809/00004,2,SALE,P105057,272.66,2
1723231680,S10/20240809/00004,3,TAX,TAX,121.67,1
1723231680,S10/20240809/00004,4,TENDER,TENDER,1137.19,1
1723214032,S10/20240809/00005,1,SALE,P108162,257.55,2
1723214032,S10/20240809/00005,2,SALE,P102000,82.98,2
1723214032,S10/20240809/00005,3,SALE,P101722,1331.86,2
1723214032,S10/20240809/00005,4,SALE,P107320,223.25,2
1723214032,S10/20240809/00005,5,SALE,P101404,225.86,3
1723214032,S10/20240809/00005,6,SALE,P106793,298.28,1
1723214032,S10/20240809/00005,7,SALE,P100026,304.63,5
1723214032,S10/20240809/00005,8,SALE,P106162,527.95,2
1723214032,S10/20240809/00005,9,TAX,TAX,367.34,1
1723214032,S10/20240809/00005,10,TENDER,TENDER,7713.53,1
1723214339,S10/20240809/00006,1,SALE,P100816,806.93,2
1723214339,S10/20240809/00006,2,SALE,P101722,1331.86,2
1723214339,S10/20240809/00006,3,SALE,P103111,40.41,4
1723214339,S10/20240809/00006,4,SALE,P100203,241.95,1
1723214339,S10/20240809/00006,5,SALE,P102626,355.05,3
1723214339,S10/20240809/00006,6,TAX,TAX,474.85,1
1723214339,S10/20240809/00006,7,TENDER,TENDER,6221.17,1
1723217105,S10/20240809/00007,1,SALE,P103424,295.58,2
1723217105,S10/20240809/00007,2,SALE,P103022,47.95,1
1723217105,S10/20240809/00007,3,SALE,P104378,95.33,2
1723217105,S10/20240809/00007,4,SALE,P107695,271.01,1
1723217105,S10/20240809/00007,5,TAX,TAX,148.35,1
1723217105,S10/20240809/00007,6,TENDER,TENDER,1249.13,1
1723211178,S10/20240809/00008,1,SALE,P102975,226.32,3
1723211178,S10/20240809/00008,2,SALE,P102585,516.36,3
1723211178,S10/20240809/00008,3,SALE,P100889,976.95,4
1723211178,S10/20240809/00008,4,SALE,P101961,767.84,2
1723211178,S10/20240809/00008,5,SALE,P105479,237.28,1
1723211178,S10/20240809/00008,6,SALE,P101949,857.51,2
1723211178,S10/20240809/00008,7,SALE,P101064,33.84,1
1723211178,S10/20240809/00008,8,SALE,P108379,305.48,1
1723211178,S10/20240809/00008,9,TAX,TAX,828.45,1
1723211178,S10/20240809/00008,10,TENDER,TENDER,10791.59,1
1723212722,S10/20240809/00009,1,SALE,P103231,235.56,1
1723212722,S10/20240809/00009,2,SALE,P107872,650.85,4
1723212722,S10/20240809/00009,3,SALE,P101648,334.22,2
1723212722,S10/20240809/00009,4,DISCOUNT,DISC,-356.81,1
1723212722,S10/20240809/00009,5,TAX,TAX,157.53,1
1723212722,S10/20240809/00009,6,TENDER,TENDER,3308.12,1
1723219767,S10/20240809/00010,1,SALE,P107589,266.18,3
1723219767,S10/20240809/00010,2,SALE,P103197,292.95,2
1723219767,S10/20240809/00010,3,SALE,P105720,67.32,2
1723219767,S10/20240809/00010,4,TAX,TAX,214.05,1
1723219767,S10/20240809/00010,5,TENDER,TENDER,1733.13,1
1723203694,S10/20240809/00011,1,SALE,P106009,372.60,3
1723203694,S10/20240809/00011,2,SALE,P107715,241.95,1
1723203694,S10/20240809/00011,3,DISCOUNT,DISC,-78.63,1
1723203694,S10/20240809/00011,4,TAX,TAX,167.41,1
1723203694,S10/20240809/00011,5,TENDER,TENDER,1448.53,1
1723208361,S10/20240809/00012,1,SALE,P107149,145.83,2
1723208361,S10/20240809/00012,2,SALE,P102531,148.04,1
1723208361,S10/20240809/00012,3,SALE,P102346,85.70,2
1723208361,S10/20240809/00012,4,SALE,P105092,57.00,2
1723208361,S10/20240809/00012,5,SALE,P100150,280.80,1
1723208361,S10/20240809/00012,6,TAX,TAX,125.39,1
1723208361,S10/20240809/00012,7,TENDER,TENDER,1131.29,1
1723215930,S10/20240809/00013,1,SALE,P106169,221.89,2
1723215930,S10/20240809/00013,2,SALE,P103050,569.48,3
1723215930,S10/20240809/00013,3,SALE,P100479,342.53,2
1723215930,S10/20240809/00013,4,DISCOUNT,DISC,-153.91,1
1723215930,S10/20240809/00013,5,TAX,TAX,153.30,1
1723215930,S10/20240809/00013,6,TENDER,TENDER,2836.67,1
1723204430,S10/20240809/00014,1,SALE,P100933,276.15,3
1723204430,S10/20240809/00014,2,SALE,P105268,255.65,1
1723204430,S10/20240809/00014,3,SALE,P100731,254.77,4
1723204430,S10/20240809/00014,4,SALE,P107137,32.59,3
1723204430,S10/20240809/00014,5,SALE,P103050,569.48,1
1723204430,S10/20240809/00014,6,TAX,TAX,378.57,1
1723204430,S10/20240809/00014,7,TENDER,TENDER,3149.00,1
1723209723,S10/20240809/00015,1,SALE,P100722,330.17,3
1723209723,S10/20240809/00015,2,SALE,P101520,168.04,2
1723209723,S10/20240809/00015,3,SALE,P107623,442.34,2
1723209723,S10/20240809/00015,4,SALE,P100308,289.31,1
1723209723,S10/20240809/00015,5,DISCOUNT,DISC,-206.23,1
1723209723,S10/20240809/00015,6,TAX,TAX,193.38,1
1723209723,S10/20240809/00015,7,TENDER,TENDER,2487.73,1
1723217096,S10/20240809/00016,1,SALE,P102290,587.69,2
1723217096,S10/20240809/00016,2,SALE,P103839,213.95,1
1723217096,S10/20240809/00016,3,SALE,P105747,287.56,2
1723217096,S10/20240809/00016,4,SALE,P106735,320.99,3
1723217096,S10/20240809/00016,5,SALE,P104344,390.44,3
1723217096,S10/20240809/00016,6,SALE,P104334,294.34,3
1723217096,S10/20240809/00016,7,TAX,TAX,711.40,1
1723217096,S10/20240809/00016,8,TENDER,TENDER,5693.16,1
1723237228,S10/20240809/00017,1,SALE,P105112,179.95,3
1723237228,S10/20240809/00017,2,SALE,P106757,379.84,2
1723237228,S10/20240809/00017,3,SALE,P100198,156.66,1
1723237228,S10/20240809/00017,4,TAX,TAX,72.81,1
1723237228,S10/20240809/00017,5,TENDER,TENDER,1529.00,1
1723227489,S10/20240809/00018,1,SALE,P106115,128.36,3
1723227489,S10/20240809/00018,2,SALE,P106651,855.95,2
1723227489,S10/20240809/00018,3,SALE,P105965,66.08,3
1723227489,S10/20240809/00018,4,TAX,TAX,79.23,1
1723227489,S10/20240809/00018,5,TENDER,TENDER,2374.45,1
1723209117,S10/20240809/00019,1,SALE,P102755,72.12,2
1723209117,S10/20240809/00019,2,SALE,P103559,370.21,1
1723209117,S10/20240809/00019,3,SALE,P105062,14.84,3
1723209117,S10/20240809/00019,4,TAX,TAX,33.74,1
1723209117,S10/20240809/00019,5,TENDER,TENDER,592.71,1
1723225670,S10/20240809/00020,1,SALE,P100560,176.85,1
1723225670,S10/20240809/00020,2,SALE,P101802,40.81,3
1723225670,S10/20240809/00020,3,SALE,P101134,1071.76,2
1723225670,S10/20240809/00020,4,SALE,P100140,62.18,1
1723225670,S10/20240809/00020,5,SALE,P104718,364.54,1
1723225670,S10/20240809/00020,6,SALE,P107520,137.21,2
1723225670,S10/20240809/00020,7,SALE,P106984,28.34,2
1723225670,S10/20240809/00020,8,SALE,P106234,78.81,3
1723225670,S10/20240809/00020,9,SALE,P100035,1810.38,1
1723225670,S10/20240809/00020,10,TAX,TAX,344.45,1
1723225670,S10/20240809/00020,11,TENDER,TENDER,5591.88,1
1723229494,S10/20240809/00021,1,SALE,P100827,1218.17,2
1723229494,S10/20240809/00021,2,SALE,P107028,56.60,2
1723229494,S10/20240809/00021,3,SALE,P108191,309.71,2
1723229494,S10/20240809/00021,4,SALE,P100150,280.80,2
1723229494,S10/20240809/00021,5,SALE,P104637,294.49,1
1723229494,S10/20240809/00021,6,SALE,P101982,366.95,2
1723229494,S10/20240809/00021,7,TAX,TAX,246.87,1
1723229494,S10/20240809/00021,8,TENDER,TENDER,5005.82,1
1723221242,S10/20240809/00022,1,SALE,P103712,481.86,1
1723221242,S10/20240809/00022,2,SALE,P104600,56.45,1
1723221242,S10/20240809/00022,3,SALE,P106542,122.90,1
1723221242,S10/20240809/00022,4,SALE,P107137,32.59,2
1723221242,S10/20240809/00022,5,TAX,TAX,82.77,1
1723221242,S10/20240809/00022,6,TENDER,TENDER,809.16,1
1723247498,S10/20240809/00023,1,SALE,P101465,573.89,2
1723247498,S10/20240809/00023,2,SALE,P100889,976.95,2
1723247498,S10/20240809/00023,3,SALE,P106611,341.44,1
1723247498,S10/20240809/00023,4,SALE,P103704,169.21,4
