bill_no,line_no,product_code,qty,unit_price,line_type,ts
S02/20241225/00001,1,P102772,4,151.97,SALE,2024-12-25T17:54:41
S02/20241225/00001,2,P106478,3,56.12,SALE,2024-12-25T17:54:41
S02/20241225/00001,3,P101481,1,55.03,SALE,2024-12-25T17:54:41
S02/20241225/00001,4,P103693,1,102.71,SALE,2024-12-25T17:54:41
S02/20241225/00001,5,P106553,2,139.74,SALE,2024-12-25T17:54:41
S02/20241225/00001,6,TAX,1,91.87,TAX,2024-12-25T17:54:41
S02/20241225/00001,7,TENDER,1,1305.33,TENDER,2024-12-25T17:54:41
S02/20241225/00002,1,P103973,1,108.48,SALE,2024-12-25T12:02:26
S02/20241225/00002,2,P105236,3,552.60,SALE,2024-12-25T12:02:26
S02/20241225/00002,3,P107759,1,257.69,SALE,2024-12-25T12:02:26
S02/20241225/00002,4,P103538,1,265.96,SALE,2024-12-25T12:02:26
S02/20241225/00002,5,TAX,1,231.76,TAX,2024-12-25T12:02:26
S02/20241225/00002,6,TENDER,1,2521.69,TENDER,2024-12-25T12:02:26
S02/20241225/00003,1,P100418,1,213.97,SALE,2024-12-25T13:41:43
S02/20241225/00003,2,P102236,1,928.51,SALE,2024-12-25T13:41:43
S02/20241225/00003,3,P106221,2,31.65,SALE,2024-12-25T13:41:43
S02/20241225/00003,4,P103029,4,11.28,SALE,2024-12-25T13:41:43
S02/20241225/00003,5,P104950,3,91.01,SALE,2024-12-25T13:41:43
S02/20241225/00003,6,P103249,3,521.24,SALE,2024-12-25T13:41:43
S02/20241225/00003,7,DISC,1,-161.86,DISCOUNT,2024-12-25T13:41:43
S02/20241225/00003,8,TAX,1,183.14,TAX,2024-12-25T13:41:43
S02/20241225/00003,9,TENDER,1,3108.93,TENDER,2024-12-25T13:41:43
S02/20241225/00004,1,P102383,3,10.62,SALE,2024-12-25T19:13:05
S02/20241225/00004,2,P105187,3,1046.11,SALE,2024-12-25T19:13:05
S02/20241225/00004,3,P106024,4,472.89,SALE,2024-12-25T19:13:05
S02/20241225/00004,4,P103319,3,356.46,SALE,2024-12-25T19:13:05
S02/20241225/00004,5,P105524,3,81.14,SALE,2024-12-25T19:13:05
S02/20241225/00004,6,P104081,2,652.80,SALE,2024-12-25T19:13:05
S02/20241225/00004,7,P104497,2,229.16,SALE,2024-12-25T19:13:05
S02/20241225/00004,8,TAX,1,466.42,TAX,2024-12-25T19:13:05
S02/20241225/00004,9,TENDER,1,8604.89,TENDER,2024-12-25T19:13:05
S02/20241225/00005,1,P106900,2,179.85,SALE,2024-12-25T13:52:21
S02/20241225/00005,2,P101547,2,66.03,SALE,2024-12-25T13:52:21
S02/20241225/00005,3,TAX,1,24.59,TAX,2024-12-25T13:52:21
S02/20241225/00005,4,TENDER,1,516.35,TENDER,2024-12-25T13:52:21
S02/20241225/00006,1,P101500,1,330.53,SALE,2024-12-25T19:10:25
S02/20241225/00006,2,P101404,1,228.51,SALE,2024-12-25T19:10:25
S02/20241225/00006,3,P100463,4,290.57,SALE,2024-12-25T19:10:25
S02/20241225/00006,4,P107354,2,227.60,SALE,2024-12-25T19:10:25
S02/20241225/00006,5,P107171,2,335.20,SALE,2024-12-25T19:10:25
S02/20241225/00006,6,P105614,1,652.27,SALE,2024-12-25T19:10:25
S02/20241225/00006,7,P105547,1,431.77,SALE,2024-12-25T19:10:25
S02/20241225/00006,8,P101779,1,209.76,SALE,2024-12-25T19:10:25
S02/20241225/00006,9,P107308,2,226.19,SALE,2024-12-25T19:10:25
S02/20241225/00006,10,TAX,1,547.11,TAX,2024-12-25T19:10:25
S02/20241225/00006,11,TENDER,1,5140.21,TENDER,2024-12-25T19:10:25
S02/20241225/00007,1,P102516,2,1272.67,SALE,2024-12-25T16:52:01
S02/20241225/00007,2,TAX,1,127.27,TAX,2024-12-25T16:52:01
S02/20241225/00007,3,TENDER,1,2672.61,TENDER,2024-12-25T16:52:01
S02/20241225/00008,1,P105507,4,22.07,SALE,2024-12-25T07:21:26
S02/20241225/00008,2,P107346,2,449.29,SALE,2024-12-25T07:21:26
S02/20241225/00008,3,P102886,1,139.22,SALE,2024-12-25T07:21:26
S02/20241225/00008,4,P100677,2,256.17,SALE,2024-12-25T07:21:26
S02/20241225/00008,5,TAX,1,144.11,TAX,2024-12-25T07:21:26
S02/20241225/00008,6,TENDER,1,1782.53,TENDER,2024-12-25T07:21:26
S02/20241225/00009,1,P101279,1,242.90,SALE,2024-12-25T17:19:54
S02/20241225/00009,2,P103319,4,356.46,SALE,2024-12-25T17:19:54
S02/20241225/00009,3,P103712,2,481.86,SALE,2024-12-25T17:19:54
S02/20241225/00009,4,P107880,2,347.04,SALE,2024-12-25T17:19:54
S02/20241225/00009,5,P107884,3,29.77,SALE,2024-12-25T17:19:54
S02/20241225/00009,6,DISC,1,-159.78,DISCOUNT,2024-12-25T17:19:54
S02/20241225/00009,7,TAX,1,226.60,TAX,2024-12-25T17:19:54
S02/20241225/00009,8,TENDER,1,3482.67,TENDER,2024-12-25T17:19:54
S02/20241225/00010,1,P100571,3,134.98,SALE,2024-12-25T19:42:51
S02/20241225/00010,2,P101876,3,68.16,SALE,2024-12-25T19:42:51
S02/20241225/00010,3,P107695,2,271.01,SALE,2024-12-25T19:42:51
S02/20241225/00010,4,TAX,1,180.68,TAX,2024-12-25T19:42:51
S02/20241225/00010,5,TENDER,1,1332.12,TENDER,2024-12-25T19:42:51
S02/20241225/00011,1,P101613,1,125.30,SALE,2024-12-25T23:09:04
S02/20241225/00011,2,P100869,3,62.15,SALE,2024-12-25T23:09:04
S02/20241225/00011,3,P101578,3,44.18,SALE,2024-12-25T23:09:04
S02/20241225/00011,4,TAX,1,51.56,TAX,2024-12-25T23:09:04
S02/20241225/00011,5,TENDER,1,495.85,TENDER,2024-12-25T23:09:04
S02/20241225/00012,1,P105377,2,275.11,SALE,2024-12-25T16:48:55
S02/20241225/00012,2,P107589,1,257.75,SALE,2024-12-25T16:48:55
S02/20241225/00012,3,P101603,2,965.71,SALE,2024-12-25T16:48:55
S02/20241225/00012,4,P101613,1,125.30,SALE,2024-12-25T16:48:55
S02/20241225/00012,5,TAX,1,366.75,TAX,2024-12-25T16:48:55
S02/20241225/00012,6,TENDER,1,3231.44,TENDER,2024-12-25T16:48:55
S02/20241225/00013,1,P107721,3,92.25,SALE,2024-12-25T08:21:01
S02/20241225/00013,2,P105450,3,252.15,SALE,2024-12-25T08:21:01
S02/20241225/00013,3,P103364,3,118.90,SALE,2024-12-25T08:21:01
S02/20241225/00013,4,P105695,1,158.81,SALE,2024-12-25T08:21:01
S02/20241225/00013,5,P105855,3,123.28,SALE,2024-12-25T08:21:01
S02/20241225/00013,6,P104382,2,62.22,SALE,2024-12-25T08:21:01
S02/20241225/00013,7,TAX,1,32.65,TAX,2024-12-25T08:21:01
S02/20241225/00013,8,TENDER,1,2075.64,TENDER,2024-12-25T08:21:01
S02/20241225/00014,1,P104048,3,193.57,SALE,2024-12-25T17:31:13
S02/20241225/00014,2,P106443,3,52.87,SALE,2024-12-25T17:31:13
S02/20241225/00014,3,P103178,2,21.89,SALE,2024-12-25T17:31:13
S02/20241225/00014,4,P104072,1,724.10,SALE,2024-12-25T17:31:13
S02/20241225/00014,5,TAX,1,121.70,TAX,2024-12-25T17:31:13
S02/20241225/00014,6,TENDER,1,1628.90,TENDER,2024-12-25T17:31:13
S02/20241225/00015,1,P104739,4,172.21,SALE,2024-12-25T14:48:38
S02/20241225/00015,2,P107654,3,409.57,SALE,2024-12-25T14:48:38
S02/20241225/00015,3,P107385,2,811.35,SALE,2024-12-25T14:48:38
S02/20241225/00015,4,TAX,1,352.57,TAX,2024-12-25T14:48:38
S02/20241225/00015,5,TENDER,1,3892.82,TENDER,2024-12-25T14:48:38
S02/20241225/00016,1,P104302,1,1255.97,SALE,2024-12-25T14:58:45
S02/20241225/00016,2,P106115,3,128.36,SALE,2024-12-25T14:58:45
S02/20241225/00016,3,P107158,3,147.89,SALE,2024-12-25T14:58:45
S02/20241225/00016,4,P105553,2,764.76,SALE,2024-12-25T14:58:45
S02/20241225/00016,5,P103964,2,134.21,SALE,2024-12-25T14:58:45
S02/20241225/00016,6,TAX,1,496.85,TAX,2024-12-25T14:58:45
S02/20241225/00016,7,TENDER,1,4379.51,TENDER,2024-12-25T14:58:45
S02/20241225/00017,1,P107217,-2,293.45,RETURN,2024-12-25T17:08:02
S02/20241225/00017,2,P101740,-1,855.00,RETURN,2024-12-25T17:08:02
S02/20241225/00017,3,TAX,1,-70.43,TAX,2024-12-25T17:08:02
S02/20241225/00017,4,TENDER,1,-1512.33,TENDER,2024-12-25T17:08:02
S02/20241225/00018,1,P103111,3,40.41,SALE,2024-12-25T12:30:36
S02/20241225/00018,2,P102623,1,107.54,SALE,2024-12-25T12:30:36
S02/20241225/00018,3,P107708,2,167.35,SALE,2024-12-25T12:30:36
S02/20241225/00018,4,P102452,1,176.54,SALE,2024-12-25T12:30:36
S02/20241225/00018,5,P103035,2,1333.74,SALE,2024-12-25T12:30:36
S02/20241225/00018,6,TAX,1,161.17,TAX,2024-12-25T12:30:36
S02/20241225/00018,7,TENDER,1,3568.66,TENDER,2024-12-25T12:30:36
