bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240911/00001;1;P103397;3;371.02;SALE;11-09-2024 22:29:13
S09/20240911/00001;2;P100767;4;277.22;SALE;11-09-2024 22:29:13
S09/20240911/00001;3;P103124;3;489.23;SALE;11-09-2024 22:29:13
S09/20240911/00001;4;P103449;1;381.08;SALE;11-09-2024 22:29:13
S09/20240911/00001;5;P104160;3;258.87;SALE;11-09-2024 22:29:13
S09/20240911/00001;6;DISC;1;-109.33;DISCOUNT;11-09-2024 22:29:13
S09/20240911/00001;7;TAX;1;406.91;TAX;11-09-2024 22:29:13
S09/20240911/00001;8;TENDER;1;5144.90;TENDER;11-09-2024 22:29:13
S09/20240911/00002;1;P101152;3;478.44;SALE;11-09-2024 12:41:25
S09/20240911/00002;2;P105583;4;179.43;SALE;11-09-2024 12:41:25
S09/20240911/00002;3;P107330;1;131.77;SALE;11-09-2024 12:41:25
S09/20240911/00002;4;P101543;3;178.10;SALE;11-09-2024 12:41:25
S09/20240911/00002;5;P101961;2;767.84;SALE;11-09-2024 12:41:25
S09/20240911/00002;6;TAX;1;783.86;TAX;11-09-2024 12:41:25
S09/20240911/00002;7;TENDER;1;5138.65;TENDER;11-09-2024 12:41:25
S09/20240911/00003;1;P107040;3;474.18;SALE;11-09-2024 19:30:53
S09/20240911/00003;2;P103382;2;196.46;SALE;11-09-2024 19:30:53
S09/20240911/00003;3;P101177;1;153.94;SALE;11-09-2024 19:30:53
S09/20240911/00003;4;TAX;1;98.47;TAX;11-09-2024 19:30:53
S09/20240911/00003;5;TENDER;1;2067.87;TENDER;11-09-2024 19:30:53
S09/20240911/00004;1;P102516;2;1272.67;SALE;11-09-2024 17:47:04
S09/20240911/00004;2;P105307;2;831.20;SALE;11-09-2024 17:47:04
S09/20240911/00004;3;P100686;3;787.42;SALE;11-09-2024 17:47:04
S09/20240911/00004;4;P105313;3;51.83;SALE;11-09-2024 17:47:04
S09/20240911/00004;5;P107422;1;193.56;SALE;11-09-2024 17:47:04
S09/20240911/00004;6;P105418;3;257.82;SALE;11-09-2024 17:47:04
S09/20240911/00004;7;DISC;1;-191.58;DISCOUNT;11-09-2024 17:47:04
S09/20240911/00004;8;P102516;-2;1272.67;VOID;11-09-2024 17:47:04
S09/20240911/00004;9;P105307;-2;831.20;VOID;11-09-2024 17:47:04
S09/20240911/00004;10;P100686;-3;787.42;VOID;11-09-2024 17:47:04
S09/20240911/00004;11;P105313;-3;51.83;VOID;11-09-2024 17:47:04
S09/20240911/00004;12;P107422;-1;193.56;VOID;11-09-2024 17:47:04
S09/20240911/00004;13;P105418;-3;257.82;VOID;11-09-2024 17:47:04
S09/20240911/00004;14;DISC;1;191.58;VOID;11-09-2024 17:47:04
S09/20240911/00004;15;TAX;1;0.00;TAX;11-09-2024 17:47:04
S09/20240911/00004;16;TENDER;1;0.00;TENDER;11-09-2024 17:47:04
S09/20240911/00005;1;P107662;2;330.01;SALE;11-09-2024 15:57:06
S09/20240911/00005;2;P106228;3;44.54;SALE;11-09-2024 15:57:06
S09/20240911/00005;3;P105307;1;831.20;SALE;11-09-2024 15:57:06
S09/20240911/00005;4;P105772;2;539.31;SALE;11-09-2024 15:57:06
S09/20240911/00005;5;TAX;1;378.57;TAX;11-09-2024 15:57:06
S09/20240911/00005;6;TENDER;1;3082.03;TENDER;11-09-2024 15:57:06
S09/20240911/00006;1;P100019;2;64.89;SALE;11-09-2024 16:54:20
S09/20240911/00006;2;P106686;1;324.48;SALE;11-09-2024 16:54:20
S09/20240911/00006;3;TAX;1;39.58;TAX;11-09-2024 16:54:20
S09/20240911/00006;4;TENDER;1;493.84;TENDER;11-09-2024 16:54:20
S09/20240911/00007;1;P102892;4;227.52;SALE;11-09-2024 16:26:46
S09/20240911/00007;2;P102321;2;35.15;SALE;11-09-2024 16:26:46
S09/20240911/00007;3;P106584;1;247.63;SALE;11-09-2024 16:26:46
S09/20240911/00007;4;P103855;3;322.11;SALE;11-09-2024 16:26:46
S09/20240911/00007;5;P100276;3;965.56;SALE;11-09-2024 16:26:46
S09/20240911/00007;6;P108060;1;217.09;SALE;11-09-2024 16:26:46
S09/20240911/00007;7;DISC;1;-600.01;DISCOUNT;11-09-2024 16:26:46
S09/20240911/00007;8;TAX;1;470.18;TAX;11-09-2024 16:26:46
S09/20240911/00007;9;TENDER;1;5178.28;TENDER;11-09-2024 16:26:46
S09/20240911/00008;1;P108262;1;592.59;SALE;11-09-2024 22:57:37
S09/20240911/00008;2;P101034;2;94.74;SALE;11-09-2024 22:57:37
S09/20240911/00008;3;P102263;1;116.79;SALE;11-09-2024 22:57:37
S09/20240911/00008;4;TAX;1;143.42;TAX;11-09-2024 22:57:37
S09/20240911/00008;5;TENDER;1;1042.28;TENDER;11-09-2024 22:57:37
S09/20240911/00009;1;P106169;2;221.89;SALE;11-09-2024 21:35:45
S09/20240911/00009;2;P107226;2;86.90;SALE;11-09-2024 21:35:45
S09/20240911/00009;3;P101393;1;32.95;SALE;11-09-2024 21:35:45
S09/20240911/00009;4;P105030;3;219.33;SALE;11-09-2024 21:35:45
S09/20240911/00009;5;P107047;3;413.27;SALE;11-09-2024 21:35:45
S09/20240911/00009;6;P107463;2;188.92;SALE;11-09-2024 21:35:45
S09/20240911/00009;7;P102181;2;1586.03;SALE;11-09-2024 21:35:45
S09/20240911/00009;8;TAX;1;448.04;TAX;11-09-2024 21:35:45
S09/20240911/00009;9;TENDER;1;6546.27;TENDER;11-09-2024 21:35:45
S09/20240911/00010;1;P102559;4;86.19;SALE;11-09-2024 22:47:46
S09/20240911/00010;2;P105740;1;103.24;SALE;11-09-2024 22:47:46
S09/20240911/00010;3;P101283;2;263.48;SALE;11-09-2024 22:47:46
S09/20240911/00010;4;P107028;2;56.60;SALE;11-09-2024 22:47:46
S09/20240911/00010;5;TAX;1;151.05;TAX;11-09-2024 22:47:46
S09/20240911/00010;6;TENDER;1;1239.21;TENDER;11-09-2024 22:47:46
S09/20240911/00011;1;P101184;1;64.09;SALE;11-09-2024 16:22:34
S09/20240911/00011;2;P105684;1;1114.27;SALE;11-09-2024 16:22:34
S09/20240911/00011;3;P104439;2;123.98;SALE;11-09-2024 16:22:34
S09/20240911/00011;4;P105433;2;144.32;SALE;11-09-2024 16:22:34
S09/20240911/00011;5;TAX;1;159.99;TAX;11-09-2024 16:22:34
S09/20240911/00011;6;TENDER;1;1874.95;TENDER;11-09-2024 16:22:34
S09/20240911/00012;1;P105035;3;158.77;SALE;11-09-2024 13:57:40
S09/20240911/00012;2;P106191;1;1230.97;SALE;11-09-2024 13:57:40
S09/20240911/00012;3;P107859;1;127.92;SALE;11-09-2024 13:57:40
S09/20240911/00012;4;P108046;3;95.35;SALE;11-09-2024 13:57:40
S09/20240911/00012;5;P103449;2;381.08;SALE;11-09-2024 13:57:40
S09/20240911/00012;6;DISC;1;-330.34;DISCOUNT;11-09-2024 13:57:40
