bill_no;line_no;item_code;quantity;rate;type;txn_time
S06/20240417/00001;1;P107409;2;419.09;SALE;17-04-2024 18:20:23
S06/20240417/00001;2;P106244;2;73.94;SALE;17-04-2024 18:20:23
S06/20240417/00001;3;P104992;3;828.19;SALE;17-04-2024 18:20:23
S06/20240417/00001;4;P102531;1;148.04;SALE;17-04-2024 18:20:23
S06/20240417/00001;5;P102160;3;221.62;SALE;17-04-2024 18:20:23
S06/20240417/00001;6;P105878;5;268.52;SALE;17-04-2024 18:20:23
S06/20240417/00001;7;TAX;1;224.33;TAX;17-04-2024 18:20:23
S06/20240417/00001;8;TENDER;1;5850.46;TENDER;17-04-2024 18:20:23
S06/20240417/00002;1;P102142;1;93.89;SALE;17-04-2024 13:38:39
S06/20240417/00002;2;P105835;1;243.66;SALE;17-04-2024 13:38:39
S06/20240417/00002;3;P107100;2;171.95;SALE;17-04-2024 13:38:39
S06/20240417/00002;4;P105230;4;107.33;SALE;17-04-2024 13:38:39
S06/20240417/00002;5;P105980;4;263.95;SALE;17-04-2024 13:38:39
S06/20240417/00002;6;P107308;2;207.74;SALE;17-04-2024 13:38:39
S06/20240417/00002;7;P101152;1;478.44;SALE;17-04-2024 13:38:39
S06/20240417/00002;8;P101142;2;98.55;SALE;17-04-2024 13:38:39
S06/20240417/00002;9;P105929;4;11.18;SALE;17-04-2024 13:38:39
S06/20240417/00002;10;TAX;1;428.97;TAX;17-04-2024 13:38:39
S06/20240417/00002;11;TENDER;1;3731.28;TENDER;17-04-2024 13:38:39
S06/20240417/00003;1;P101547;1;57.95;SALE;17-04-2024 15:09:53
S06/20240417/00003;2;P108216;2;71.71;SALE;17-04-2024 15:09:53
S06/20240417/00003;3;TAX;1;10.07;TAX;17-04-2024 15:09:53
S06/20240417/00003;4;TENDER;1;211.44;TENDER;17-04-2024 15:09:53
S06/20240417/00004;1;P105784;2;116.81;SALE;17-04-2024 23:00:09
S06/20240417/00004;2;P106151;4;289.47;SALE;17-04-2024 23:00:09
S06/20240417/00004;3;P102432;1;819.74;SALE;17-04-2024 23:00:09
S06/20240417/00004;4;TAX;1;237.31;TAX;17-04-2024 23:00:09
S06/20240417/00004;5;TENDER;1;2448.55;TENDER;17-04-2024 23:00:09
S06/20240417/00005;1;P104446;2;52.95;SALE;17-04-2024 17:03:14
S06/20240417/00005;2;P100640;2;330.95;SALE;17-04-2024 17:03:14
S06/20240417/00005;3;P107581;1;243.81;SALE;17-04-2024 17:03:14
S06/20240417/00005;4;P101859;1;68.39;SALE;17-04-2024 17:03:14
S06/20240417/00005;5;P103129;2;79.05;SALE;17-04-2024 17:03:14
S06/20240417/00005;6;P102035;1;493.95;SALE;17-04-2024 17:03:14
S06/20240417/00005;7;P106115;3;128.36;SALE;17-04-2024 17:03:14
S06/20240417/00005;8;P103606;4;178.05;SALE;17-04-2024 17:03:14
S06/20240417/00005;9;TAX;1;294.03;TAX;17-04-2024 17:03:14
S06/20240417/00005;10;TENDER;1;3123.36;TENDER;17-04-2024 17:03:14
S06/20240417/00006;1;P108206;1;609.36;SALE;17-04-2024 12:20:28
S06/20240417/00006;2;P102909;2;48.95;SALE;17-04-2024 12:20:28
S06/20240417/00006;3;P106611;1;341.44;SALE;17-04-2024 12:20:28
S06/20240417/00006;4;P105901;1;73.95;SALE;17-04-2024 12:20:28
S06/20240417/00006;5;P100421;3;126.04;SALE;17-04-2024 12:20:28
S06/20240417/00006;6;TAX;1;49.85;TAX;17-04-2024 12:20:28
S06/20240417/00006;7;TENDER;1;1550.62;TENDER;17-04-2024 12:20:28
S06/20240417/00007;1;P103668;2;1530.18;SALE;17-04-2024 17:18:15
S06/20240417/00007;2;P100609;3;76.13;SALE;17-04-2024 17:18:15
S06/20240417/00007;3;P100156;2;1576.32;SALE;17-04-2024 17:18:15
S06/20240417/00007;4;P102129;2;252.76;SALE;17-04-2024 17:18:15
S06/20240417/00007;5;TAX;1;205.70;TAX;17-04-2024 17:18:15
S06/20240417/00007;6;TENDER;1;7152.61;TENDER;17-04-2024 17:18:15
S06/20240417/00008;1;P103068;2;137.26;SALE;17-04-2024 22:24:26
S06/20240417/00008;2;P106611;2;341.44;SALE;17-04-2024 22:24:26
S06/20240417/00008;3;P106151;1;289.47;SALE;17-04-2024 22:24:26
S06/20240417/00008;4;P105377;1;262.95;SALE;17-04-2024 22:24:26
S06/20240417/00008;5;P103105;2;29.46;SALE;17-04-2024 22:24:26
S06/20240417/00008;6;P105209;1;399.92;SALE;17-04-2024 22:24:26
S06/20240417/00008;7;P106234;3;78.81;SALE;17-04-2024 22:24:26
S06/20240417/00008;8;P106911;3;232.77;SALE;17-04-2024 22:24:26
S06/20240417/00008;9;TAX;1;272.92;TAX;17-04-2024 22:24:26
S06/20240417/00008;10;TENDER;1;3176.32;TENDER;17-04-2024 22:24:26
S06/20240417/00009;1;P104891;2;692.46;SALE;17-04-2024 17:00:06
S06/20240417/00009;2;P106975;3;136.95;SALE;17-04-2024 17:00:06
S06/20240417/00009;3;P107777;3;222.77;SALE;17-04-2024 17:00:06
S06/20240417/00009;4;P100665;2;281.09;SALE;17-04-2024 17:00:06
S06/20240417/00009;5;P103487;1;345.08;SALE;17-04-2024 17:00:06
S06/20240417/00009;6;TAX;1;349.01;TAX;17-04-2024 17:00:06
S06/20240417/00009;7;TENDER;1;3720.35;TENDER;17-04-2024 17:00:06
S06/20240417/00010;1;P107890;2;133.07;SALE;17-04-2024 21:25:27
S06/20240417/00010;2;P101481;2;42.95;SALE;17-04-2024 21:25:27
S06/20240417/00010;3;P103372;1;43.95;SALE;17-04-2024 21:25:27
S06/20240417/00010;4;TAX;1;25.51;TAX;17-04-2024 21:25:27
