ts,bill_no,line_no,line_type,product_code,unit_price,qty
1711665578,S10/20240328/00001,1,SALE,P101298,199.67,2
1711665578,S10/20240328/00001,2,SALE,P104695,66.60,2
1711665578,S10/20240328/00001,3,SALE,P101174,50.10,4
1711665578,S10/20240328/00001,4,SALE,P103234,121.56,3
1711665578,S10/20240328/00001,5,SALE,P101440,234.68,2
1711665578,S10/20240328/00001,6,TAX,TAX,130.24,1
1711665578,S10/20240328/00001,7,TENDER,TENDER,1697.22,1
1711642982,S10/20240328/00002,1,SALE,P107488,303.21,2
1711642982,S10/20240328/00002,2,SALE,P100731,268.30,1
1711642982,S10/20240328/00002,3,SALE,P107795,286.95,2
1711642982,S10/20240328/00002,4,TAX,TAX,226.32,1
1711642982,S10/20240328/00002,5,TENDER,TENDER,1674.94,1
1711621827,S10/20240328/00003,1,SALE,P100682,325.28,2
1711621827,S10/20240328/00003,2,SALE,P105453,393.95,2
1711621827,S10/20240328/00003,3,SALE,P106599,224.95,3
1711621827,S10/20240328/00003,4,SALE,P107063,374.87,2
1711621827,S10/20240328/00003,5,TAX,TAX,343.60,1
1711621827,S10/20240328/00003,6,TENDER,TENDER,3206.65,1
1711639132,S10/20240328/00004,1,SALE,P101037,537.96,2
1711639132,S10/20240328/00004,2,SALE,P105541,201.95,1
1711639132,S10/20240328/00004,3,TAX,TAX,230.02,1
1711639132,S10/20240328/00004,4,TENDER,TENDER,1507.89,1
1711633569,S10/20240328/00005,1,SALE,P103473,424.75,4
1711633569,S10/20240328/00005,2,SALE,P102931,737.59,1
1711633569,S10/20240328/00005,3,SALE,P101702,491.39,2
1711633569,S10/20240328/00005,4,SALE,P102000,79.16,3
1711633569,S10/20240328/00005,5,SALE,P104344,407.54,2
1711633569,S10/20240328/00005,6,SALE,P101789,336.02,1
1711633569,S10/20240328/00005,7,SALE,P103563,21.95,2
1711633569,S10/20240328/00005,8,TAX,TAX,631.82,1
1711633569,S10/20240328/00005,9,TENDER,TENDER,5483.67,1
1711640586,S10/20240328/00006,1,SALE,P105562,128.95,1
1711640586,S10/20240328/00006,2,SALE,P102364,104.57,2
1711640586,S10/20240328/00006,3,SALE,P106015,150.41,3
