bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240229/00001;1;P108275;1;477.08;SALE;29-02-2024 16:58:41
S07/20240229/00001;2;P107282;3;1189.20;SALE;29-02-2024 16:58:41
S07/20240229/00001;3;P103040;2;402.85;SALE;29-02-2024 16:58:41
S07/20240229/00001;4;TAX;1;230.90;TAX;29-02-2024 16:58:41
S07/20240229/00001;5;TENDER;1;5081.28;TENDER;29-02-2024 16:58:41
S07/20240229/00002;1;P102460;2;548.91;SALE;29-02-2024 17:02:11
S07/20240229/00002;2;P102975;1;215.00;SALE;29-02-2024 17:02:11
S07/20240229/00002;3;P103348;4;437.31;SALE;29-02-2024 17:02:11
S07/20240229/00002;4;P102494;2;11.95;SALE;29-02-2024 17:02:11
S07/20240229/00002;5;P106490;2;574.62;SALE;29-02-2024 17:02:11
S07/20240229/00002;6;P103668;1;1416.40;SALE;29-02-2024 17:02:11
S07/20240229/00002;7;DISC;1;-219.25;DISCOUNT;29-02-2024 17:02:11
S07/20240229/00002;8;TAX;1;246.24;TAX;29-02-2024 17:02:11
S07/20240229/00002;9;TENDER;1;5678.59;TENDER;29-02-2024 17:02:11
S07/20240229/00003;1;P106927;2;140.95;SALE;29-02-2024 19:36:12
S07/20240229/00003;2;P107973;3;259.59;SALE;29-02-2024 19:36:12
S07/20240229/00003;3;P100652;3;43.95;SALE;29-02-2024 19:36:12
S07/20240229/00003;4;P103517;1;160.29;SALE;29-02-2024 19:36:12
S07/20240229/00003;5;P101955;1;356.95;SALE;29-02-2024 19:36:12
S07/20240229/00003;6;P103484;2;109.59;SALE;29-02-2024 19:36:12
S07/20240229/00003;7;TAX;1;180.47;TAX;29-02-2024 19:36:12
S07/20240229/00003;8;TENDER;1;2109.41;TENDER;29-02-2024 19:36:12
S07/20240229/00004;1;P107807;2;118.66;SALE;29-02-2024 12:35:10
S07/20240229/00004;2;P102409;2;381.29;SALE;29-02-2024 12:35:10
S07/20240229/00004;3;P104270;1;1036.53;SALE;29-02-2024 12:35:10
S07/20240229/00004;4;P106844;1;22.95;SALE;29-02-2024 12:35:10
S07/20240229/00004;5;TAX;1;105.95;TAX;29-02-2024 12:35:10
S07/20240229/00004;6;TENDER;1;2165.33;TENDER;29-02-2024 12:35:10
S07/20240229/00005;1;P106093;2;315.93;SALE;29-02-2024 18:27:04
S07/20240229/00005;2;P104567;1;141.21;SALE;29-02-2024 18:27:04
S07/20240229/00005;3;P101876;1;71.32;SALE;29-02-2024 18:27:04
S07/20240229/00005;4;P101218;1;65.95;SALE;29-02-2024 18:27:04
S07/20240229/00005;5;P101543;3;178.10;SALE;29-02-2024 18:27:04
S07/20240229/00005;6;TAX;1;204.38;TAX;29-02-2024 18:27:04
S07/20240229/00005;7;TENDER;1;1649.02;TENDER;29-02-2024 18:27:04
S07/20240229/00006;1;P101751;5;460.11;SALE;29-02-2024 14:05:34
S07/20240229/00006;2;P102779;3;23.95;SALE;29-02-2024 14:05:34
S07/20240229/00006;3;P100933;3;257.95;SALE;29-02-2024 14:05:34
S07/20240229/00006;4;P108227;1;551.58;SALE;29-02-2024 14:05:34
S07/20240229/00006;5;TAX;1;562.01;TAX;29-02-2024 14:05:34
S07/20240229/00006;6;TENDER;1;4259.84;TENDER;29-02-2024 14:05:34
S07/20240229/00007;1;P104435;1;407.95;SALE;29-02-2024 19:53:57
S07/20240229/00007;2;P107477;5;116.95;SALE;29-02-2024 19:53:57
S07/20240229/00007;3;P104149;2;85.95;SALE;29-02-2024 19:53:57
S07/20240229/00007;4;P105017;1;193.22;SALE;29-02-2024 19:53:57
S07/20240229/00007;5;TAX;1;121.57;TAX;29-02-2024 19:53:57
S07/20240229/00007;6;TENDER;1;1479.39;TENDER;29-02-2024 19:53:57
S07/20240229/00008;1;P103647;4;37.95;SALE;29-02-2024 14:03:57
S07/20240229/00008;2;P107294;2;83.95;SALE;29-02-2024 14:03:57
S07/20240229/00008;3;P101064;1;35.56;SALE;29-02-2024 14:03:57
S07/20240229/00008;4;P103719;2;957.52;SALE;29-02-2024 14:03:57
S07/20240229/00008;5;P105882;2;221.21;SALE;29-02-2024 14:03:57
S07/20240229/00008;6;TAX;1;324.24;TAX;29-02-2024 14:03:57
S07/20240229/00008;7;TENDER;1;3036.96;TENDER;29-02-2024 14:03:57
S07/20240229/00009;1;P107178;2;294.44;SALE;29-02-2024 20:24:30
S07/20240229/00009;2;P100703;4;164.26;SALE;29-02-2024 20:24:30
S07/20240229/00009;3;P101933;3;1288.17;SALE;29-02-2024 20:24:30
S07/20240229/00009;4;P104811;3;113.95;SALE;29-02-2024 20:24:30
S07/20240229/00009;5;TAX;1;674.78;TAX;29-02-2024 20:24:30
