ts,bill_no,line_no,line_type,product_code,unit_price,qty
1733753106,S11/20241209/00001,1,SALE,P108050,1166.49,1
1733753106,S11/20241209/00001,2,SALE,P105997,124.60,3
1733753106,S11/20241209/00001,3,TAX,TAX,77.01,1
1733753106,S11/20241209/00001,4,TENDER,TENDER,1617.30,1
1733783822,S11/20241209/00002,1,SALE,P103833,1136.81,2
1733783822,S11/20241209/00002,2,SALE,P103406,1248.48,1
1733783822,S11/20241209/00002,3,SALE,P105268,300.66,2
1733783822,S11/20241209/00002,4,SALE,P103591,102.70,3
1733783822,S11/20241209/00002,5,DISCOUNT,DISC,-162.14,1
1733783822,S11/20241209/00002,6,TAX,TAX,411.56,1
1733783822,S11/20241209/00002,7,TENDER,TENDER,4680.94,1
1733771929,S11/20241209/00003,1,SALE,P106563,469.90,3
1733771929,S11/20241209/00003,2,SALE,P108200,333.41,1
1733771929,S11/20241209/00003,3,SALE,P102465,1410.14,3
1733771929,S11/20241209/00003,4,SALE,P106158,507.58,4
1733771929,S11/20241209/00003,5,TAX,TAX,522.21,1
1733771929,S11/20241209/00003,6,TENDER,TENDER,8526.06,1
1733747766,S11/20241209/00004,1,SALE,P104081,652.80,1
1733747766,S11/20241209/00004,2,SALE,P105541,189.75,3
1733747766,S11/20241209/00004,3,TAX,TAX,102.47,1
1733747766,S11/20241209/00004,4,TENDER,TENDER,1324.52,1
1733770467,S11/20241209/00005,1,SALE,P107502,311.85,2
1733770467,S11/20241209/00005,2,SALE,P108282,472.97,2
1733770467,S11/20241209/00005,3,SALE,P105695,158.81,2
1733770467,S11/20241209/00005,4,SALE,P101626,1040.69,2
1733770467,S11/20241209/00005,5,SALE,P106553,139.74,3
1733770467,S11/20241209/00005,6,SALE,P102280,644.81,2
1733770467,S11/20241209/00005,7,TAX,TAX,732.80,1
1733770467,S11/20241209/00005,8,TENDER,TENDER,6410.28,1
1733757637,S11/20241209/00006,1,SALE,P104567,141.21,1
1733757637,S11/20241209/00006,2,SALE,P104965,88.50,2
1733757637,S11/20241209/00006,3,SALE,P102389,84.91,2
1733757637,S11/20241209/00006,4,TAX,TAX,56.36,1
1733757637,S11/20241209/00006,5,TENDER,TENDER,544.39,1
1733779074,S11/20241209/00007,1,SALE,P108379,300.71,1
1733779074,S11/20241209/00007,2,SALE,P103855,322.11,3
1733779074,S11/20241209/00007,3,SALE,P104558,440.08,1
1733779074,S11/20241209/00007,4,SALE,P105524,81.14,2
