bill_no,line_no,product_code,qty,unit_price,line_type,ts
S02/20240317/00001,1,P101982,2,366.95,SALE,2024-03-17T17:08:25
S02/20240317/00001,2,P107872,1,554.95,SALE,2024-03-17T17:08:25
S02/20240317/00001,3,P101599,1,387.95,SALE,2024-03-17T17:08:25
S02/20240317/00001,4,P102255,3,167.76,SALE,2024-03-17T17:08:25
S02/20240317/00001,5,P102772,1,151.97,SALE,2024-03-17T17:08:25
S02/20240317/00001,6,P105003,3,285.67,SALE,2024-03-17T17:08:25
S02/20240317/00001,7,TAX,1,391.54,TAX,2024-03-17T17:08:25
S02/20240317/00001,8,TENDER,1,3580.60,TENDER,2024-03-17T17:08:25
S02/20240317/00002,1,P107708,2,163.95,SALE,2024-03-17T18:21:20
S02/20240317/00002,2,P104478,1,16.95,SALE,2024-03-17T18:21:20
S02/20240317/00002,3,P103882,1,269.95,SALE,2024-03-17T18:21:20
S02/20240317/00002,4,P101237,3,260.17,SALE,2024-03-17T18:21:20
S02/20240317/00002,5,P105384,3,300.95,SALE,2024-03-17T18:21:20
S02/20240317/00002,6,P102193,3,343.13,SALE,2024-03-17T18:21:20
S02/20240317/00002,7,P101190,4,84.60,SALE,2024-03-17T18:21:20
S02/20240317/00002,8,TAX,1,499.85,TAX,2024-03-17T18:21:20
S02/20240317/00002,9,TENDER,1,4165.80,TENDER,2024-03-17T18:21:20
S02/20240317/00003,1,P105003,1,285.67,SALE,2024-03-17T19:31:53
S02/20240317/00003,2,P108191,1,301.95,SALE,2024-03-17T19:31:53
S02/20240317/00003,3,P105176,2,499.95,SALE,2024-03-17T19:31:53
S02/20240317/00003,4,P107253,1,232.65,SALE,2024-03-17T19:31:53
S02/20240317/00003,5,P108326,3,439.67,SALE,2024-03-17T19:31:53
S02/20240317/00003,6,TAX,1,404.78,TAX,2024-03-17T19:31:53
S02/20240317/00003,7,TENDER,1,3543.96,TENDER,2024-03-17T19:31:53
S02/20240317/00004,1,P107320,2,223.25,SALE,2024-03-17T18:14:37
S02/20240317/00004,2,P106830,2,103.94,SALE,2024-03-17T18:14:37
S02/20240317/00004,3,P100418,2,204.95,SALE,2024-03-17T18:14:37
S02/20240317/00004,4,P102874,2,142.38,SALE,2024-03-17T18:14:37
S02/20240317/00004,5,P101389,2,430.39,SALE,2024-03-17T18:14:37
S02/20240317/00004,6,P101454,2,130.95,SALE,2024-03-17T18:14:37
S02/20240317/00004,7,P107526,1,46.11,SALE,2024-03-17T18:14:37
S02/20240317/00004,8,P104695,2,66.60,SALE,2024-03-17T18:14:37
S02/20240317/00004,9,TAX,1,306.56,TAX,2024-03-17T18:14:37
S02/20240317/00004,10,TENDER,1,2957.59,TENDER,2024-03-17T18:14:37
S02/20240317/00005,1,P102707,3,419.47,SALE,2024-03-17T12:33:54
S02/20240317/00005,2,TAX,1,151.01,TAX,2024-03-17T12:33:54
S02/20240317/00005,3,TENDER,1,1409.42,TENDER,2024-03-17T12:33:54
S02/20240317/00006,1,P100827,3,1218.17,SALE,2024-03-17T12:48:13
S02/20240317/00006,2,P103882,3,269.95,SALE,2024-03-17T12:48:13
S02/20240317/00006,3,P106478,4,57.98,SALE,2024-03-17T12:48:13
S02/20240317/00006,4,TAX,1,157.37,TAX,2024-03-17T12:48:13
S02/20240317/00006,5,TENDER,1,4853.65,TENDER,2024-03-17T12:48:13
S02/20240317/00007,1,P106965,3,78.22,SALE,2024-03-17T15:34:02
S02/20240317/00007,2,P107149,2,145.83,SALE,2024-03-17T15:34:02
S02/20240317/00007,3,P106228,2,43.95,SALE,2024-03-17T15:34:02
S02/20240317/00007,4,P102404,3,338.70,SALE,2024-03-17T15:34:02
S02/20240317/00007,5,P105187,1,1057.95,SALE,2024-03-17T15:34:02
S02/20240317/00007,6,TAX,1,80.05,TAX,2024-03-17T15:34:02
S02/20240317/00007,7,TENDER,1,2768.32,TENDER,2024-03-17T15:34:02
S02/20240317/00008,1,P102311,4,284.95,SALE,2024-03-17T12:15:13
S02/20240317/00008,2,P106512,3,460.75,SALE,2024-03-17T12:15:13
S02/20240317/00008,3,P101669,1,45.80,SALE,2024-03-17T12:15:13
S02/20240317/00008,4,TAX,1,308.09,TAX,2024-03-17T12:15:13
S02/20240317/00008,5,TENDER,1,2875.94,TENDER,2024-03-17T12:15:13
S02/20240317/00009,1,P102691,1,210.63,SALE,2024-03-17T14:44:25
S02/20240317/00009,2,P105136,1,158.61,SALE,2024-03-17T14:44:25
S02/20240317/00009,3,P104827,1,158.31,SALE,2024-03-17T14:44:25
