bill_no,line_no,product_code,qty,unit_price,line_type,ts
S04/20240517/00001,1,P100194,4,42.41,SALE,2024-05-17T12:02:00
S04/20240517/00001,2,P100985,2,252.81,SALE,2024-05-17T12:02:00
S04/20240517/00001,3,TAX,1,121.55,TAX,2024-05-17T12:02:00
S04/20240517/00001,4,TENDER,1,796.81,TENDER,2024-05-17T12:02:00
S04/20240517/00002,1,P107799,1,738.35,SALE,2024-05-17T16:05:20
S04/20240517/00002,2,P100810,1,200.65,SALE,2024-05-17T16:05:20
S04/20240517/00002,3,P108338,3,218.68,SALE,2024-05-17T16:05:20
S04/20240517/00002,4,P103473,3,424.75,SALE,2024-05-17T16:05:20
S04/20240517/00002,5,P102640,2,241.34,SALE,2024-05-17T16:05:20
S04/20240517/00002,6,P105155,1,317.12,SALE,2024-05-17T16:05:20
S04/20240517/00002,7,TAX,1,420.69,TAX,2024-05-17T16:05:20
S04/20240517/00002,8,TENDER,1,4089.78,TENDER,2024-05-17T16:05:20
S04/20240517/00003,1,P102761,1,159.81,SALE,2024-05-17T14:32:27
S04/20240517/00003,2,P102054,3,133.39,SALE,2024-05-17T14:32:27
S04/20240517/00003,3,P107920,3,109.22,SALE,2024-05-17T14:32:27
S04/20240517/00003,4,P105707,2,130.64,SALE,2024-05-17T14:32:27
S04/20240517/00003,5,P104320,2,128.95,SALE,2024-05-17T14:32:27
S04/20240517/00003,6,TAX,1,110.34,TAX,2024-05-17T14:32:27
S04/20240517/00003,7,TENDER,1,1517.16,TENDER,2024-05-17T14:32:27
S04/20240517/00004,1,P107226,2,86.90,SALE,2024-05-17T09:25:34
S04/20240517/00004,2,P102342,1,99.85,SALE,2024-05-17T09:25:34
S04/20240517/00004,3,P102714,3,80.41,SALE,2024-05-17T09:25:34
S04/20240517/00004,4,P105547,2,406.95,SALE,2024-05-17T09:25:34
S04/20240517/00004,5,P100816,2,806.93,SALE,2024-05-17T09:25:34
S04/20240517/00004,6,P105729,1,68.08,SALE,2024-05-17T09:25:34
S04/20240517/00004,7,P106648,2,330.96,SALE,2024-05-17T09:25:34
S04/20240517/00004,8,TAX,1,408.90,TAX,2024-05-17T09:25:34
S04/20240517/00004,9,TENDER,1,4081.54,TENDER,2024-05-17T09:25:34
S04/20240517/00005,1,P107182,2,109.95,SALE,2024-05-17T11:34:46
S04/20240517/00005,2,P105733,3,135.79,SALE,2024-05-17T11:34:46
S04/20240517/00005,3,TAX,1,112.91,TAX,2024-05-17T11:34:46
S04/20240517/00005,4,TENDER,1,740.18,TENDER,2024-05-17T11:34:46
S04/20240517/00006,1,P102219,3,726.06,SALE,2024-05-17T18:40:50
S04/20240517/00006,2,P106602,1,120.10,SALE,2024-05-17T18:40:50
S04/20240517/00006,3,P104512,2,94.53,SALE,2024-05-17T18:40:50
S04/20240517/00006,4,TAX,1,124.37,TAX,2024-05-17T18:40:50
S04/20240517/00006,5,TENDER,1,2611.71,TENDER,2024-05-17T18:40:50
S04/20240517/00007,1,P104765,2,401.36,SALE,2024-05-17T07:55:45
S04/20240517/00007,2,TAX,1,96.33,TAX,2024-05-17T07:55:45
S04/20240517/00007,3,TENDER,1,899.05,TENDER,2024-05-17T07:55:45
S04/20240517/00008,1,P105307,3,863.64,SALE,2024-05-17T16:35:17
S04/20240517/00008,2,P103416,2,73.27,SALE,2024-05-17T16:35:17
S04/20240517/00008,3,TAX,1,155.92,TAX,2024-05-17T16:35:17
S04/20240517/00008,4,TENDER,1,2893.38,TENDER,2024-05-17T16:35:17
S04/20240517/00009,1,P102000,3,82.98,SALE,2024-05-17T17:38:16
S04/20240517/00009,2,P108338,2,218.68,SALE,2024-05-17T17:38:16
S04/20240517/00009,3,P100999,2,153.43,SALE,2024-05-17T17:38:16
S04/20240517/00009,4,P100494,2,67.32,SALE,2024-05-17T17:38:16
S04/20240517/00009,5,TAX,1,147.77,TAX,2024-05-17T17:38:16
S04/20240517/00009,6,TENDER,1,1275.57,TENDER,2024-05-17T17:38:16
S04/20240517/00010,1,P105980,1,263.95,SALE,2024-05-17T12:33:15
S04/20240517/00010,2,P107449,2,1495.62,SALE,2024-05-17T12:33:15
S04/20240517/00010,3,P103693,2,102.71,SALE,2024-05-17T12:33:15
S04/20240517/00010,4,P106751,2,132.55,SALE,2024-05-17T12:33:15
S04/20240517/00010,5,P106191,1,1230.97,SALE,2024-05-17T12:33:15
S04/20240517/00010,6,P102480,1,198.67,SALE,2024-05-17T12:33:15
S04/20240517/00010,7,TAX,1,413.81,TAX,2024-05-17T12:33:15
S04/20240517/00010,8,TENDER,1,5569.16,TENDER,2024-05-17T12:33:15
S04/20240517/00011,1,P105684,2,1096.95,SALE,2024-05-17T15:01:10
S04/20240517/00011,2,P101669,5,49.56,SALE,2024-05-17T15:01:10
S04/20240517/00011,3,P105236,1,552.60,SALE,2024-05-17T15:01:10
S04/20240517/00011,4,TAX,1,188.40,TAX,2024-05-17T15:01:10
S04/20240517/00011,5,TENDER,1,3182.70,TENDER,2024-05-17T15:01:10
S04/20240517/00012,1,P102880,4,575.53,SALE,2024-05-17T12:50:57
S04/20240517/00012,2,P100494,2,67.32,SALE,2024-05-17T12:50:57
S04/20240517/00012,3,DISC,1,-160.99,DISCOUNT,2024-05-17T12:50:57
S04/20240517/00012,4,TAX,1,130.14,TAX,2024-05-17T12:50:57
S04/20240517/00012,5,TENDER,1,2405.91,TENDER,2024-05-17T12:50:57
S04/20240517/00013,1,P107463,1,188.92,SALE,2024-05-17T11:13:20
S04/20240517/00013,2,P102849,2,641.17,SALE,2024-05-17T11:13:20
S04/20240517/00013,3,P103525,2,245.14,SALE,2024-05-17T11:13:20
S04/20240517/00013,4,P101533,1,1020.37,SALE,2024-05-17T11:13:20
S04/20240517/00013,5,DISC,1,-338.28,DISCOUNT,2024-05-17T11:13:20
S04/20240517/00013,6,TAX,1,296.86,TAX,2024-05-17T11:13:20
S04/20240517/00013,7,TENDER,1,2940.49,TENDER,2024-05-17T11:13:20
S04/20240517/00014,1,P104544,1,93.89,SALE,2024-05-17T13:07:47
S04/20240517/00014,2,P106911,3,232.77,SALE,2024-05-17T13:07:47
S04/20240517/00014,3,P102585,1,516.36,SALE,2024-05-17T13:07:47
S04/20240517/00014,4,P100999,3,153.43,SALE,2024-05-17T13:07:47
S04/20240517/00014,5,P101669,2,49.56,SALE,2024-05-17T13:07:47
S04/20240517/00014,6,P107190,3,223.50,SALE,2024-05-17T13:07:47
