ts,bill_no,line_no,line_type,product_code,unit_price,qty
1729248456,S12/20241018/00001,1,SALE,P102972,227.38,2
1729248456,S12/20241018/00001,2,SALE,P100100,435.38,1
1729248456,S12/20241018/00001,3,SALE,P104236,289.43,1
1729248456,S12/20241018/00001,4,DISCOUNT,DISC,-107.09,1
1729248456,S12/20241018/00001,5,TAX,TAX,144.49,1
1729248456,S12/20241018/00001,6,TENDER,TENDER,1216.97,1
1729270972,S12/20241018/00002,1,SALE,P104008,116.02,1
1729270972,S12/20241018/00002,2,SALE,P107925,992.11,2
1729270972,S12/20241018/00002,3,SALE,P105882,222.02,1
1729270972,S12/20241018/00002,4,TAX,TAX,144.98,1
1729270972,S12/20241018/00002,5,TENDER,TENDER,2467.24,1
1729283985,S12/20241018/00003,1,SALE,P106629,52.08,1
1729283985,S12/20241018/00003,2,SALE,P105805,110.21,2
1729283985,S12/20241018/00003,3,SALE,P100106,318.86,1
1729283985,S12/20241018/00003,4,SALE,P106258,423.67,2
1729283985,S12/20241018/00003,5,SALE,P103886,302.49,2
1729283985,S12/20241018/00003,6,SALE,P107952,1852.40,2
1729283985,S12/20241018/00003,7,SALE,P101751,477.38,2
1729283985,S12/20241018/00003,8,SALE,P107472,64.61,1
1729283985,S12/20241018/00003,9,DISCOUNT,DISC,-796.46,1
1729283985,S12/20241018/00003,10,TAX,TAX,250.78,1
1729283985,S12/20241018/00003,11,TENDER,TENDER,6222.17,1
1729270438,S12/20241018/00004,1,SALE,P107182,112.81,2
1729270438,S12/20241018/00004,2,SALE,P101825,202.05,3
1729270438,S12/20241018/00004,3,SALE,P102761,170.84,2
1729270438,S12/20241018/00004,4,SALE,P101968,12.46,2
1729270438,S12/20241018/00004,5,SALE,P100131,667.83,3
1729270438,S12/20241018/00004,6,TAX,TAX,315.82,1
1729270438,S12/20241018/00004,7,TENDER,TENDER,3517.68,1
1729251140,S12/20241018/00005,1,SALE,P107960,1090.03,1
1729251140,S12/20241018/00005,2,SALE,P107477,116.48,4
1729251140,S12/20241018/00005,3,SALE,P102975,234.92,1
1729251140,S12/20241018/00005,4,SALE,P101010,71.39,1
1729251140,S12/20241018/00005,5,SALE,P100711,101.23,3
1729251140,S12/20241018/00005,6,SALE,P103438,187.96,3
1729251140,S12/20241018/00005,7,SALE,P105294,143.55,1
1729251140,S12/20241018/00005,8,TAX,TAX,313.65,1
1729251140,S12/20241018/00005,9,TENDER,TENDER,3187.03,1
1729261473,S12/20241018/00006,1,SALE,P105897,249.03,3
1729261473,S12/20241018/00006,2,SALE,P108026,103.54,2
1729261473,S12/20241018/00006,3,SALE,P104986,204.89,4
1729261473,S12/20241018/00006,4,SALE,P104194,119.04,5
1729261473,S12/20241018/00006,5,TAX,TAX,381.58,1
1729261473,S12/20241018/00006,6,TENDER,TENDER,2750.51,1
1729276778,S12/20241018/00007,1,SALE,P108050,1166.49,1
1729276778,S12/20241018/00007,2,SALE,P104072,708.34,2
1729276778,S12/20241018/00007,3,SALE,P101578,39.77,1
1729276778,S12/20241018/00007,4,SALE,P102255,167.76,2
1729276778,S12/20241018/00007,5,TAX,TAX,131.15,1
1729276778,S12/20241018/00007,6,TENDER,TENDER,3089.61,1
1729259686,S12/20241018/00008,1,SALE,P100298,53.95,2
1729259686,S12/20241018/00008,2,SALE,P102569,116.37,1
