bill_no,line_no,product_code,qty,unit_price,line_type,ts
S02/20240919/00001,1,P105365,1,420.06,SALE,2024-09-19T19:41:32
S02/20240919/00001,2,P103958,3,30.95,SALE,2024-09-19T19:41:32
S02/20240919/00001,3,P107327,1,1138.42,SALE,2024-09-19T19:41:32
S02/20240919/00001,4,TAX,1,67.12,TAX,2024-09-19T19:41:32
S02/20240919/00001,5,TENDER,1,1718.45,TENDER,2024-09-19T19:41:32
S02/20240919/00002,1,P108125,3,129.06,SALE,2024-09-19T12:05:44
S02/20240919/00002,2,P101500,1,330.53,SALE,2024-09-19T12:05:44
S02/20240919/00002,3,P101321,2,24.76,SALE,2024-09-19T12:05:44
S02/20240919/00002,4,P105356,2,232.26,SALE,2024-09-19T12:05:44
S02/20240919/00002,5,TAX,1,32.14,TAX,2024-09-19T12:05:44
S02/20240919/00002,6,TENDER,1,1263.89,TENDER,2024-09-19T12:05:44
S02/20240919/00003,1,P103510,4,196.86,SALE,2024-09-19T14:30:33
S02/20240919/00003,2,P104160,3,258.87,SALE,2024-09-19T14:30:33
S02/20240919/00003,3,P105009,2,65.38,SALE,2024-09-19T14:30:33
S02/20240919/00003,4,P105313,1,51.83,SALE,2024-09-19T14:30:33
S02/20240919/00003,5,TAX,1,62.91,TAX,2024-09-19T14:30:33
S02/20240919/00003,6,TENDER,1,1809.55,TENDER,2024-09-19T14:30:33
S02/20240919/00004,1,P101010,4,71.39,SALE,2024-09-19T19:03:34
S02/20240919/00004,2,P103727,1,116.88,SALE,2024-09-19T19:03:34
S02/20240919/00004,3,P101982,4,366.95,SALE,2024-09-19T19:03:34
S02/20240919/00004,4,P101710,2,322.76,SALE,2024-09-19T19:03:34
S02/20240919/00004,5,P106975,2,143.78,SALE,2024-09-19T19:03:34
S02/20240919/00004,6,P105331,2,308.39,SALE,2024-09-19T19:03:34
S02/20240919/00004,7,P104700,3,1425.82,SALE,2024-09-19T19:03:34
S02/20240919/00004,8,P105890,1,1196.88,SALE,2024-09-19T19:03:34
S02/20240919/00004,9,TAX,1,532.40,TAX,2024-09-19T19:03:34
S02/20240919/00004,10,TENDER,1,9426.84,TENDER,2024-09-19T19:03:34
S02/20240919/00005,1,P107708,3,167.35,SALE,2024-09-19T16:55:30
S02/20240919/00005,2,P107609,1,108.46,SALE,2024-09-19T16:55:30
S02/20240919/00005,3,P105483,3,160.65,SALE,2024-09-19T16:55:30
S02/20240919/00005,4,P103563,3,23.03,SALE,2024-09-19T16:55:30
S02/20240919/00005,5,P106221,1,31.65,SALE,2024-09-19T16:55:30
S02/20240919/00005,6,TAX,1,124.41,TAX,2024-09-19T16:55:30
S02/20240919/00005,7,TENDER,1,1317.61,TENDER,2024-09-19T16:55:30
