bill_no,line_no,product_code,qty,unit_price,line_type,ts
S05/20240404/00001,1,P107208,1,302.95,SALE,2024-04-04T17:01:38
S05/20240404/00001,2,P105288,1,239.51,SALE,2024-04-04T17:01:38
S05/20240404/00001,3,P107920,1,109.22,SALE,2024-04-04T17:01:38
S05/20240404/00001,4,P107925,1,1023.82,SALE,2024-04-04T17:01:38
S05/20240404/00001,5,P104645,3,1110.62,SALE,2024-04-04T17:01:38
S05/20240404/00001,6,P101547,2,57.95,SALE,2024-04-04T17:01:38
S05/20240404/00001,7,DISC,1,-558.25,DISCOUNT,2024-04-04T17:01:38
S05/20240404/00001,8,TAX,1,81.79,TAX,2024-04-04T17:01:38
S05/20240404/00001,9,TENDER,1,4646.80,TENDER,2024-04-04T17:01:38
S05/20240404/00002,1,P106934,2,1554.16,SALE,2024-04-04T17:10:56
S05/20240404/00002,2,P101076,1,606.89,SALE,2024-04-04T17:10:56
S05/20240404/00002,3,P107308,4,207.74,SALE,2024-04-04T17:10:56
S05/20240404/00002,4,P107100,2,171.95,SALE,2024-04-04T17:10:56
S05/20240404/00002,5,TAX,1,221.19,TAX,2024-04-04T17:10:56
S05/20240404/00002,6,TENDER,1,5111.26,TENDER,2024-04-04T17:10:56
S05/20240404/00003,1,P103999,2,118.59,SALE,2024-04-04T20:09:54
S05/20240404/00003,2,P104328,2,66.17,SALE,2024-04-04T20:09:54
S05/20240404/00003,3,P104155,1,137.26,SALE,2024-04-04T20:09:54
S05/20240404/00003,4,P107740,2,1366.88,SALE,2024-04-04T20:09:54
S05/20240404/00003,5,TAX,1,346.53,TAX,2024-04-04T20:09:54
S05/20240404/00003,6,TENDER,1,3587.07,TENDER,2024-04-04T20:09:54
S05/20240404/00004,1,P100911,2,71.10,SALE,2024-04-04T11:11:10
S05/20240404/00004,2,P101248,2,469.28,SALE,2024-04-04T11:11:10
S05/20240404/00004,3,P108067,2,621.95,SALE,2024-04-04T11:11:10
S05/20240404/00004,4,P102045,3,21.31,SALE,2024-04-04T11:11:10
S05/20240404/00004,5,P107581,2,243.81,SALE,2024-04-04T11:11:10
S05/20240404/00004,6,P106942,1,169.95,SALE,2024-04-04T11:11:10
S05/20240404/00004,7,P107012,4,104.24,SALE,2024-04-04T11:11:10
S05/20240404/00004,8,P103054,3,104.95,SALE,2024-04-04T11:11:10
S05/20240404/00004,9,TAX,1,275.42,TAX,2024-04-04T11:11:10
S05/20240404/00004,10,TENDER,1,4053.39,TENDER,2024-04-04T11:11:10
S05/20240404/00005,1,P107542,2,162.57,SALE,2024-04-04T14:58:45
S05/20240404/00005,2,P104772,1,332.47,SALE,2024-04-04T14:58:45
S05/20240404/00005,3,P104497,4,212.37,SALE,2024-04-04T14:58:45
S05/20240404/00005,4,P104446,2,52.95,SALE,2024-04-04T14:58:45
S05/20240404/00005,5,DISC,1,-63.83,DISCOUNT,2024-04-04T14:58:45
S05/20240404/00005,6,TAX,1,116.58,TAX,2024-04-04T14:58:45
S05/20240404/00005,7,TENDER,1,1665.74,TENDER,2024-04-04T14:58:45
S05/20240404/00006,1,P104435,3,407.95,SALE,2024-04-04T14:41:38
S05/20240404/00006,2,P102255,2,167.76,SALE,2024-04-04T14:41:38
S05/20240404/00006,3,P103144,2,145.27,SALE,2024-04-04T14:41:38
S05/20240404/00006,4,TAX,1,161.39,TAX,2024-04-04T14:41:38
S05/20240404/00006,5,TENDER,1,2011.30,TENDER,2024-04-04T14:41:38
S05/20240404/00007,1,P103552,2,120.81,SALE,2024-04-04T15:07:38
S05/20240404/00007,2,P107182,3,109.95,SALE,2024-04-04T15:07:38
S05/20240404/00007,3,P107903,6,144.89,SALE,2024-04-04T15:07:38
S05/20240404/00007,4,P102922,6,120.11,SALE,2024-04-04T15:07:38
S05/20240404/00007,5,P107914,1,231.95,SALE,2024-04-04T15:07:38
S05/20240404/00007,6,P107158,1,142.95,SALE,2024-04-04T15:07:38
