bill_no;line_no;item_code;quantity;rate;type;txn_time
S07/20240907/00001;1;P101585;1;10.45;SALE;07-09-2024 13:02:06
S07/20240907/00001;2;P105219;2;701.93;SALE;07-09-2024 13:02:06
S07/20240907/00001;3;P106848;3;17.39;SALE;07-09-2024 13:02:06
S07/20240907/00001;4;P105313;4;51.83;SALE;07-09-2024 13:02:06
S07/20240907/00001;5;TAX;1;254.58;TAX;07-09-2024 13:02:06
S07/20240907/00001;6;TENDER;1;1928.38;TENDER;07-09-2024 13:02:06
S07/20240907/00002;1;P103406;1;1248.48;SALE;07-09-2024 15:14:32
S07/20240907/00002;2;P101164;2;401.86;SALE;07-09-2024 15:14:32
S07/20240907/00002;3;P102664;2;261.47;SALE;07-09-2024 15:14:32
S07/20240907/00002;4;TAX;1;388.62;TAX;07-09-2024 15:14:32
S07/20240907/00002;5;TENDER;1;2963.76;TENDER;07-09-2024 15:14:32
S07/20240907/00003;1;P104544;1;104.46;SALE;07-09-2024 14:37:52
S07/20240907/00003;2;P102122;3;129.27;SALE;07-09-2024 14:37:52
S07/20240907/00003;3;P102114;2;128.95;SALE;07-09-2024 14:37:52
S07/20240907/00003;4;P104567;2;141.21;SALE;07-09-2024 14:37:52
S07/20240907/00003;5;P102006;1;1553.68;SALE;07-09-2024 14:37:52
S07/20240907/00003;6;TAX;1;121.81;TAX;07-09-2024 14:37:52
S07/20240907/00003;7;TENDER;1;2708.08;TENDER;07-09-2024 14:37:52
S07/20240907/00004;1;P105603;2;202.29;SALE;07-09-2024 13:43:40
S07/20240907/00004;2;P101164;1;401.86;SALE;07-09-2024 13:43:40
S07/20240907/00004;3;P107740;1;1366.88;SALE;07-09-2024 13:43:40
S07/20240907/00004;4;P107110;1;77.73;SALE;07-09-2024 13:43:40
S07/20240907/00004;5;P105772;1;539.31;SALE;07-09-2024 13:43:40
S07/20240907/00004;6;P104637;1;342.12;SALE;07-09-2024 13:43:40
S07/20240907/00004;7;TAX;1;461.31;TAX;07-09-2024 13:43:40
S07/20240907/00004;8;TENDER;1;3593.79;TENDER;07-09-2024 13:43:40
S07/20240907/00005;1;P102485;1;220.03;SALE;07-09-2024 14:10:52
S07/20240907/00005;2;P105400;1;53.13;SALE;07-09-2024 14:10:52
S07/20240907/00005;3;TAX;1;20.56;TAX;07-09-2024 14:10:52
S07/20240907/00005;4;TENDER;1;293.72;TENDER;07-09-2024 14:10:52
S07/20240907/00006;1;P107795;2;284.47;SALE;07-09-2024 20:58:58
S07/20240907/00006;2;P100198;3;156.66;SALE;07-09-2024 20:58:58
S07/20240907/00006;3;P105453;1;439.19;SALE;07-09-2024 20:58:58
S07/20240907/00006;4;P106927;2;140.95;SALE;07-09-2024 20:58:58
S07/20240907/00006;5;P104410;3;498.71;SALE;07-09-2024 20:58:58
S07/20240907/00006;6;TAX;1;454.22;TAX;07-09-2024 20:58:58
S07/20240907/00006;7;TENDER;1;3710.36;TENDER;07-09-2024 20:58:58
S07/20240907/00007;1;P102933;1;610.87;SALE;07-09-2024 12:41:46
S07/20240907/00007;2;P105394;2;335.45;SALE;07-09-2024 12:41:46
S07/20240907/00007;3;P105929;2;11.18;SALE;07-09-2024 12:41:46
S07/20240907/00007;4;TAX;1;198.09;TAX;07-09-2024 12:41:46
S07/20240907/00007;5;TENDER;1;1502.22;TENDER;07-09-2024 12:41:46
S07/20240907/00008;1;P104048;2;193.57;SALE;07-09-2024 21:35:17
S07/20240907/00008;2;P100121;2;107.67;SALE;07-09-2024 21:35:17
S07/20240907/00008;3;P100665;3;305.11;SALE;07-09-2024 21:35:17
S07/20240907/00008;4;TAX;1;167.06;TAX;07-09-2024 21:35:17
S07/20240907/00008;5;TENDER;1;1684.87;TENDER;07-09-2024 21:35:17
S07/20240907/00009;1;P104695;1;80.54;SALE;07-09-2024 14:35:52
S07/20240907/00009;2;P100276;2;965.56;SALE;07-09-2024 14:35:52
S07/20240907/00009;3;TAX;1;100.58;TAX;07-09-2024 14:35:52
S07/20240907/00009;4;TENDER;1;2112.24;TENDER;07-09-2024 14:35:52
S07/20240907/00010;1;P100582;1;159.72;SALE;07-09-2024 14:38:11
S07/20240907/00010;2;P103155;1;270.20;SALE;07-09-2024 14:38:11
S07/20240907/00010;3;P103231;1;235.56;SALE;07-09-2024 14:38:11
S07/20240907/00010;4;P101762;2;528.36;SALE;07-09-2024 14:38:11
S07/20240907/00010;5;P107946;2;303.95;SALE;07-09-2024 14:38:11
