bill_no,line_no,product_code,qty,unit_price,line_type,ts
S05/20240626/00001,1,P103234,1,128.39,SALE,2024-06-26T11:03:41
S05/20240626/00001,2,P101740,4,855.00,SALE,2024-06-26T11:03:41
S05/20240626/00001,3,P105643,2,1294.23,SALE,2024-06-26T11:03:41
S05/20240626/00001,4,P102975,1,226.32,SALE,2024-06-26T11:03:41
S05/20240626/00001,5,P103584,2,402.02,SALE,2024-06-26T11:03:41
S05/20240626/00001,6,P100693,1,111.45,SALE,2024-06-26T11:03:41
S05/20240626/00001,7,P107158,1,150.12,SALE,2024-06-26T11:03:41
S05/20240626/00001,8,TAX,1,255.66,TAX,2024-06-26T11:03:41
S05/20240626/00001,9,TENDER,1,7684.44,TENDER,2024-06-26T11:03:41
S05/20240626/00002,1,P100183,3,1426.11,SALE,2024-06-26T19:34:31
S05/20240626/00002,2,P101048,1,208.35,SALE,2024-06-26T19:34:31
S05/20240626/00002,3,P101213,4,232.84,SALE,2024-06-26T19:34:31
S05/20240626/00002,4,P100494,1,67.32,SALE,2024-06-26T19:34:31
S05/20240626/00002,5,P102569,1,116.37,SALE,2024-06-26T19:34:31
S05/20240626/00002,6,P106382,1,81.60,SALE,2024-06-26T19:34:31
S05/20240626/00002,7,P103259,1,298.27,SALE,2024-06-26T19:34:31
S05/20240626/00002,8,P101851,4,1750.29,SALE,2024-06-26T19:34:31
S05/20240626/00002,9,DISC,1,-714.11,DISCOUNT,2024-06-26T19:34:31
S05/20240626/00002,10,TAX,1,678.08,TAX,2024-06-26T19:34:31
S05/20240626/00002,11,TENDER,1,12946.73,TENDER,2024-06-26T19:34:31
S05/20240626/00003,1,P106424,2,535.14,SALE,2024-06-26T20:37:03
S05/20240626/00003,2,P103719,1,957.52,SALE,2024-06-26T20:37:03
S05/20240626/00003,3,TAX,1,168.42,TAX,2024-06-26T20:37:03
S05/20240626/00003,4,TENDER,1,2196.22,TENDER,2024-06-26T20:37:03
S05/20240626/00004,1,P102436,3,243.03,SALE,2024-06-26T15:52:03
S05/20240626/00004,2,P100703,3,164.26,SALE,2024-06-26T15:52:03
S05/20240626/00004,3,P107890,2,133.07,SALE,2024-06-26T15:52:03
S05/20240626/00004,4,TAX,1,203.68,TAX,2024-06-26T15:52:03
S05/20240626/00004,5,TENDER,1,1691.69,TENDER,2024-06-26T15:52:03
S05/20240626/00005,1,P100375,1,163.45,SALE,2024-06-26T13:50:23
S05/20240626/00005,2,P101225,1,452.38,SALE,2024-06-26T13:50:23
S05/20240626/00005,3,P102768,1,152.65,SALE,2024-06-26T13:50:23
S05/20240626/00005,4,P102436,3,243.03,SALE,2024-06-26T13:50:23
S05/20240626/00005,5,TAX,1,221.17,TAX,2024-06-26T13:50:23
S05/20240626/00005,6,TENDER,1,1718.74,TENDER,2024-06-26T13:50:23
S05/20240626/00006,1,P105603,4,202.29,SALE,2024-06-26T20:25:27
S05/20240626/00006,2,P103155,3,270.20,SALE,2024-06-26T20:25:27
S05/20240626/00006,3,P103090,2,805.95,SALE,2024-06-26T20:25:27
