bill_no,line_no,product_code,qty,unit_price,line_type,ts
S05/20240621/00001,1,P100049,1,70.71,SALE,2024-06-21T14:14:43
S05/20240621/00001,2,P102945,3,43.42,SALE,2024-06-21T14:14:43
S05/20240621/00001,3,P107621,3,119.64,SALE,2024-06-21T14:14:43
S05/20240621/00001,4,P107078,1,111.95,SALE,2024-06-21T14:14:43
S05/20240621/00001,5,P107721,1,92.25,SALE,2024-06-21T14:14:43
S05/20240621/00001,6,TAX,1,36.17,TAX,2024-06-21T14:14:43
S05/20240621/00001,7,TENDER,1,800.26,TENDER,2024-06-21T14:14:43
S05/20240621/00002,1,P106367,3,650.25,SALE,2024-06-21T15:37:01
S05/20240621/00002,2,P100233,1,67.07,SALE,2024-06-21T15:37:01
S05/20240621/00002,3,P105524,3,77.90,SALE,2024-06-21T15:37:01
S05/20240621/00002,4,P107226,3,86.90,SALE,2024-06-21T15:37:01
S05/20240621/00002,5,P105180,2,103.95,SALE,2024-06-21T15:37:01
S05/20240621/00002,6,TAX,1,227.31,TAX,2024-06-21T15:37:01
S05/20240621/00002,7,TENDER,1,2947.43,TENDER,2024-06-21T15:37:01
S05/20240621/00003,1,P108389,-1,793.52,RETURN,2024-06-21T19:27:40
S05/20240621/00003,2,P100609,-1,76.13,RETURN,2024-06-21T19:27:40
S05/20240621/00003,3,P107012,-3,104.24,RETURN,2024-06-21T19:27:40
S05/20240621/00003,4,P107119,-1,16.65,RETURN,2024-06-21T19:27:40
S05/20240621/00003,5,P104933,-2,560.59,RETURN,2024-06-21T19:27:40
S05/20240621/00003,6,TAX,1,-269.26,TAX,2024-06-21T19:27:40
S05/20240621/00003,7,TENDER,1,-2589.46,TENDER,2024-06-21T19:27:40
S05/20240621/00004,1,P101578,4,39.77,SALE,2024-06-21T20:09:48
S05/20240621/00004,2,P107047,3,413.27,SALE,2024-06-21T20:09:48
S05/20240621/00004,3,P103144,3,145.27,SALE,2024-06-21T20:09:48
