ts,bill_no,line_no,line_type,product_code,unit_price,qty
1719153314,S11/20240623/00001,1,SALE,P103397,371.02,2
1719153314,S11/20240623/00001,2,SALE,P101083,343.85,3
1719153314,S11/20240623/00001,3,SALE,P100026,304.63,2
1719153314,S11/20240623/00001,4,TAX,TAX,216.14,1
1719153314,S11/20240623/00001,5,TENDER,TENDER,2598.99,1
1719150693,S11/20240623/00002,1,SALE,P102230,340.01,3
1719150693,S11/20240623/00002,2,SALE,P106098,334.84,1
1719150693,S11/20240623/00002,3,SALE,P105497,70.98,2
1719150693,S11/20240623/00002,4,SALE,P107899,197.21,2
1719150693,S11/20240623/00002,5,TAX,TAX,260.54,1
1719150693,S11/20240623/00002,6,TENDER,TENDER,2151.79,1
1719161584,S11/20240623/00003,1,SALE,P106934,1554.16,1
1719161584,S11/20240623/00003,2,SALE,P107373,92.10,2
1719161584,S11/20240623/00003,3,SALE,P101859,68.39,2
1719161584,S11/20240623/00003,4,SALE,P104251,79.68,2
1719161584,S11/20240623/00003,5,SALE,P101367,485.76,2
1719161584,S11/20240623/00003,6,SALE,P100658,50.53,2
1719161584,S11/20240623/00003,7,SALE,P106009,372.60,2
1719161584,S11/20240623/00003,8,SALE,P101142,98.55,2
1719161584,S11/20240623/00003,9,TAX,TAX,333.05,1
1719161584,S11/20240623/00003,10,TENDER,TENDER,4382.43,1
1719160178,S11/20240623/00004,1,SALE,P103950,1283.54,1
1719160178,S11/20240623/00004,2,SALE,P100362,270.89,3
1719160178,S11/20240623/00004,3,SALE,P103389,251.95,1
1719160178,S11/20240623/00004,4,SALE,P101004,324.97,3
1719160178,S11/20240623/00004,5,SALE,P105757,248.44,2
1719160178,S11/20240623/00004,6,TAX,TAX,183.12,1
1719160178,S11/20240623/00004,7,TENDER,TENDER,4003.07,1
1719154890,S11/20240623/00005,1,SALE,P104756,334.95,1
1719154890,S11/20240623/00005,2,SALE,P105789,42.75,4
1719154890,S11/20240623/00005,3,SALE,P107435,549.51,1
1719154890,S11/20240623/00005,4,SALE,P101345,69.59,2
1719154890,S11/20240623/00005,5,SALE,P104883,342.92,4
1719154890,S11/20240623/00005,6,SALE,P101419,195.72,1
1719154890,S11/20240623/00005,7,SALE,P108046,95.35,2
1719154890,S11/20240623/00005,8,TAX,TAX,303.24,1
1719154890,S11/20240623/00005,9,TENDER,TENDER,3255.98,1
1719157178,S11/20240623/00006,1,SALE,P105835,243.66,3
1719157178,S11/20240623/00006,2,SALE,P105547,406.95,2
1719157178,S11/20240623/00006,3,SALE,P100803,278.56,1
1719157178,S11/20240623/00006,4,SALE,P106234,78.81,3
1719157178,S11/20240623/00006,5,TAX,TAX,176.52,1
1719157178,S11/20240623/00006,6,TENDER,TENDER,2236.39,1
1719184284,S11/20240623/00007,1,SALE,P104233,1232.09,1
1719184284,S11/20240623/00007,2,SALE,P104789,65.95,2
1719184284,S11/20240623/00007,3,SALE,P105684,1114.27,2
1719184284,S11/20240623/00007,4,TAX,TAX,173.03,1
1719184284,S11/20240623/00007,5,TENDER,TENDER,3765.56,1
1719151132,S11/20240623/00008,1,SALE,P102000,82.98,4
1719151132,S11/20240623/00008,2,SALE,P106830,95.62,3
1719151132,S11/20240623/00008,3,SALE,P105400,48.10,4
1719151132,S11/20240623/00008,4,TAX,TAX,146.01,1
1719151132,S11/20240623/00008,5,TENDER,TENDER,957.19,1
1719171243,S11/20240623/00009,1,SALE,P101095,205.38,2
1719171243,S11/20240623/00009,2,SALE,P106735,320.99,3
1719171243,S11/20240623/00009,3,SALE,P105302,258.62,4
1719171243,S11/20240623/00009,4,SALE,P103647,42.17,2
1719171243,S11/20240623/00009,5,TAX,TAX,225.06,1
1719171243,S11/20240623/00009,6,TENDER,TENDER,2717.61,1
1719141809,S11/20240623/00010,1,SALE,P105757,248.44,2
1719141809,S11/20240623/00010,2,SALE,P107708,163.95,1
1719141809,S11/20240623/00010,3,SALE,P103168,923.59,1
1719141809,S11/20240623/00010,4,SALE,P102060,182.41,2
1719141809,S11/20240623/00010,5,SALE,P103374,34.95,1
1719141809,S11/20240623/00010,6,TAX,TAX,141.97,1
1719141809,S11/20240623/00010,7,TENDER,TENDER,2126.16,1
1719134166,S11/20240623/00011,1,SALE,P106191,1230.97,3
1719134166,S11/20240623/00011,2,SALE,P107381,195.99,2
1719134166,S11/20240623/00011,3,TAX,TAX,47.04,1
1719134166,S11/20240623/00011,4,TENDER,TENDER,4131.93,1
1719156607,S11/20240623/00012,1,SALE,P106891,642.78,3
1719156607,S11/20240623/00012,2,SALE,P102738,236.55,3
1719156607,S11/20240623/00012,3,SALE,P101982,366.95,2
1719156607,S11/20240623/00012,4,SALE,P101904,634.24,1
1719156607,S11/20240623/00012,5,SALE,P102000,82.98,1
1719156607,S11/20240623/00012,6,DISCOUNT,DISC,-323.45,1
1719156607,S11/20240623/00012,7,TAX,TAX,407.75,1
1719156607,S11/20240623/00012,8,TENDER,TENDER,4173.41,1
1719142899,S11/20240623/00013,1,SALE,P103822,594.96,4
1719142899,S11/20240623/00013,2,DISCOUNT,DISC,-261.83,1
1719142899,S11/20240623/00013,3,TAX,TAX,381.24,1
1719142899,S11/20240623/00013,4,TENDER,TENDER,2499.25,1
1719161116,S11/20240623/00014,1,SALE,P101237,278.87,3
1719161116,S11/20240623/00014,2,SALE,P107502,311.85,2
1719161116,S11/20240623/00014,3,TAX,TAX,212.66,1
1719161116,S11/20240623/00014,4,TENDER,TENDER,1672.97,1
1719152215,S11/20240623/00015,1,SALE,P102296,43.24,4
1719152215,S11/20240623/00015,2,SALE,P104187,86.95,3
1719152215,S11/20240623/00015,3,SALE,P102546,69.95,2
1719152215,S11/20240623/00015,4,SALE,P102280,611.53,1
1719152215,S11/20240623/00015,5,SALE,P105230,112.14,2
1719152215,S11/20240623/00015,6,SALE,P105609,817.71,1
1719152215,S11/20240623/00015,7,TAX,TAX,206.35,1
1719152215,S11/20240623/00015,8,TENDER,TENDER,2433.58,1
1719160150,S11/20240623/00016,1,SALE,P104219,249.74,2
1719160150,S11/20240623/00016,2,SALE,P104487,388.90,1
1719160150,S11/20240623/00016,3,SALE,P100855,345.07,3
1719160150,S11/20240623/00016,4,TAX,TAX,292.94,1
1719160150,S11/20240623/00016,5,TENDER,TENDER,2216.53,1
1719161490,S11/20240623/00017,1,SALE,P102452,176.54,1
1719161490,S11/20240623/00017,2,SALE,P105252,10.57,2
1719161490,S11/20240623/00017,3,SALE,P102184,91.57,3
1719161490,S11/20240623/00017,4,SALE,P101520,168.04,6
1719161490,S11/20240623/00017,5,TAX,TAX,112.49,1
1719161490,S11/20240623/00017,6,TENDER,TENDER,1593.12,1
1719153088,S11/20240623/00018,1,SALE,P103530,427.69,4
1719153088,S11/20240623/00018,2,SALE,P107639,128.49,1
1719153088,S11/20240623/00018,3,TAX,TAX,323.36,1
1719153088,S11/20240623/00018,4,TENDER,TENDER,2162.61,1
