bill_no;line_no;item_code;quantity;rate;type;txn_time
S08/20240126/00001;1;P106228;1;43.95;SALE;26-01-2024 15:25:17
S08/20240126/00001;2;P101492;1;110.48;SALE;26-01-2024 15:25:17
S08/20240126/00001;3;P101669;3;48.95;SALE;26-01-2024 15:25:17
S08/20240126/00001;4;TAX;1;35.14;TAX;26-01-2024 15:25:17
S08/20240126/00001;5;TENDER;1;336.42;TENDER;26-01-2024 15:25:17
S08/20240126/00002;1;P101237;2;250.74;SALE;26-01-2024 14:30:36
S08/20240126/00002;2;P107495;1;368.95;SALE;26-01-2024 14:30:36
S08/20240126/00002;3;P106158;4;546.15;SALE;26-01-2024 14:30:36
S08/20240126/00002;4;P102415;1;1074.95;SALE;26-01-2024 14:30:36
S08/20240126/00002;5;TAX;1;267.43;TAX;26-01-2024 14:30:36
S08/20240126/00002;6;TENDER;1;4397.41;TENDER;26-01-2024 14:30:36
S08/20240126/00003;1;P104606;3;84.95;SALE;26-01-2024 18:24:10
S08/20240126/00003;2;P104372;1;105.38;SALE;26-01-2024 18:24:10
S08/20240126/00003;3;P103214;2;279.95;SALE;26-01-2024 18:24:10
S08/20240126/00003;4;P105230;1;107.33;SALE;26-01-2024 18:24:10
S08/20240126/00003;5;P105246;2;827.34;SALE;26-01-2024 18:24:10
S08/20240126/00003;6;DISC;1;-54.59;DISCOUNT;26-01-2024 18:24:10
S08/20240126/00003;7;TAX;1;156.21;TAX;26-01-2024 18:24:10
S08/20240126/00003;8;TENDER;1;2783.76;TENDER;26-01-2024 18:24:10
S08/20240126/00004;1;P104212;1;401.95;SALE;26-01-2024 21:04:19
S08/20240126/00004;2;P101911;1;1431.80;SALE;26-01-2024 21:04:19
S08/20240126/00004;3;P107715;3;241.95;SALE;26-01-2024 21:04:19
S08/20240126/00004;4;P107623;2;414.95;SALE;26-01-2024 21:04:19
S08/20240126/00004;5;P104194;1;119.04;SALE;26-01-2024 21:04:19
S08/20240126/00004;6;TAX;1;373.81;TAX;26-01-2024 21:04:19
S08/20240126/00004;7;TENDER;1;3882.35;TENDER;26-01-2024 21:04:19
S08/20240126/00005;1;P100658;3;46.95;SALE;26-01-2024 20:21:00
S08/20240126/00005;2;P105280;2;220.35;SALE;26-01-2024 20:21:00
S08/20240126/00005;3;P107667;3;338.95;SALE;26-01-2024 20:21:00
S08/20240126/00005;4;TAX;1;144.06;TAX;26-01-2024 20:21:00
S08/20240126/00005;5;TENDER;1;1742.46;TENDER;26-01-2024 20:21:00
S08/20240126/00006;1;P108162;2;221.93;SALE;26-01-2024 15:13:04
S08/20240126/00006;2;P102409;1;381.29;SALE;26-01-2024 15:13:04
S08/20240126/00006;3;P102067;3;151.39;SALE;26-01-2024 15:13:04
S08/20240126/00006;4;P107217;1;259.95;SALE;26-01-2024 15:13:04
S08/20240126/00006;5;DISC;1;-40.09;DISCOUNT;26-01-2024 15:13:04
S08/20240126/00006;6;TAX;1;92.68;TAX;26-01-2024 15:13:04
S08/20240126/00006;7;TENDER;1;1591.86;TENDER;26-01-2024 15:13:04
S08/20240126/00007;1;P101279;1;217.77;SALE;26-01-2024 12:38:37
S08/20240126/00007;2;P101925;2;164.95;SALE;26-01-2024 12:38:37
S08/20240126/00007;3;P100959;2;244.95;SALE;26-01-2024 12:38:37
S08/20240126/00007;4;TAX;1;147.56;TAX;26-01-2024 12:38:37
S08/20240126/00007;5;TENDER;1;1185.13;TENDER;26-01-2024 12:38:37
S08/20240126/00008;1;P107381;1;179.61;SALE;26-01-2024 19:42:29
S08/20240126/00008;2;P105119;3;91.19;SALE;26-01-2024 19:42:29
S08/20240126/00008;3;P107960;3;983.57;SALE;26-01-2024 19:42:29
S08/20240126/00008;4;P101779;2;197.95;SALE;26-01-2024 19:42:29
S08/20240126/00008;5;P105313;2;51.83;SALE;26-01-2024 19:42:29
S08/20240126/00008;6;TAX;1;444.68;TAX;26-01-2024 19:42:29
S08/20240126/00008;7;TENDER;1;4348.13;TENDER;26-01-2024 19:42:29
S08/20240126/00009;1;P104236;-2;274.58;RETURN;26-01-2024 19:28:07
S08/20240126/00009;2;P105720;-3;67.32;RETURN;26-01-2024 19:28:07
S08/20240126/00009;3;P106720;-3;126.28;RETURN;26-01-2024 19:28:07
S08/20240126/00009;4;TAX;1;-167.04;TAX;26-01-2024 19:28:07
S08/20240126/00009;5;TENDER;1;-1297.00;TENDER;26-01-2024 19:28:07
S08/20240126/00010;1;P106934;1;1554.16;SALE;26-01-2024 18:54:15
S08/20240126/00010;2;P106162;1;527.95;SALE;26-01-2024 18:54:15
S08/20240126/00010;3;TAX;1;0.00;TAX;26-01-2024 18:54:15
S08/20240126/00010;4;TENDER;1;2082.11;TENDER;26-01-2024 18:54:15
S08/20240126/00011;1;P100499;2;234.95;SALE;26-01-2024 16:43:18
S08/20240126/00011;2;P100899;1;131.46;SALE;26-01-2024 16:43:18
S08/20240126/00011;3;P106106;2;245.50;SALE;26-01-2024 16:43:18
S08/20240126/00011;4;P103452;2;1006.95;SALE;26-01-2024 16:43:18
S08/20240126/00011;5;P102718;2;287.95;SALE;26-01-2024 16:43:18
S08/20240126/00011;6;TAX;1;349.13;TAX;26-01-2024 16:43:18
S08/20240126/00011;7;TENDER;1;4031.29;TENDER;26-01-2024 16:43:18
S08/20240126/00012;1;P105302;1;265.96;SALE;26-01-2024 10:59:17
S08/20240126/00012;2;P106885;2;133.95;SALE;26-01-2024 10:59:17
