bill_no,line_no,product_code,qty,unit_price,line_type,ts
S05/20240306/00001,1,P101681,3,132.46,SALE,2024-03-06T23:45:29
S05/20240306/00001,2,P106686,2,275.45,SALE,2024-03-06T23:45:29
S05/20240306/00001,3,P106858,1,245.00,SALE,2024-03-06T23:45:29
S05/20240306/00001,4,P100348,4,478.95,SALE,2024-03-06T23:45:29
S05/20240306/00001,5,P104089,1,316.95,SALE,2024-03-06T23:45:29
S05/20240306/00001,6,TAX,1,272.17,TAX,2024-03-06T23:45:29
S05/20240306/00001,7,TENDER,1,3698.20,TENDER,2024-03-06T23:45:29
S05/20240306/00002,1,P100183,2,1426.11,SALE,2024-03-06T20:15:02
S05/20240306/00002,2,P104898,3,161.27,SALE,2024-03-06T20:15:02
S05/20240306/00002,3,TAX,1,366.46,TAX,2024-03-06T20:15:02
S05/20240306/00002,4,TENDER,1,3702.49,TENDER,2024-03-06T20:15:02
S05/20240306/00003,1,P104277,1,136.95,SALE,2024-03-06T09:55:25
S05/20240306/00003,2,P103222,3,317.95,SALE,2024-03-06T09:55:25
S05/20240306/00003,3,P104986,3,215.50,SALE,2024-03-06T09:55:25
S05/20240306/00003,4,P102585,2,516.36,SALE,2024-03-06T09:55:25
S05/20240306/00003,5,TAX,1,298.90,TAX,2024-03-06T09:55:25
S05/20240306/00003,6,TENDER,1,3068.92,TENDER,2024-03-06T09:55:25
S05/20240306/00004,1,P102913,1,347.82,SALE,2024-03-06T12:46:56
S05/20240306/00004,2,P102857,3,114.95,SALE,2024-03-06T12:46:56
S05/20240306/00004,3,P107488,3,303.21,SALE,2024-03-06T12:46:56
S05/20240306/00004,4,P100621,1,226.51,SALE,2024-03-06T12:46:56
S05/20240306/00004,5,P106015,2,147.48,SALE,2024-03-06T12:46:56
S05/20240306/00004,6,P106044,1,37.47,SALE,2024-03-06T12:46:56
S05/20240306/00004,7,P101004,1,708.94,SALE,2024-03-06T12:46:56
S05/20240306/00004,8,DISC,1,-156.51,DISCOUNT,2024-03-06T12:46:56
S05/20240306/00004,9,TAX,1,383.94,TAX,2024-03-06T12:46:56
S05/20240306/00004,10,TENDER,1,3097.61,TENDER,2024-03-06T12:46:56
S05/20240306/00005,1,P104811,1,113.95,SALE,2024-03-06T16:23:15
S05/20240306/00005,2,P103137,2,218.09,SALE,2024-03-06T16:23:15
S05/20240306/00005,3,P105636,1,526.95,SALE,2024-03-06T16:23:15
S05/20240306/00005,4,P106254,2,1135.50,SALE,2024-03-06T16:23:15
S05/20240306/00005,5,TAX,1,72.85,TAX,2024-03-06T16:23:15
S05/20240306/00005,6,TENDER,1,3420.93,TENDER,2024-03-06T16:23:15
S05/20240306/00006,1,P107837,2,94.99,SALE,2024-03-06T11:41:52
S05/20240306/00006,2,P106757,1,398.95,SALE,2024-03-06T11:41:52
S05/20240306/00006,3,TAX,1,54.14,TAX,2024-03-06T11:41:52
S05/20240306/00006,4,TENDER,1,643.07,TENDER,2024-03-06T11:41:52
S05/20240306/00007,1,P101404,1,214.54,SALE,2024-03-06T16:43:22
S05/20240306/00007,2,P102648,1,435.00,SALE,2024-03-06T16:43:22
S05/20240306/00007,3,P104708,3,22.95,SALE,2024-03-06T16:43:22
S05/20240306/00007,4,TAX,1,101.42,TAX,2024-03-06T16:43:22
S05/20240306/00007,5,TENDER,1,819.81,TENDER,2024-03-06T16:43:22
S05/20240306/00008,1,P103309,3,59.57,SALE,2024-03-06T19:00:47
S05/20240306/00008,2,P101164,2,322.78,SALE,2024-03-06T19:00:47
S05/20240306/00008,3,P102290,2,547.95,SALE,2024-03-06T19:00:47
S05/20240306/00008,4,TAX,1,256.64,TAX,2024-03-06T19:00:47
S05/20240306/00008,5,TENDER,1,2176.81,TENDER,2024-03-06T19:00:47
S05/20240306/00009,1,P101374,1,49.36,SALE,2024-03-06T22:03:46
S05/20240306/00009,2,TAX,1,8.88,TAX,2024-03-06T22:03:46
S05/20240306/00009,3,TENDER,1,58.24,TENDER,2024-03-06T22:03:46
S05/20240306/00010,1,P106984,2,26.90,SALE,2024-03-06T14:50:33
S05/20240306/00010,2,P107026,2,65.23,SALE,2024-03-06T14:50:33
S05/20240306/00010,3,P100044,3,737.05,SALE,2024-03-06T14:50:33
S05/20240306/00010,4,P103958,1,30.95,SALE,2024-03-06T14:50:33
S05/20240306/00010,5,P104802,1,194.24,SALE,2024-03-06T14:50:33
S05/20240306/00010,6,P103004,3,78.61,SALE,2024-03-06T14:50:33
S05/20240306/00010,7,P105198,1,14.08,SALE,2024-03-06T14:50:33
S05/20240306/00010,8,P105288,2,275.10,SALE,2024-03-06T14:50:33
S05/20240306/00010,9,TAX,1,345.53,TAX,2024-03-06T14:50:33
S05/20240306/00010,10,TENDER,1,3766.24,TENDER,2024-03-06T14:50:33
S05/20240306/00011,1,P107807,2,118.66,SALE,2024-03-06T19:11:06
S05/20240306/00011,2,P101454,2,130.95,SALE,2024-03-06T19:11:06
S05/20240306/00011,3,P102779,5,23.95,SALE,2024-03-06T19:11:06
S05/20240306/00011,4,P104454,2,47.84,SALE,2024-03-06T19:11:06
S05/20240306/00011,5,P107605,2,1290.76,SALE,2024-03-06T19:11:06
S05/20240306/00011,6,P103563,2,21.95,SALE,2024-03-06T19:11:06
S05/20240306/00011,7,P104867,5,190.50,SALE,2024-03-06T19:11:06
S05/20240306/00011,8,TAX,1,427.76,TAX,2024-03-06T19:11:06
