bill_no,line_no,product_code,qty,unit_price,line_type,ts
S04/20241116/00001,1,P106751,2,123.83,SALE,2024-11-16T07:31:01
S04/20241116/00001,2,P103538,1,265.96,SALE,2024-11-16T07:31:01
S04/20241116/00001,3,P102305,1,111.72,SALE,2024-11-16T07:31:01
S04/20241116/00001,4,P102371,1,59.77,SALE,2024-11-16T07:31:01
S04/20241116/00001,5,TAX,1,39.09,TAX,2024-11-16T07:31:01
S04/20241116/00001,6,TENDER,1,724.20,TENDER,2024-11-16T07:31:01
S04/20241116/00002,1,P104462,2,86.38,SALE,2024-11-16T11:50:06
S04/20241116/00002,2,P101404,2,228.51,SALE,2024-11-16T11:50:06
S04/20241116/00002,3,P102691,1,219.72,SALE,2024-11-16T11:50:06
S04/20241116/00002,4,P100640,3,379.48,SALE,2024-11-16T11:50:06
S04/20241116/00002,5,DISC,1,-163.01,DISCOUNT,2024-11-16T11:50:06
S04/20241116/00002,6,TAX,1,164.40,TAX,2024-11-16T11:50:06
S04/20241116/00002,7,TENDER,1,1989.33,TENDER,2024-11-16T11:50:06
S04/20241116/00003,1,P104938,3,999.94,SALE,2024-11-16T13:14:04
S04/20241116/00003,2,P101613,1,125.30,SALE,2024-11-16T13:14:04
S04/20241116/00003,3,P108239,4,256.06,SALE,2024-11-16T13:14:04
S04/20241116/00003,4,P104446,1,66.45,SALE,2024-11-16T13:14:04
S04/20241116/00003,5,P102452,2,176.54,SALE,2024-11-16T13:14:04
S04/20241116/00003,6,DISC,1,-321.99,DISCOUNT,2024-11-16T13:14:04
S04/20241116/00003,7,TAX,1,554.47,TAX,2024-11-16T13:14:04
S04/20241116/00003,8,TENDER,1,4801.37,TENDER,2024-11-16T13:14:04
S04/20241116/00004,1,P108326,1,472.80,SALE,2024-11-16T11:33:55
S04/20241116/00004,2,P100956,1,421.98,SALE,2024-11-16T11:33:55
S04/20241116/00004,3,P108346,3,534.07,SALE,2024-11-16T11:33:55
S04/20241116/00004,4,TAX,1,157.95,TAX,2024-11-16T11:33:55
S04/20241116/00004,5,TENDER,1,2654.94,TENDER,2024-11-16T11:33:55
S04/20241116/00005,1,P104665,2,217.71,SALE,2024-11-16T17:52:55
S04/20241116/00005,2,P105337,2,35.20,SALE,2024-11-16T17:52:55
S04/20241116/00005,3,P106813,2,257.87,SALE,2024-11-16T17:52:55
S04/20241116/00005,4,P101311,1,481.74,SALE,2024-11-16T17:52:55
S04/20241116/00005,5,P103452,2,1033.70,SALE,2024-11-16T17:52:55
S04/20241116/00005,6,P106191,3,1230.97,SALE,2024-11-16T17:52:55
S04/20241116/00005,7,P103168,2,980.21,SALE,2024-11-16T17:52:55
S04/20241116/00005,8,P101774,2,1168.66,SALE,2024-11-16T17:52:55
S04/20241116/00005,9,P103281,3,172.43,SALE,2024-11-16T17:52:55
S04/20241116/00005,10,DISC,1,-445.68,DISCOUNT,2024-11-16T17:52:55
S04/20241116/00005,11,TAX,1,822.45,TAX,2024-11-16T17:52:55
