bill_no;line_no;item_code;quantity;rate;type;txn_time
S09/20240530/00001;1;P104226;1;303.01;SALE;30-05-2024 18:55:55
S09/20240530/00001;2;P101949;2;857.51;SALE;30-05-2024 18:55:55
S09/20240530/00001;3;P107362;2;62.10;SALE;30-05-2024 18:55:55
S09/20240530/00001;4;P102166;3;52.54;SALE;30-05-2024 18:55:55
S09/20240530/00001;5;P105541;2;201.95;SALE;30-05-2024 18:55:55
S09/20240530/00001;6;TAX;1;209.18;TAX;30-05-2024 18:55:55
S09/20240530/00001;7;TENDER;1;2912.93;TENDER;30-05-2024 18:55:55
S09/20240530/00002;1;P108076;3;145.31;SALE;30-05-2024 17:32:52
S09/20240530/00002;2;P104410;3;498.71;SALE;30-05-2024 17:32:52
S09/20240530/00002;3;P103743;1;1117.90;SALE;30-05-2024 17:32:52
S09/20240530/00002;4;P104023;2;630.48;SALE;30-05-2024 17:32:52
S09/20240530/00002;5;TAX;1;410.82;TAX;30-05-2024 17:32:52
S09/20240530/00002;6;TENDER;1;4721.74;TENDER;30-05-2024 17:32:52
S09/20240530/00003;1;P102738;2;529.76;SALE;30-05-2024 18:19:13
S09/20240530/00003;2;P103654;4;460.36;SALE;30-05-2024 18:19:13
S09/20240530/00003;3;P101789;2;336.02;SALE;30-05-2024 18:19:13
S09/20240530/00003;4;P102236;2;928.51;SALE;30-05-2024 18:19:13
S09/20240530/00003;5;P103202;1;262.07;SALE;30-05-2024 18:19:13
S09/20240530/00003;6;TAX;1;377.12;TAX;30-05-2024 18:19:13
S09/20240530/00003;7;TENDER;1;6069.21;TENDER;30-05-2024 18:19:13
S09/20240530/00004;1;P101237;2;278.87;SALE;30-05-2024 12:50:50
S09/20240530/00004;2;P100609;2;76.13;SALE;30-05-2024 12:50:50
S09/20240530/00004;3;P108082;3;236.40;SALE;30-05-2024 12:50:50
S09/20240530/00004;4;P102772;4;151.97;SALE;30-05-2024 12:50:50
S09/20240530/00004;5;TAX;1;243.25;TAX;30-05-2024 12:50:50
S09/20240530/00004;6;TENDER;1;2270.33;TENDER;30-05-2024 12:50:50
S09/20240530/00005;1;P100305;1;771.81;SALE;30-05-2024 22:49:56
S09/20240530/00005;2;P101779;2;198.09;SALE;30-05-2024 22:49:56
S09/20240530/00005;3;P101626;1;939.84;SALE;30-05-2024 22:49:56
S09/20240530/00005;4;TAX;1;132.59;TAX;30-05-2024 22:49:56
S09/20240530/00005;5;TENDER;1;2240.42;TENDER;30-05-2024 22:49:56
S09/20240530/00006;1;P102636;2;114.77;SALE;30-05-2024 16:44:42
S09/20240530/00006;2;P107575;1;65.95;SALE;30-05-2024 16:44:42
S09/20240530/00006;3;P105541;2;201.95;SALE;30-05-2024 16:44:42
S09/20240530/00006;4;P104446;1;56.83;SALE;30-05-2024 16:44:42
S09/20240530/00006;5;P102947;2;59.21;SALE;30-05-2024 16:44:42
S09/20240530/00006;6;TAX;1;94.41;TAX;30-05-2024 16:44:42
S09/20240530/00006;7;TENDER;1;969.05;TENDER;30-05-2024 16:44:42
S09/20240530/00007;1;P105145;2;763.65;SALE;30-05-2024 15:15:33
S09/20240530/00007;2;P106671;2;101.77;SALE;30-05-2024 15:15:33
S09/20240530/00007;3;P101492;1;113.44;SALE;30-05-2024 15:15:33
S09/20240530/00007;4;P104921;2;398.95;SALE;30-05-2024 15:15:33
S09/20240530/00007;5;P107605;3;1290.76;SALE;30-05-2024 15:15:33
S09/20240530/00007;6;P100652;1;43.95;SALE;30-05-2024 15:15:33
S09/20240530/00007;7;P107217;2;259.95;SALE;30-05-2024 15:15:33
S09/20240530/00007;8;P104772;1;332.47;SALE;30-05-2024 15:15:33
S09/20240530/00007;9;P102067;1;181.50;SALE;30-05-2024 15:15:33
